TIME,year,month,T#BE#burro,T#DE#burro,T#ES#burro,T#FR#burro,T#IE#burro,T#NL#burro,C#BEL#inflazione,C#ITA#inflazione,C#DEU#inflazione,C#FRA#inflazione,C#ESP#inflazione,C#IRL#inflazione,C#BEL#gdp,C#ITA#gdp,C#DEU#gdp,C#FRA#gdp,C#ESP#gdp,C#IRL#gdp
1997-12-15,1997,12,359.24,361.46,361.15,362.82,346.42,349.03,1.63,2.04,1.94,1.2,1.97,1.53,24820.94,21829.35,26964.05,24226.88,14730.8,22551.11
1997-12-22,1997,12,360.02,361.82,361.15,363.68,346.42,349.35,1.63,2.04,1.94,1.2,1.97,1.53,24820.94,21829.35,26964.05,24226.88,14730.8,22551.11
1997-12-29,1997,12,360.7,362.18,361.49,363.68,346.26,349.35,1.63,2.04,1.94,1.2,1.97,1.53,24820.94,21829.35,26964.05,24226.88,14730.8,22551.11
1998-01-05,1998,1,360.88,362.18,,363.03,345.22,349.35,,,,,,,,,,,,
1998-01-12,1998,1,360.39,362.18,,361.86,343.55,349.35,,,,,,,,,,,,
1998-01-19,1998,1,359.48,362.18,,359.83,341.89,349.35,,,,,,,,,,,,
1998-01-26,1998,1,358.05,361.82,,357.59,340.22,349.35,1.24,1.99,1.35,0.89,1.89,2.03,25116.66,22108.66,27149.77,24652.42,15109.97,23547.54
1998-02-02,1998,2,356.43,361.24,,354.17,336.91,348.71,1.14,1.98,1.2,0.81,1.87,2.16,25190.58,22178.48,27196.2,24758.81,15204.76,23796.64
1998-02-09,1998,2,354.11,360.31,,350.43,333.61,348.07,1.05,1.97,1.06,0.73,1.85,2.29,25264.51,22248.31,27242.63,24865.19,15299.56,24045.75
1998-02-16,1998,2,351.0,359.23,,346.48,330.17,,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-02-23,1998,2,347.72,358.15,,342.95,327.4,,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-03-02,1998,3,344.72,356.71,,339.54,325.26,,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-03-09,1998,3,341.89,354.9,,336.65,323.03,340.39,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-03-16,1998,3,339.43,353.46,,333.98,320.76,338.47,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-03-23,1998,3,337.23,352.24,,332.49,320.13,337.19,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-03-30,1998,3,335.78,351.36,,331.31,319.51,335.88,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-04-06,1998,4,334.79,350.6,,330.89,319.17,335.81,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-04-13,1998,4,334.06,349.84,,330.25,317.25,335.74,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-04-20,1998,4,333.57,349.44,,330.03,315.34,335.03,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-04-27,1998,4,333.22,349.19,,329.82,313.51,334.33,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-05-04,1998,5,332.99,348.58,,329.41,311.53,333.62,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-05-11,1998,5,332.75,347.96,,329.01,309.56,332.91,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-05-18,1998,5,332.43,347.37,,328.6,307.59,332.24,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-05-25,1998,5,332.33,346.79,,328.19,305.62,331.6,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-06-01,1998,6,332.38,346.22,,328.11,305.44,330.96,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-06-08,1998,6,332.63,345.64,,328.11,306.15,330.96,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-06-15,1998,6,333.15,345.28,,328.66,306.87,330.96,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-06-22,1998,6,333.83,345.64,,329.71,307.77,330.96,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-06-29,1998,6,334.55,346.14,,331.1,310.46,330.96,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-07-06,1998,7,335.28,346.79,,333.0,313.15,331.28,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-07-13,1998,7,336.05,347.44,,335.01,315.84,331.6,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-07-20,1998,7,336.88,348.09,,337.23,318.53,331.92,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-07-27,1998,7,337.74,349.09,,339.43,320.32,332.23,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-08-03,1998,8,338.37,350.46,,341.12,322.12,332.55,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-08-10,1998,8,338.86,351.47,,342.57,323.91,333.51,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-08-17,1998,8,339.31,352.33,,343.72,323.91,334.47,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-08-24,1998,8,339.9,353.05,,344.58,323.91,335.75,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-08-31,1998,8,340.41,354.27,,345.33,323.91,337.03,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-09-07,1998,9,340.72,355.5,,345.75,323.91,338.31,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-09-14,1998,9,340.88,356.36,,346.12,323.91,339.58,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-09-21,1998,9,341.0,356.87,,346.44,323.91,340.86,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-09-28,1998,9,341.07,357.37,,346.37,323.91,341.5,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-10-05,1998,10,341.02,357.88,,346.05,322.3,342.14,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-10-12,1998,10,340.62,358.38,332.45,344.88,320.68,342.14,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-10-19,1998,10,340.13,358.38,330.85,343.28,319.07,342.14,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-10-26,1998,10,339.31,358.38,329.03,341.25,317.45,342.14,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-11-02,1998,11,338.52,357.3,327.98,338.15,314.94,341.5,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-11-09,1998,11,337.53,356.22,325.29,334.73,312.43,340.86,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-11-16,1998,11,336.24,354.78,322.0,330.78,309.92,339.58,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-11-23,1998,11,334.96,353.34,322.13,326.61,309.02,338.31,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-11-30,1998,11,333.64,351.04,,322.45,308.12,336.71,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-12-07,1998,12,332.45,348.73,,318.6,307.23,334.47,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-12-14,1998,12,331.58,346.43,,315.08,306.33,332.24,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-12-21,1998,12,330.72,345.2,,312.62,306.33,330.0,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1998-12-28,1998,12,329.76,344.28,,310.85,306.54,327.76,0.95,1.96,0.91,0.65,1.83,2.42,25338.44,22318.14,27289.06,24971.57,15394.35,24294.85
1999-01-04,1999,1,329.5,343.38,,310.43,305.59,326.84,,,,,,,,,,,,
1999-01-11,1999,1,329.01,342.49,,310.32,304.64,324.94,,,,,,,,,,,,
1999-01-18,1999,1,328.18,341.81,303.13,310.64,302.78,323.37,,,,,,,,,,,,
1999-01-25,1999,1,326.99,341.12,300.27,310.7,300.92,321.45,1.05,1.79,0.73,0.59,2.11,1.97,25289.51,22139.23,26972.42,24804.04,15580.8,25462.43
1999-02-01,1999,2,325.52,339.56,296.99,310.69,299.06,318.89,1.07,1.75,0.68,0.57,2.17,1.86,25277.27,22094.51,26893.26,24762.16,15627.42,25754.32
1999-02-08,1999,2,323.81,338.0,291.14,310.57,297.2,316.97,1.1,1.71,0.63,0.55,2.24,1.74,25265.04,22049.78,26814.1,24720.27,15674.03,26046.21
1999-02-15,1999,2,322.19,336.14,288.51,309.86,295.12,,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-02-22,1999,2,320.08,334.24,286.74,308.67,294.22,,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-03-01,1999,3,318.28,330.51,286.38,,293.31,,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-03-08,1999,3,316.88,326.72,286.44,306.6,293.31,,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-03-15,1999,3,315.43,322.92,286.01,305.66,293.31,,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-03-22,1999,3,314.1,320.0,286.06,304.9,293.31,,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-03-29,1999,3,312.93,316.71,286.35,304.14,293.31,,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-04-05,1999,4,311.89,313.42,286.87,303.31,293.31,303.38,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-04-12,1999,4,310.73,310.5,,302.46,293.31,302.08,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-04-19,1999,4,309.48,309.41,,301.28,293.31,301.11,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-04-26,1999,4,308.18,309.04,,300.08,293.31,300.14,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-05-03,1999,5,307.23,308.68,,298.89,293.31,,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-05-10,1999,5,306.36,308.31,,297.58,293.31,,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-05-17,1999,5,305.53,308.31,,296.38,293.31,,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-05-24,1999,5,304.78,308.31,,295.47,293.31,,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-05-31,1999,5,,308.31,,294.51,293.31,,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-06-07,1999,6,,308.31,,293.88,293.31,,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-06-14,1999,6,,308.31,,293.38,293.31,,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-06-21,1999,6,,308.31,,293.2,293.31,,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-06-28,1999,6,,308.31,293.62,293.2,293.31,299.49,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-07-05,1999,7,,308.31,293.62,293.25,293.31,299.49,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-07-12,1999,7,,308.31,293.73,293.38,293.31,299.49,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-07-19,1999,7,294.48,308.31,293.73,293.57,293.31,299.49,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-07-26,1999,7,294.13,,293.73,293.77,293.31,299.49,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-08-02,1999,8,293.83,,,294.1,293.31,299.49,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-08-09,1999,8,293.83,,,294.47,293.31,299.49,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-08-16,1999,8,293.76,309.77,,294.77,293.31,299.49,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-08-23,1999,8,293.77,310.14,,295.05,293.31,299.49,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-08-30,1999,8,294.41,310.87,,295.45,293.31,299.49,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-09-06,1999,9,295.21,311.6,,295.92,293.31,299.49,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-09-13,1999,9,295.54,311.96,,296.51,293.31,299.49,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-09-20,1999,9,295.83,312.33,294.5,297.12,293.31,299.49,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-09-27,1999,9,296.48,313.42,294.5,297.75,293.31,,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-10-04,1999,10,297.12,315.25,294.76,298.86,293.31,,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-10-11,1999,10,297.76,317.07,295.03,300.06,293.31,,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-10-18,1999,10,298.5,318.53,294.65,301.17,293.31,,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-10-25,1999,10,299.56,320.0,294.42,302.39,293.31,304.68,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-11-01,1999,11,300.64,321.97,293.92,303.57,293.31,305.98,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-11-08,1999,11,301.97,323.94,293.71,304.72,293.31,307.27,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-11-15,1999,11,303.26,325.18,293.38,305.7,293.31,307.92,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-11-22,1999,11,304.27,325.7,292.79,306.05,293.31,308.57,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-11-29,1999,11,305.31,326.21,292.52,306.29,293.31,308.57,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-12-06,1999,12,306.09,326.72,292.28,306.42,293.31,308.57,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-12-13,1999,12,306.34,327.23,291.9,306.4,293.31,308.57,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-12-20,1999,12,306.59,327.23,292.39,306.25,293.31,307.92,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-12-27,1999,12,306.77,327.23,292.22,305.86,,307.27,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
2000-01-03,2000,1,306.77,327.23,292.28,305.14,,306.3,,,,,,,,,,,,
2000-01-10,2000,1,306.93,327.23,292.17,304.57,,305.13,,,,,,,,,,,,
2000-01-17,2000,1,306.6,327.09,293.05,303.9,,304.0,,,,,,,,,,,,
2000-01-24,2000,1,306.08,326.94,293.67,303.01,,302.71,1.93,2.16,1.07,1.19,2.95,3.89,24021.99,20937.93,24997.7,23385.84,15165.81,26336.08
2000-01-31,2000,1,304.98,326.43,294.28,301.75,,301.09,2.14,2.29,1.2,1.35,3.11,4.46,23714.29,20671.15,24563.38,23062.7,15027.1,26335.58
2000-02-07,2000,2,303.64,325.92,293.77,300.24,,300.11,2.34,2.41,1.32,1.51,3.27,5.03,23406.59,20404.37,24129.07,22739.56,14888.4,26335.07
2000-02-14,2000,2,302.39,,294.74,298.73,294.07,299.33,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-02-21,2000,2,300.59,,294.5,297.53,293.88,298.69,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-02-28,2000,2,298.96,320.8,294.25,296.33,293.7,298.23,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-03-06,2000,3,297.69,320.06,293.37,295.23,293.52,297.74,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-03-13,2000,3,296.74,319.33,292.54,294.36,293.33,297.42,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-03-20,2000,3,296.37,318.97,291.92,293.82,293.15,297.74,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-03-27,2000,3,324.59,318.6,291.57,293.58,292.97,298.07,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-04-03,2000,4,324.55,321.82,290.14,293.46,292.04,298.2,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-04-10,2000,4,324.62,321.46,289.79,293.46,292.04,298.52,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-04-17,2000,4,324.62,321.09,290.47,293.46,292.04,299.17,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-04-24,2000,4,325.02,321.09,289.69,293.5,292.04,299.82,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-05-01,2000,5,325.91,321.09,289.9,293.61,292.04,300.79,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-05-08,2000,5,326.95,321.09,290.65,293.85,292.04,301.44,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-05-15,2000,5,299.88,321.09,291.05,294.36,292.04,302.08,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-05-22,2000,5,301.23,321.09,291.05,294.97,292.04,303.06,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-05-29,2000,5,303.69,321.09,291.34,295.73,292.04,304.68,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-06-05,2000,6,305.69,,290.48,296.82,292.04,305.98,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-06-12,2000,6,307.81,,290.4,297.97,292.04,307.27,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-06-19,2000,6,309.5,322.7,290.22,299.39,292.04,309.22,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-06-26,2000,6,311.18,,289.24,300.78,292.04,311.16,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-07-03,2000,7,312.83,,290.08,302.79,292.04,313.76,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-07-10,2000,7,314.65,,,304.79,292.04,316.03,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-07-17,2000,7,315.53,,,307.19,292.04,317.97,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-07-24,2000,7,317.06,,,309.91,292.04,319.91,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-07-31,2000,7,318.15,,,312.52,292.04,321.86,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-08-07,2000,8,319.22,,,314.92,292.04,323.15,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-08-14,2000,8,320.47,,,317.42,292.04,324.45,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-08-21,2000,8,321.55,346.65,,319.38,292.04,325.75,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-08-28,2000,8,322.07,347.89,,321.23,292.04,327.04,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-09-04,2000,9,322.86,349.87,303.16,322.65,292.04,328.02,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-09-11,2000,9,323.54,351.69,,323.69,292.04,329.64,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-09-18,2000,9,324.26,352.42,,324.89,292.04,331.26,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-09-25,2000,9,325.06,353.16,,325.98,,332.56,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-10-02,2000,10,325.8,353.89,,326.85,,333.85,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-10-09,2000,10,326.6,354.62,,327.72,,334.5,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-10-16,2000,10,327.36,355.35,,328.59,299.3,335.15,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-10-23,2000,10,327.91,355.35,,329.25,301.11,335.8,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-10-30,2000,10,328.32,355.35,,329.62,302.93,335.8,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-11-06,2000,11,328.67,354.98,,329.83,304.74,335.8,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-11-13,2000,11,328.94,354.62,,329.94,304.74,335.8,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-11-20,2000,11,328.73,354.25,,329.94,304.74,335.15,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-11-27,2000,11,328.65,353.89,,329.62,302.93,334.5,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-12-04,2000,12,328.46,353.52,,329.29,301.11,,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-12-11,2000,12,328.18,353.16,,328.85,299.3,,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-12-18,2000,12,328.03,352.79,,328.42,297.48,,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-12-25,2000,12,327.64,352.79,,327.98,295.67,,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2001-01-01,2001,1,327.11,351.33,,326.79,293.85,,,,,,,,,,,,,
2001-01-08,2001,1,326.46,349.87,,325.48,292.04,,,,,,,,,,,,,
2001-01-15,2001,1,324.41,348.42,,323.52,292.04,,,,,,,,,,,,,
2001-01-22,2001,1,322.27,346.96,,321.45,292.04,,2.5,2.68,1.75,1.65,3.52,5.18,23050.99,20345.23,23656.8,22435.23,15103.58,27447.62
2001-01-29,2001,1,320.07,345.13,,318.51,292.04,,2.49,2.71,1.83,1.65,3.55,5.08,23039.02,20397.14,23647.31,22439.94,15192.05,27725.88
