TIME,year,month,T#BE#burro,T#DE#burro,T#ES#burro,T#FR#burro,T#IE#burro,T#NL#burro,C#BEL#inflazione,C#ITA#inflazione,C#DEU#inflazione,C#FRA#inflazione,C#ESP#inflazione,C#IRL#inflazione,C#BEL#gdp,C#ITA#gdp,C#DEU#gdp,C#FRA#gdp,C#ESP#gdp,C#IRL#gdp
1991-02-18,1991,2,269.18,271.49,265.57,281.89,269.53,264.17,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-02-25,1991,2,268.82,270.89,266.12,281.17,269.53,263.36,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-03-04,1991,3,268.33,270.58,266.22,265.16,269.05,262.82,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-03-11,1991,3,267.85,270.28,266.18,264.52,268.56,262.55,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-03-18,1991,3,267.52,270.1,265.73,263.89,268.72,262.55,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-03-25,1991,3,267.2,269.91,265.77,263.67,268.23,262.55,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-04-01,1991,4,266.86,269.73,265.32,263.45,268.4,262.82,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-04-08,1991,4,266.45,269.73,265.12,263.36,268.56,263.09,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-04-15,1991,4,266.21,269.73,265.18,263.27,268.56,263.36,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-04-22,1991,4,266.04,269.73,265.61,263.36,268.56,263.63,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-04-29,1991,4,265.77,269.61,266.59,263.45,268.56,263.9,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-05-06,1991,5,265.58,269.49,267.67,263.64,268.56,263.9,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-05-13,1991,5,265.47,269.37,266.54,263.8,268.4,263.9,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-05-20,1991,5,265.39,269.06,266.61,264.02,268.23,263.9,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-05-27,1991,5,265.39,268.76,266.55,264.38,268.07,263.9,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-06-03,1991,6,265.39,268.46,266.03,265.1,267.91,263.9,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-06-10,1991,6,262.8,268.15,266.14,265.82,267.75,263.9,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-06-17,1991,6,,267.97,265.49,266.69,267.58,263.9,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-06-24,1991,6,263.35,267.79,265.33,267.69,267.42,263.9,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-07-01,1991,7,263.73,267.73,265.38,268.83,267.42,,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-07-08,1991,7,264.11,268.03,265.2,270.01,266.61,,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-07-15,1991,7,264.52,268.58,265.65,271.09,265.79,,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-07-22,1991,7,264.97,269.13,266.73,271.91,264.66,264.97,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-07-29,1991,7,268.13,269.67,267.42,272.99,263.68,265.24,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-08-05,1991,8,268.71,270.34,268.23,273.97,262.7,265.51,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-08-12,1991,8,269.27,271.79,268.72,275.07,261.73,266.05,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-08-19,1991,8,269.77,273.13,269.4,276.08,260.75,266.32,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-08-26,1991,8,270.42,274.28,269.92,277.08,260.59,266.59,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-09-02,1991,9,271.19,275.19,270.27,278.16,260.43,267.13,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-09-09,1991,9,271.92,276.47,269.86,279.34,260.59,267.67,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-09-16,1991,9,272.58,278.59,269.9,280.33,260.75,268.21,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-09-23,1991,9,273.17,280.96,269.92,281.44,260.92,269.28,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-09-30,1991,9,273.84,282.84,270.0,282.6,261.73,270.09,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-10-07,1991,10,274.42,284.9,270.41,283.94,262.54,271.71,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-10-14,1991,10,274.95,288.61,270.86,285.38,263.35,273.32,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-10-21,1991,10,275.42,292.61,270.59,286.83,264.65,274.67,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-10-28,1991,10,276.09,296.56,270.76,288.01,265.95,276.55,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-11-04,1991,11,276.82,299.65,271.18,288.91,267.09,278.44,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-11-11,1991,11,277.48,302.38,271.22,289.67,268.23,279.79,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-11-18,1991,11,277.98,304.81,271.23,290.05,268.23,281.13,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-11-25,1991,11,278.5,307.05,271.51,290.07,268.23,281.67,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-12-02,1991,12,278.78,305.53,271.81,289.8,268.23,281.67,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-12-09,1991,12,278.67,302.5,272.33,289.34,267.74,281.13,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-12-16,1991,12,278.31,297.95,272.37,288.44,267.25,279.52,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-12-23,1991,12,277.87,293.4,271.8,286.18,266.77,277.09,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1991-12-30,1991,12,276.98,287.51,271.85,282.74,265.14,274.13,3.22,6.25,4.05,3.21,5.93,3.21,21041.66,21956.53,23357.76,21675.71,14811.9,14087.21
1992-01-06,1992,1,275.45,281.63,271.53,279.1,264.01,270.9,,,,,,,,,,,,
1992-01-13,1992,1,273.47,275.74,271.14,275.23,262.87,267.67,,,,,,,,,,,,
1992-01-20,1992,1,271.41,271.98,270.73,271.34,261.73,264.98,,,,,,,,,,,,
1992-01-27,1992,1,269.72,269.43,270.37,267.56,260.59,262.82,2.77,5.69,4.62,2.73,5.93,3.13,22373.64,22691.93,25118.03,22897.72,15554.92,15017.02
1992-02-03,1992,2,268.07,268.09,270.33,264.54,259.46,261.74,2.65,5.55,4.77,2.61,5.93,3.11,22706.63,22875.78,25558.1,23203.22,15740.68,15249.48
1992-02-10,1992,2,266.63,266.88,270.1,263.36,258.32,261.48,2.54,5.41,4.91,2.49,5.93,3.09,23039.63,23059.63,25998.16,23508.72,15926.43,15481.93
1992-02-17,1992,2,265.67,267.0,269.76,263.54,258.32,261.75,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-02-24,1992,2,265.42,267.12,269.77,264.36,258.32,262.82,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-03-02,1992,3,265.72,267.25,269.94,265.68,258.64,263.9,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-03-09,1992,3,266.33,267.55,269.85,267.13,258.97,264.98,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-03-16,1992,3,266.97,267.85,269.92,268.47,259.29,266.05,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-03-23,1992,3,267.63,268.15,269.9,269.59,259.62,266.7,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-03-30,1992,3,268.16,268.34,269.83,270.32,259.94,267.35,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-04-06,1992,4,268.6,268.52,269.77,270.86,260.27,267.99,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-04-13,1992,4,268.96,268.7,269.66,271.04,260.59,268.26,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-04-20,1992,4,269.26,268.88,269.42,271.04,260.59,268.53,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-04-27,1992,4,269.49,268.88,269.78,271.22,260.59,268.96,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-05-04,1992,5,269.64,268.88,269.51,271.4,260.59,269.39,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-05-11,1992,5,269.82,269.49,269.31,271.58,260.59,269.71,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-05-18,1992,5,269.95,270.09,269.23,271.76,260.59,270.03,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-05-25,1992,5,270.13,270.7,269.04,272.03,260.75,270.36,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-06-01,1992,6,270.26,271.31,269.43,272.3,260.92,270.52,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-06-08,1992,6,270.38,271.92,268.54,272.57,,270.68,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-06-15,1992,6,270.45,272.52,,272.67,261.24,270.68,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-06-22,1992,6,270.55,273.13,,272.76,261.4,270.68,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-06-29,1992,6,270.69,273.13,266.38,272.76,261.57,270.84,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-07-06,1992,7,270.79,273.13,265.91,272.85,261.73,271.0,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-07-13,1992,7,270.89,273.74,265.61,272.9,261.73,271.16,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-07-20,1992,7,271.02,274.34,264.4,273.14,261.73,271.33,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-07-27,1992,7,271.19,275.38,265.25,273.59,261.73,271.49,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-08-03,1992,8,271.39,276.41,264.94,274.09,261.73,271.65,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-08-10,1992,8,271.57,277.44,264.72,274.69,261.73,271.81,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-08-17,1992,8,271.72,278.47,264.18,275.34,261.73,271.81,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-08-24,1992,8,271.84,279.5,263.68,275.87,261.73,271.81,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-08-31,1992,8,271.94,279.93,262.87,276.17,261.24,271.81,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-09-07,1992,9,272.01,280.35,262.87,276.3,,271.81,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-09-14,1992,9,272.01,280.35,261.69,276.21,,271.81,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-09-21,1992,9,271.92,280.35,261.4,276.07,259.78,271.81,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-09-28,1992,9,271.81,280.35,260.84,275.63,259.29,271.81,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-10-05,1992,10,271.6,279.62,261.07,275.16,258.81,271.81,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-10-12,1992,10,271.32,277.98,260.96,274.51,258.16,271.81,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-10-19,1992,10,271.07,276.35,261.07,273.79,257.99,271.81,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-10-26,1992,10,270.79,274.71,261.02,272.76,257.83,,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-11-02,1992,11,270.54,272.89,261.48,271.47,257.99,,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-11-09,1992,11,270.34,271.07,261.76,269.84,258.15,,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-11-16,1992,11,270.16,269.25,262.32,268.74,258.32,,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-11-23,1992,11,269.94,268.15,262.28,267.71,258.48,268.85,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-11-30,1992,11,269.75,267.97,262.22,266.89,258.8,268.15,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-12-07,1992,12,269.51,267.79,262.49,266.31,259.13,267.45,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-12-14,1992,12,269.3,267.61,261.29,266.04,259.45,267.18,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-12-21,1992,12,269.1,267.61,259.71,266.02,259.45,266.91,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1992-12-28,1992,12,268.86,267.61,257.99,266.4,259.45,266.69,2.43,5.27,5.06,2.36,5.92,3.07,23372.62,23243.47,26438.23,23814.23,16112.19,15714.38
1993-01-04,1993,1,268.63,267.61,256.3,266.35,259.45,266.48,,,,,,,,,,,,
1993-01-11,1993,1,268.35,267.61,255.41,266.24,259.29,266.26,,,,,,,,,,,,
1993-01-18,1993,1,268.1,267.61,254.14,266.13,259.13,265.89,,,,,,,,,,,,
1993-01-25,1993,1,267.88,267.61,252.64,266.13,258.97,265.51,2.61,4.9,4.72,2.22,5.15,2.16,22750.51,20669.35,25915.03,22994.86,14528.03,15110.2
1993-02-01,1993,2,267.66,267.61,252.32,266.28,259.7,265.13,2.66,4.81,4.64,2.18,4.96,1.93,22594.99,20025.82,25784.23,22790.02,14131.99,14959.15
1993-02-08,1993,2,267.41,267.61,253.11,266.31,259.5,264.75,2.71,4.72,4.56,2.14,4.76,1.7,22439.46,19382.29,25653.43,22585.17,13735.95,14808.11
1993-02-15,1993,2,267.19,267.61,254.26,266.2,259.3,264.59,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-02-22,1993,2,266.95,267.61,255.14,266.2,259.09,264.43,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-03-01,1993,3,266.86,267.61,254.85,266.37,259.05,264.27,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-03-08,1993,3,266.82,267.61,255.52,266.58,259.01,264.27,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-03-15,1993,3,266.77,267.61,255.8,266.82,258.97,264.27,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-03-22,1993,3,266.73,267.61,255.87,266.91,258.03,264.27,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-03-29,1993,3,266.74,267.61,255.18,267.17,258.03,264.27,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-04-05,1993,4,266.79,267.61,254.88,267.49,258.03,264.27,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-04-12,1993,4,266.86,267.61,254.72,267.82,258.03,264.27,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-04-19,1993,4,266.94,267.61,254.46,268.02,258.03,264.27,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-04-26,1993,4,267.0,267.61,253.41,268.12,258.03,264.27,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-05-03,1993,5,267.08,,253.75,268.03,258.03,264.27,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-05-10,1993,5,267.16,,253.64,267.92,258.03,264.27,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-05-17,1993,5,267.2,,253.31,267.76,258.03,264.27,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-05-24,1993,5,267.22,267.12,252.32,267.53,258.03,264.27,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-05-31,1993,5,267.16,266.82,251.5,267.27,258.03,264.27,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-06-07,1993,6,267.13,266.52,250.83,267.04,258.03,264.27,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-06-14,1993,6,267.08,266.22,251.37,266.75,,264.27,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-06-21,1993,6,267.01,266.28,250.46,266.46,,264.27,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-06-28,1993,6,266.86,266.4,249.82,266.26,,264.27,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-07-05,1993,7,266.7,266.52,249.13,266.06,,264.27,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-07-12,1993,7,266.6,266.64,248.6,265.93,,264.27,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-07-19,1993,7,266.4,266.94,248.42,265.77,,264.27,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-07-26,1993,7,265.99,267.25,247.95,265.66,242.15,,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-08-02,1993,8,265.67,267.55,246.04,265.68,240.54,,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-08-09,1993,8,265.26,267.61,248.65,265.74,238.93,,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-08-16,1993,8,264.83,267.61,247.45,265.62,238.33,,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-08-23,1993,8,264.43,267.61,246.4,265.41,243.89,,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-08-30,1993,8,264.07,267.61,245.95,265.21,249.45,258.89,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-09-06,1993,9,263.85,267.61,245.35,265.07,249.16,257.65,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-09-13,1993,9,263.92,267.61,245.43,264.87,248.87,256.68,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-09-20,1993,9,263.77,267.61,246.36,264.64,248.87,255.98,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-09-27,1993,9,263.71,267.61,242.91,264.44,248.87,255.6,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-10-04,1993,10,263.77,267.61,244.11,264.35,248.87,255.6,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-10-11,1993,10,263.56,267.61,245.37,264.4,248.87,255.6,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-10-18,1993,10,263.09,267.61,246.24,264.49,248.87,255.6,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-10-25,1993,10,262.6,267.61,246.82,264.49,248.87,255.6,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-11-01,1993,11,262.01,267.61,247.24,264.58,248.87,255.6,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-11-08,1993,11,261.58,267.61,247.45,264.67,248.87,255.6,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-11-15,1993,11,261.16,267.61,247.88,264.7,248.87,255.6,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-11-22,1993,11,260.74,267.61,248.03,264.85,248.87,255.82,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-11-29,1993,11,260.63,267.61,248.13,264.96,248.87,256.03,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-12-06,1993,12,260.68,267.61,248.16,264.96,248.87,256.25,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-12-13,1993,12,260.79,267.61,248.36,265.06,248.87,256.46,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-12-20,1993,12,260.8,267.61,248.57,265.05,248.87,256.68,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1993-12-27,1993,12,260.87,267.61,248.89,265.03,248.87,256.89,2.75,4.63,4.47,2.1,4.57,1.47,22283.94,18738.76,25522.63,22380.33,13339.91,14657.06
1994-01-03,1994,1,260.89,267.61,249.14,265.01,248.87,257.11,,,,,,,,,,,,
1994-01-10,1994,1,260.84,,249.13,264.97,248.87,257.11,,,,,,,,,,,,
1994-01-17,1994,1,260.76,,248.98,264.69,248.87,257.11,,,,,,,,,,,,
1994-01-24,1994,1,260.58,,248.87,264.17,248.87,257.11,2.54,4.3,3.46,1.85,4.65,1.95,23383.72,19080.97,26410.62,23018.07,13382.98,15368.99
1994-01-31,1994,1,260.29,265.36,248.62,,248.87,257.11,2.49,4.22,3.2,1.78,4.68,2.07,23658.66,19166.53,26632.61,23177.5,13393.75,15546.97
1994-02-07,1994,2,260.03,264.76,248.4,,248.87,257.11,2.43,4.13,2.95,1.72,4.7,2.19,23933.61,19252.08,26854.61,23336.93,13404.52,15724.95
1994-02-14,1994,2,259.63,264.15,248.32,261.66,248.87,257.11,2.38,4.05,2.69,1.66,4.72,2.31,24208.55,19337.63,27076.61,23496.37,13415.29,15902.93
1994-02-21,1994,2,259.19,263.54,248.21,260.89,248.87,257.11,2.38,4.05,2.69,1.66,4.72,2.31,24208.55,19337.63,27076.61,23496.37,13415.29,15902.93
