TIME,year,month,T#AT#lamb_light,T#BE#lamb_light,T#BG#lamb_light,T#CY#lamb_light,T#DE#lamb_light,T#EL#lamb_light,T#ES#lamb_light,T#FI#lamb_light,T#FR#lamb_light,T#HR#lamb_light,T#HU#lamb_light,T#IE#lamb_light,T#IT#lamb_light,T#LT#lamb_light,T#LV#lamb_light,T#NL#lamb_light,T#PL#lamb_light,T#PT#lamb_light,T#RO#lamb_light,T#SE#lamb_light,T#SI#lamb_light,C#BEL#inflazione,C#ITA#inflazione,C#DEU#inflazione,C#FRA#inflazione,C#ESP#inflazione,C#IRL#inflazione,C#BEL#gdp,C#ITA#gdp,C#DEU#gdp,C#FRA#gdp,C#ESP#gdp,C#IRL#gdp
2019-12-16,2019,12,575.0,466.06,545.78,625.86,524.7,528.0,620.52,391.03,652.29,595.11,679.62,439.06,,,324.89,476.76,,,354.08,414.05,551.64,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-12-23,2019,12,,467.37,547.08,634.14,526.66,529.7,628.29,388.67,659.86,602.19,700.6,445.2,,,323.11,476.7,,634.62,350.72,423.91,546.98,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-12-30,2019,12,579.43,469.67,547.24,640.43,528.06,532.29,633.41,386.32,665.71,612.5,722.64,451.13,645.64,,328.73,479.77,,642.17,349.12,437.41,545.15,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2020-01-06,2020,1,578.29,473.43,546.86,645.29,526.57,535.21,634.2,385.96,668.0,637.74,730.2,458.73,651.5,374.63,325.1,480.13,477.07,645.88,353.32,447.99,552.44,,,,,,,,,,,,
2020-01-13,2020,1,578.71,475.96,547.58,650.29,528.67,538.15,632.8,385.61,668.43,670.98,732.4,463.47,653.64,376.55,325.61,481.87,488.18,648.42,356.39,460.38,550.31,,,,,,,,,,,,
2020-01-20,2020,1,574.71,479.34,550.39,654.57,532.34,525.03,629.53,377.87,669.29,696.12,727.35,470.22,646.5,371.25,333.57,485.05,498.77,645.41,356.89,471.51,545.88,,,,,,,,,,,,
2020-01-27,2020,1,574.29,481.93,552.63,654.29,534.22,510.99,623.78,370.13,666.14,704.79,716.32,476.95,635.21,370.91,334.09,,508.65,640.34,354.77,483.76,544.79,1.04,0.18,0.7,0.75,0.12,0.21,46051.6,32673.28,46773.33,39743.38,28097.39,83776.75
2020-02-03,2020,2,574.71,486.5,553.99,652.71,535.35,496.65,617.27,362.4,661.57,727.49,702.18,484.54,620.29,,347.88,494.46,507.98,633.61,361.88,490.4,547.88,0.94,0.08,0.52,0.66,-0.03,0.03,45904.07,32423.16,46765.38,39555.5,27726.36,84508.86
2020-02-10,2020,2,571.43,491.79,555.53,649.14,532.19,,610.74,355.02,656.43,735.94,689.89,495.9,604.21,,353.18,498.64,508.18,625.68,368.35,499.81,550.95,0.84,-0.03,0.33,0.57,-0.18,-0.15,45756.53,32173.04,46757.43,39367.62,27355.33,85240.98
2020-02-17,2020,2,570.86,497.97,557.73,647.71,536.68,469.44,604.2,351.4,650.86,762.4,678.08,507.19,593.0,,358.78,503.94,508.0,621.52,,504.74,552.54,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-02-24,2020,2,575.29,502.23,560.61,644.86,545.4,455.48,599.82,347.78,648.57,756.66,676.7,515.03,585.0,,366.36,514.36,507.03,620.37,377.36,513.05,550.11,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-03-02,2020,3,573.71,510.09,566.0,641.43,553.52,440.29,597.62,344.15,646.57,753.48,682.32,522.65,576.71,,373.02,529.01,506.36,619.18,391.11,522.88,549.31,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-03-09,2020,3,577.14,518.7,572.24,638.0,565.19,439.05,597.91,347.91,647.57,741.24,678.0,525.79,574.57,,376.34,543.37,505.53,619.19,395.69,531.28,551.58,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-03-16,2020,3,579.14,530.71,577.73,628.29,579.08,438.23,600.91,353.53,650.0,727.86,659.36,528.22,569.36,,378.22,555.1,502.99,619.02,397.84,536.56,551.97,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-03-23,2020,3,580.57,534.07,584.91,613.0,585.98,433.98,604.59,359.16,651.14,710.65,647.67,528.4,567.79,,370.35,562.61,498.83,618.46,422.04,545.34,558.14,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-03-30,2020,3,579.71,536.36,597.69,593.29,597.36,433.05,607.1,364.78,647.71,705.42,630.55,524.64,566.29,,370.23,569.26,493.83,615.15,418.51,546.86,556.9,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-04-06,2020,4,581.14,540.66,610.88,567.0,604.63,432.1,608.65,366.65,645.0,680.6,612.13,519.77,567.07,,376.82,573.96,489.2,609.11,424.51,552.09,557.71,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-04-13,2020,4,578.29,546.27,624.03,543.29,611.05,431.9,601.81,368.52,642.43,658.31,592.84,514.89,565.64,,381.67,571.88,485.45,,429.73,557.94,561.83,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-04-20,2020,4,578.86,549.26,633.27,518.57,615.71,431.8,591.72,369.97,640.43,635.7,566.02,516.9,565.07,,380.68,566.91,481.89,,419.33,562.49,569.34,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-04-27,2020,4,577.0,549.93,639.93,495.0,614.93,433.71,580.39,371.42,639.0,621.85,551.23,523.56,565.57,,386.31,560.87,479.3,,431.25,573.37,567.41,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-05-04,2020,5,575.0,547.79,647.25,478.86,611.2,435.21,,371.0,636.43,617.13,551.92,528.98,566.71,,399.5,556.56,478.9,545.72,428.43,579.78,564.95,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-05-11,2020,5,569.57,550.57,652.58,473.43,612.12,442.97,550.26,370.57,635.43,602.21,545.83,536.74,567.93,,411.08,557.46,482.07,525.84,398.22,586.81,563.49,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-05-18,2020,5,568.14,552.8,652.18,475.14,614.96,446.96,536.81,370.15,639.57,591.09,543.87,546.6,569.57,,415.85,562.75,485.45,510.26,401.03,595.1,565.66,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-05-25,2020,5,564.57,552.91,652.15,484.43,612.38,450.32,526.57,369.03,643.71,587.51,541.38,553.88,568.36,,407.66,568.1,485.78,496.28,387.95,603.44,563.92,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-06-01,2020,6,563.14,550.71,652.05,494.86,611.84,453.4,524.88,367.91,647.43,587.13,541.96,558.8,565.64,,401.06,577.13,486.34,485.01,374.89,607.92,563.65,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-06-08,2020,6,559.86,547.67,652.04,508.0,610.26,456.9,527.83,367.21,650.43,573.44,546.68,557.77,563.79,,411.7,581.35,488.11,482.27,369.64,610.81,560.33,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-06-15,2020,6,558.0,545.11,651.53,522.14,608.6,459.67,533.41,366.5,652.0,565.85,549.14,550.97,561.64,,400.13,583.94,489.33,485.61,351.38,604.52,564.17,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-06-22,2020,6,555.29,541.77,651.36,536.29,606.43,462.95,544.34,367.93,653.86,572.2,549.07,544.77,558.07,,402.83,589.23,490.55,490.27,348.68,601.06,565.66,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-06-29,2020,6,553.86,538.87,651.51,547.29,609.42,463.6,558.37,369.36,655.14,577.64,555.52,538.18,554.14,,402.55,591.0,489.53,495.3,351.98,599.63,558.47,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-07-06,2020,7,552.86,535.87,651.92,558.43,607.14,464.63,572.58,370.79,656.71,576.43,560.28,531.1,552.0,,409.11,590.2,486.94,501.15,349.3,591.8,558.08,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-07-13,2020,7,552.0,533.04,651.92,567.0,606.87,465.76,584.89,372.92,658.86,575.78,568.06,527.15,549.71,,402.83,590.9,487.18,507.2,349.4,582.25,560.33,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-07-20,2020,7,550.0,532.29,651.29,572.57,605.18,468.29,596.07,375.62,661.0,574.14,574.95,524.6,549.71,,413.19,587.28,487.65,510.98,366.4,574.03,559.38,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-07-27,2020,7,550.71,532.74,651.13,577.57,610.41,472.42,604.42,378.32,663.71,585.01,585.03,520.06,550.79,,409.85,586.11,487.17,517.17,364.99,564.5,558.38,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-08-03,2020,8,552.57,529.77,650.88,580.57,613.45,477.59,609.99,381.02,666.43,593.91,594.82,515.82,552.14,,413.39,586.1,486.64,522.35,367.33,560.65,557.28,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-08-10,2020,8,554.0,527.43,650.91,582.71,618.02,484.49,613.42,381.6,669.71,590.01,610.91,512.44,554.14,,402.8,586.98,486.34,527.91,368.67,552.72,558.9,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-08-17,2020,8,555.14,526.51,651.03,582.71,616.4,494.0,613.84,387.24,673.71,594.33,,508.83,559.43,,389.95,587.96,486.24,538.29,364.9,540.21,563.7,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-08-24,2020,8,556.57,523.94,651.43,580.0,619.89,497.71,613.66,392.89,678.43,603.36,,505.06,563.57,,388.2,586.63,487.4,548.2,361.4,533.56,564.37,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-08-31,2020,8,560.0,520.19,651.87,578.43,624.05,501.69,613.13,398.53,683.43,612.41,,501.33,567.36,,397.26,580.76,487.83,558.13,365.74,526.8,566.62,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-09-07,2020,9,562.71,515.63,652.45,577.57,623.89,511.29,612.84,403.61,687.29,621.21,,499.67,570.79,,398.33,578.78,487.07,568.87,348.51,519.67,567.46,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-09-14,2020,9,565.86,510.76,652.64,575.57,623.38,519.36,611.47,408.68,689.43,632.86,,498.95,573.43,,400.06,579.76,485.84,579.12,349.1,511.96,567.95,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-09-21,2020,9,568.29,507.9,653.07,573.14,623.14,526.63,610.1,411.49,692.29,641.92,,499.8,577.93,,402.52,580.2,483.72,588.08,344.99,501.27,567.09,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-09-28,2020,9,569.57,503.83,652.89,571.14,626.54,534.02,608.69,414.3,694.71,647.75,,500.25,585.93,,401.33,573.24,,596.67,347.99,492.24,568.32,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-10-05,2020,10,573.71,499.09,653.18,569.43,628.96,538.8,607.29,412.03,697.43,648.2,,499.52,592.29,,409.76,568.23,,600.06,350.87,483.52,570.92,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-10-12,2020,10,576.57,496.94,652.44,568.14,628.93,546.63,606.14,409.76,699.14,657.03,,497.94,598.86,,405.02,563.62,477.07,603.13,353.01,476.07,571.52,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-10-19,2020,10,576.86,495.79,652.04,566.57,632.0,556.68,605.01,405.85,699.57,658.06,,495.89,606.29,,407.61,561.53,474.71,605.61,350.92,469.35,571.81,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-10-26,2020,10,578.57,494.16,651.39,564.29,638.39,559.21,603.88,401.94,700.0,668.29,,492.55,613.5,,399.25,559.5,472.39,607.69,351.93,464.0,573.36,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-11-02,2020,11,577.14,492.81,652.07,563.43,639.33,559.52,603.83,398.02,701.14,672.49,,491.69,620.14,,390.92,557.7,470.83,607.89,349.74,457.67,574.07,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-11-09,2020,11,576.86,493.79,652.48,562.29,638.74,555.27,603.78,396.38,702.14,679.62,,494.47,625.14,,391.58,557.02,471.11,609.97,351.69,453.47,575.91,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-11-16,2020,11,576.29,496.94,652.83,560.57,639.3,545.37,604.05,394.73,703.71,687.74,,499.1,625.14,,381.53,561.28,471.88,612.96,347.1,450.5,576.05,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-11-23,2020,11,575.14,500.51,652.15,559.43,641.8,534.37,604.32,393.42,706.29,697.61,,504.45,622.29,,372.85,563.68,472.02,616.93,343.25,448.31,573.48,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-11-30,2020,11,573.29,504.29,651.45,558.14,644.12,524.46,605.67,392.11,708.86,698.75,,509.35,619.21,,372.26,567.6,472.58,623.97,343.95,446.72,576.37,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-12-07,2020,12,573.57,506.67,650.22,557.71,641.07,514.5,608.36,392.44,711.86,711.2,,515.31,614.64,,367.83,571.39,474.49,632.79,344.53,448.14,576.84,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-12-14,2020,12,572.57,510.51,649.71,557.86,635.13,507.46,611.12,392.26,715.29,709.19,,521.68,611.57,,366.16,576.48,484.42,642.78,344.51,451.0,579.42,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-12-21,2020,12,571.29,517.23,,557.86,636.27,502.72,613.88,392.09,719.57,715.44,,528.2,609.14,,369.22,584.51,492.77,656.2,345.76,455.61,583.34,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-12-28,2020,12,571.0,521.19,,559.0,642.85,499.87,616.64,391.92,722.29,709.26,,534.15,605.21,,372.25,589.59,499.57,667.75,348.09,463.13,585.5,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2021-01-04,2021,1,570.14,526.26,,563.71,647.29,499.81,619.4,391.74,724.0,705.16,,539.71,600.5,,387.31,594.14,506.26,676.25,346.44,480.57,588.24,,,,,,,,,,,,
2021-01-11,2021,1,568.14,529.64,623.25,569.57,653.13,499.91,622.19,391.23,725.0,717.39,,549.93,595.21,,399.03,600.55,512.93,683.19,350.06,493.93,592.2,,,,,,,,,,,,
2021-01-18,2021,1,568.57,531.63,615.51,575.57,656.65,500.57,623.4,388.44,724.86,724.09,,560.87,589.79,,392.82,607.39,523.43,686.31,348.62,518.12,592.49,,,,,,,,,,,,
2021-01-25,2021,1,568.43,535.8,610.94,581.0,666.86,500.25,621.27,,724.14,723.95,,567.49,583.29,,399.9,612.88,533.37,681.23,347.38,534.25,589.72,1.71,1.01,1.81,1.14,1.63,1.2,49175.51,34509.4,49422.2,41746.35,28986.88,95132.35
2021-02-01,2021,2,571.14,540.56,606.7,586.0,679.26,498.28,616.46,,721.71,732.05,,577.35,575.64,,403.76,616.72,536.38,672.73,349.22,552.64,587.37,1.95,1.3,2.23,1.31,2.12,1.59,50067.14,35156.02,50090.39,42388.0,29487.53,97422.17
2021-02-08,2021,2,577.14,543.14,606.05,588.57,685.64,496.65,611.61,381.07,717.0,733.28,,587.43,567.86,,404.04,615.34,540.47,660.48,,570.45,586.33,2.2,1.59,2.65,1.48,2.61,1.97,50958.77,35802.64,50758.57,43029.66,29988.17,99711.98
2021-02-15,2021,2,580.86,550.27,605.52,589.14,692.45,497.19,606.68,378.78,712.29,742.9,725.48,597.76,560.93,,397.73,616.17,545.17,647.41,,589.11,585.38,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-02-22,2021,2,586.71,554.86,607.49,585.86,698.02,498.93,601.64,380.57,708.29,749.11,727.0,611.31,555.43,,403.65,618.67,549.41,636.47,378.46,598.3,581.25,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-03-01,2021,3,593.43,560.96,610.02,593.71,702.15,500.87,596.68,382.37,704.29,743.96,726.14,623.29,551.71,,414.19,623.21,553.03,626.85,379.62,611.89,579.06,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-03-08,2021,3,597.0,568.53,613.13,588.29,707.94,497.68,594.41,386.45,702.43,744.94,720.66,635.95,550.36,,422.42,630.92,552.21,617.1,384.53,613.29,576.39,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-03-15,2021,3,602.14,577.99,613.18,583.0,709.17,493.63,596.37,390.54,703.86,748.58,724.11,657.07,557.57,,428.06,636.46,561.58,613.87,407.42,621.88,581.74,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-03-22,2021,3,604.0,584.91,613.01,578.57,714.84,488.76,602.52,393.62,709.86,743.44,733.41,674.29,568.43,,436.13,641.91,569.75,614.68,425.88,630.05,581.26,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-03-29,2021,3,607.71,591.04,613.0,575.57,724.56,,609.26,396.7,719.57,724.61,734.11,689.96,580.71,,451.19,646.53,577.66,617.05,425.38,640.26,577.98,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-04-05,2021,4,608.14,594.69,612.74,573.86,732.95,475.98,616.45,399.78,728.14,713.6,735.87,708.78,584.5,,453.78,651.89,586.68,618.27,427.83,645.05,576.88,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-04-12,2021,4,608.86,604.16,615.66,572.86,738.42,476.88,623.94,398.77,736.86,710.34,736.45,726.41,588.64,,452.93,659.58,596.49,620.06,435.19,654.38,581.46,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-04-19,2021,4,608.43,611.83,627.61,559.57,742.02,485.15,631.26,399.48,744.71,703.75,737.92,738.6,591.64,,442.7,665.2,606.16,621.16,449.99,666.49,581.77,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-04-26,2021,4,609.57,621.3,,559.43,756.14,509.97,635.29,400.19,750.57,684.98,743.5,744.27,588.14,,445.91,668.85,616.28,622.74,462.43,678.82,581.72,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-05-03,2021,5,607.0,628.16,,559.57,766.86,529.1,636.02,400.89,752.57,672.97,743.53,746.89,576.5,,449.85,676.62,614.85,623.86,463.53,688.27,575.61,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-05-10,2021,5,605.14,636.8,668.36,559.43,775.06,547.16,634.84,402.61,752.14,663.05,739.62,751.73,562.21,,460.86,685.86,614.41,620.21,444.39,696.93,573.1,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-05-17,2021,5,602.86,647.19,680.33,559.43,775.76,566.39,633.05,407.96,748.29,669.05,740.89,757.9,545.71,,463.97,695.99,616.19,614.75,421.33,704.49,571.6,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-05-24,2021,5,601.0,656.34,691.3,559.0,775.64,585.08,631.78,413.32,745.14,676.71,738.47,758.04,537.86,,484.61,705.29,617.37,611.25,419.96,713.33,569.5,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-05-31,2021,5,598.57,660.29,698.98,558.71,778.26,595.41,629.88,418.67,740.86,676.36,735.99,755.13,530.5,,497.91,712.16,618.41,607.36,406.84,719.67,567.91,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-06-07,2021,6,597.14,664.39,697.62,558.86,783.91,598.99,629.44,422.32,735.86,679.75,735.44,748.63,524.57,,507.68,718.87,620.61,602.16,388.67,721.06,565.81,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-06-14,2021,6,596.43,666.43,693.73,559.43,779.51,592.27,630.73,425.96,730.29,688.18,732.05,744.77,522.93,,518.45,724.26,621.93,596.24,371.45,724.19,564.08,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-06-21,2021,6,597.29,663.21,694.64,560.86,777.7,590.94,633.24,425.0,725.14,696.25,728.08,733.21,522.14,,522.84,726.78,624.64,591.18,348.95,724.34,565.39,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-06-28,2021,6,597.29,659.67,692.15,,774.51,592.09,636.14,424.05,718.14,708.8,724.0,719.9,520.29,,517.1,725.4,627.06,593.52,349.08,726.11,569.05,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-07-05,2021,7,594.86,654.26,690.17,,772.51,593.54,639.07,419.45,713.0,717.44,718.38,705.33,520.79,,517.64,724.14,627.14,593.4,350.53,725.04,570.57,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-07-12,2021,7,595.57,648.16,688.99,,771.21,594.8,640.52,414.84,708.43,714.67,716.32,687.37,522.43,,517.36,721.49,625.85,592.87,351.79,722.69,572.43,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-07-19,2021,7,596.57,637.64,690.09,569.43,769.74,596.83,642.43,414.0,705.57,718.3,715.01,666.95,525.07,,502.97,703.18,624.01,592.92,356.83,716.99,572.76,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-07-26,2021,7,595.57,624.91,692.21,569.86,762.76,603.72,642.74,413.16,703.14,718.61,713.9,650.41,527.71,,498.98,681.01,621.84,596.35,366.04,713.87,578.78,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-08-02,2021,8,594.14,612.31,695.55,569.14,759.63,612.2,642.19,412.32,702.43,724.49,718.2,636.4,530.21,,489.95,659.71,621.23,601.2,375.94,707.89,582.76,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-08-09,2021,8,594.0,606.61,694.95,567.57,753.95,621.2,641.58,416.07,702.57,725.58,723.66,626.21,533.21,,481.49,638.74,620.31,606.04,380.15,705.35,583.31,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-08-16,2021,8,593.29,602.6,698.96,565.86,752.71,628.04,641.67,425.03,703.43,724.68,729.51,617.02,536.5,,485.9,621.38,619.2,606.47,388.0,695.02,579.2,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-08-23,2021,8,597.57,598.27,702.97,559.71,755.31,632.22,641.75,433.99,705.71,727.33,,609.26,539.36,,472.72,606.45,618.14,612.44,377.73,684.04,578.29,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-08-30,2021,8,599.14,594.7,707.67,557.57,755.37,636.41,642.79,442.95,709.43,738.25,,606.7,541.36,,463.58,592.66,618.93,618.5,367.04,673.4,577.4,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-09-06,2021,9,600.57,596.62,710.96,555.43,753.59,643.87,644.96,448.14,712.71,744.47,,605.44,542.21,,464.72,592.04,620.02,623.35,352.27,663.24,572.72,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-09-13,2021,9,603.86,599.55,713.38,553.0,756.31,647.16,,453.34,717.57,752.18,,602.96,543.36,,465.61,593.61,620.33,626.75,333.46,649.59,573.61,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-09-20,2021,9,606.57,600.65,714.59,550.14,751.73,647.31,,459.44,722.29,759.45,,601.55,546.0,,469.62,594.75,619.3,629.3,318.64,638.64,572.94,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-09-27,2021,9,607.14,601.9,715.48,547.57,755.92,644.99,653.79,465.55,727.57,761.2,,603.44,548.71,,462.27,596.04,616.3,636.41,307.86,624.41,574.3,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
