TIME,year,month,T#AT#lamb_light,T#BE#lamb_light,T#BG#lamb_light,T#CY#lamb_light,T#DE#lamb_light,T#EL#lamb_light,T#ES#lamb_light,T#FI#lamb_light,T#FR#lamb_light,T#HR#lamb_light,T#HU#lamb_light,T#IE#lamb_light,T#IT#lamb_light,T#LT#lamb_light,T#LV#lamb_light,T#NL#lamb_light,T#PL#lamb_light,T#PT#lamb_light,T#RO#lamb_light,T#SE#lamb_light,T#SI#lamb_light,C#BEL#inflazione,C#ITA#inflazione,C#DEU#inflazione,C#FRA#inflazione,C#ESP#inflazione,C#IRL#inflazione,C#BEL#gdp,C#ITA#gdp,C#DEU#gdp,C#FRA#gdp,C#ESP#gdp,C#IRL#gdp
2021-10-04,2021,10,610.71,600.33,716.54,545.57,755.77,642.22,658.5,466.45,733.57,765.64,,605.26,551.57,,446.64,599.51,613.58,643.94,292.85,614.42,577.44,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-10-11,2021,10,608.57,598.37,717.9,544.14,754.04,639.46,666.3,467.35,738.57,768.32,,606.5,556.79,,444.72,602.19,611.17,651.21,293.99,606.1,583.06,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-10-18,2021,10,608.0,598.34,719.02,542.86,752.44,636.7,675.55,468.09,743.14,766.97,,608.57,565.0,,441.57,605.69,607.66,659.58,294.51,597.52,583.08,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-10-25,2021,10,608.29,598.1,720.03,542.43,756.65,631.12,686.31,468.83,747.57,767.94,,611.81,576.0,,436.7,608.94,603.53,667.88,297.77,593.42,590.45,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-11-01,2021,11,607.44,600.11,721.04,542.14,758.12,627.58,700.19,469.57,753.14,768.24,,617.73,586.57,,435.0,613.79,600.23,681.09,302.89,591.24,586.96,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-11-08,2021,11,607.73,603.26,722.04,543.14,763.79,625.04,716.36,469.41,758.86,773.64,,622.59,597.29,,433.25,618.35,597.63,695.76,303.19,587.18,590.52,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-11-15,2021,11,609.87,,723.06,544.86,760.18,624.55,733.75,469.25,764.57,777.6,,637.28,607.64,,436.0,623.33,596.63,706.29,303.18,586.17,588.84,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-11-22,2021,11,610.16,,723.8,547.29,760.73,625.23,749.79,468.1,770.14,784.3,,648.78,617.93,,442.09,625.77,594.71,722.13,303.99,584.21,592.49,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-11-29,2021,11,613.01,,724.23,549.14,759.97,628.0,762.78,466.95,776.43,787.02,,660.32,625.36,,444.89,626.28,593.62,740.2,308.26,581.95,586.14,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-12-06,2021,12,617.44,632.2,724.57,555.14,757.81,631.31,773.96,465.97,782.0,781.08,,671.68,630.21,,441.52,626.44,593.34,758.94,308.14,583.63,589.62,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-12-13,2021,12,620.44,638.5,724.79,,751.76,634.54,782.64,464.98,788.29,798.18,,683.0,635.43,,447.18,626.15,599.27,781.69,309.57,581.76,592.59,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-12-20,2021,12,619.14,644.1,724.94,570.43,754.29,635.86,785.02,461.57,792.71,807.24,,693.01,640.79,,446.64,626.72,605.03,777.2,309.72,584.03,595.93,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-12-27,2021,12,622.57,650.4,725.04,581.71,,634.83,784.47,458.17,797.0,813.92,,703.44,644.64,,442.75,626.65,611.48,792.3,310.03,586.07,599.94,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2022-01-03,2022,1,627.0,649.7,725.1,592.0,,627.15,775.59,454.76,798.43,832.22,,702.48,654.29,,441.28,625.66,619.38,802.7,308.33,600.89,607.76,,,,,,,,,,,,
2022-01-10,2022,1,628.57,650.64,725.07,600.43,,613.41,762.31,452.33,797.71,853.27,,702.43,645.93,,446.23,625.81,628.5,791.68,306.64,608.41,608.54,,,,,,,,,,,,
2022-01-17,2022,1,628.57,650.94,724.99,608.0,,,746.96,449.91,794.14,873.1,,698.27,634.07,,447.37,626.68,636.86,781.1,305.78,617.83,613.26,,,,,,,,,,,,
2022-01-24,2022,1,626.57,651.23,724.99,610.0,,,730.52,446.65,790.57,906.61,,690.23,621.43,,,,643.76,766.71,308.0,624.5,615.41,6.53,5.49,5.24,3.69,6.12,5.47,50751.21,35493.35,49878.89,42079.85,30023.52,103134.08
2022-01-31,2022,1,626.14,651.94,724.99,608.14,,569.77,713.94,443.39,785.57,908.91,,685.29,605.93,,,,645.1,750.45,304.04,632.45,609.5,7.55,6.39,5.79,4.2,6.88,6.25,50476.42,35254.38,49491.92,41681.98,29907.19,103417.15
2022-02-07,2022,2,630.57,652.84,724.91,567.0,,555.05,700.5,442.55,777.86,917.59,,681.65,590.36,,471.18,630.16,647.21,760.42,301.53,639.83,610.7,8.58,7.3,6.33,4.71,7.63,7.03,50201.62,35015.4,49104.96,41284.12,29790.87,103700.22
2022-02-14,2022,2,631.14,651.66,724.73,558.71,793.65,543.48,688.23,441.71,769.86,917.65,,677.25,576.43,,487.07,629.13,649.0,749.92,300.83,646.48,606.7,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-02-21,2022,2,628.71,650.4,724.51,549.14,794.1,539.42,682.87,440.87,762.43,916.95,,672.85,557.21,,498.28,629.94,648.72,743.0,300.66,641.07,603.64,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-02-28,2022,2,631.0,,724.54,539.86,787.41,541.31,682.14,440.04,757.29,907.17,,670.02,555.57,,494.96,630.67,644.24,751.76,314.16,643.52,603.45,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-03-07,2022,3,632.0,,724.69,531.57,790.68,544.25,683.94,446.23,754.71,893.0,,670.41,556.64,,499.84,628.16,638.15,755.67,311.65,648.23,607.1,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-03-14,2022,3,634.57,,724.81,524.71,795.0,548.76,686.74,453.27,753.57,876.95,,673.37,558.79,,510.82,620.91,635.68,760.96,311.61,660.04,606.98,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-03-21,2022,3,638.0,683.27,,520.0,771.81,552.3,689.58,460.3,751.86,869.63,821.63,677.77,564.43,,520.34,620.05,633.15,763.74,,674.65,609.89,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-03-28,2022,3,640.71,690.79,,554.86,768.91,555.81,692.21,467.15,754.0,857.44,822.64,684.28,574.0,,530.47,620.82,641.77,762.43,,690.36,607.49,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-04-04,2022,4,642.57,701.23,,553.0,768.79,570.0,693.58,474.0,760.0,850.56,830.89,692.47,604.14,,539.73,625.67,651.27,760.9,,706.77,609.26,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-04-11,2022,4,647.0,713.33,,553.0,772.04,596.12,693.52,480.85,769.29,836.88,839.14,700.72,638.43,,540.92,628.85,661.9,760.56,477.71,725.39,610.06,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-04-18,2022,4,649.43,711.81,,553.86,786.07,625.72,691.9,487.7,778.29,826.1,,709.25,651.5,,552.92,628.83,,759.58,505.5,743.28,610.7,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-04-25,2022,4,652.29,710.01,805.87,554.14,788.28,637.9,689.73,485.24,785.86,824.93,,718.27,661.86,,567.37,631.63,691.54,757.68,546.96,765.79,611.69,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-05-02,2022,5,655.71,709.31,843.76,554.29,784.86,646.93,687.71,482.78,792.29,813.61,,727.28,669.5,,565.37,636.64,703.44,756.75,582.61,780.95,610.8,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-05-09,2022,5,654.86,708.77,874.78,553.29,817.51,655.62,685.54,480.33,799.29,802.48,,731.79,673.5,,581.0,639.82,715.37,755.33,581.46,791.03,611.57,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-05-16,2022,5,653.29,706.29,898.31,548.29,824.13,663.1,683.38,478.05,804.86,798.18,,738.3,669.86,,596.61,642.89,716.11,753.07,592.62,798.73,614.23,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-05-23,2022,5,655.71,700.9,914.37,543.29,828.45,659.94,682.38,481.23,804.86,803.31,,744.56,644.43,,602.61,641.04,716.75,750.47,576.9,809.32,613.94,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-05-30,2022,5,654.29,693.94,922.49,536.29,832.68,645.77,681.98,484.41,803.43,809.59,,752.04,614.5,,615.91,637.71,718.09,747.65,558.72,814.42,613.23,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-06-06,2022,6,652.57,692.51,919.51,528.71,834.96,628.01,682.38,487.59,801.29,814.54,,759.94,606.07,,619.69,637.72,719.21,745.67,552.95,822.73,612.9,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-06-13,2022,6,654.43,688.87,915.34,520.0,833.27,627.66,683.61,493.03,799.57,818.89,,769.01,600.64,,618.89,641.24,719.17,745.13,547.21,822.91,612.02,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-06-20,2022,6,652.0,693.76,895.66,510.57,830.44,628.86,684.71,498.48,798.43,828.93,,772.6,597.21,,610.82,644.37,718.82,744.53,547.24,823.48,612.27,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-06-27,2022,6,650.57,697.76,880.74,501.14,827.61,631.78,686.1,505.7,797.29,821.24,,771.72,593.64,,596.59,644.58,718.03,744.8,547.6,823.42,611.02,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-07-04,2022,7,650.0,702.5,863.73,495.86,826.44,636.62,687.44,512.91,798.14,810.53,,766.73,594.29,,583.52,647.54,715.54,738.09,542.57,818.9,609.82,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-07-11,2022,7,647.43,706.14,844.58,490.71,821.87,643.03,688.31,514.67,800.14,800.17,,758.9,594.64,,574.27,652.54,710.24,731.47,556.69,813.75,609.61,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-07-18,2022,7,651.0,708.36,826.44,486.43,817.32,649.28,688.3,516.44,801.43,789.58,,744.82,595.07,,565.54,655.44,705.15,722.44,560.88,813.33,612.61,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-07-25,2022,7,653.14,709.76,806.52,481.86,812.01,656.12,688.44,515.21,803.29,781.49,,726.67,597.0,,561.68,654.7,,713.05,568.11,807.74,614.43,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-08-01,2022,8,651.86,706.87,783.7,478.0,812.1,662.44,687.42,513.99,804.14,777.38,,702.74,600.57,,554.74,652.55,691.64,706.83,574.71,802.33,614.79,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-08-08,2022,8,651.0,696.56,765.64,475.0,811.86,670.51,686.5,512.76,804.43,767.6,,684.28,604.14,,554.86,650.64,684.03,702.06,575.34,794.63,617.83,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-08-15,2022,8,653.0,688.37,745.88,473.29,802.8,677.97,687.09,509.78,804.71,781.65,,671.47,607.86,,552.36,646.12,676.34,697.88,578.81,786.64,616.76,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-08-22,2022,8,653.7,679.77,747.45,471.29,795.31,685.28,689.36,506.79,803.43,793.28,754.65,657.39,611.79,,546.34,637.3,668.8,701.71,584.01,777.6,616.85,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-08-29,2022,8,655.41,675.49,752.14,469.29,792.14,691.26,693.44,506.82,802.0,795.4,754.98,642.78,615.5,587.48,540.48,627.63,663.78,703.97,577.1,763.47,614.82,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-09-05,2022,9,650.29,676.03,743.97,468.0,789.47,695.62,,506.86,801.29,796.18,760.91,632.22,619.21,605.32,544.47,622.38,658.19,707.17,579.98,748.07,613.06,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-09-12,2022,9,648.15,671.83,743.41,467.71,787.17,698.77,,509.88,800.57,794.61,,625.3,621.29,,542.92,618.17,652.39,713.45,577.38,732.81,612.44,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-09-19,2022,9,650.29,675.61,751.96,469.29,783.2,702.44,711.89,512.91,799.86,787.02,,622.92,626.79,,543.41,615.65,651.97,718.59,575.68,710.67,611.63,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-09-26,2022,9,650.58,676.51,753.76,470.86,783.18,705.64,718.51,516.08,799.14,804.16,,620.29,633.0,,546.93,616.71,649.82,724.29,579.1,688.8,610.25,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-10-03,2022,10,651.72,679.06,758.66,472.71,788.84,708.19,723.58,519.25,798.57,802.67,,615.68,639.79,,545.79,612.6,647.45,729.4,578.92,666.27,614.35,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-10-10,2022,10,657.74,684.31,742.79,475.0,785.58,710.83,727.26,522.42,797.43,801.63,,612.67,645.93,,546.78,607.87,645.75,737.09,575.37,651.17,615.38,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-10-17,2022,10,657.88,687.87,734.34,479.0,788.66,711.97,729.5,522.56,797.29,803.87,,612.28,654.86,,549.16,603.79,644.34,746.38,568.72,635.35,617.78,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-10-24,2022,10,657.29,688.21,734.28,484.57,786.14,712.19,730.77,529.45,797.14,812.49,,612.8,665.64,,541.7,600.51,643.53,759.85,,615.86,619.28,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-10-31,2022,10,660.43,689.76,735.54,493.43,786.04,711.55,734.6,536.34,797.71,815.19,,612.78,673.64,550.72,541.21,597.88,643.75,778.78,561.39,602.72,620.18,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-11-07,2022,11,661.57,688.34,734.42,508.29,782.31,710.02,740.27,543.23,800.43,821.0,,613.04,674.43,550.59,543.14,592.38,644.7,796.02,,595.84,620.42,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-11-14,2022,11,665.0,691.17,734.55,526.57,778.41,706.73,748.7,549.98,805.0,808.06,,614.74,673.93,545.26,541.45,583.93,646.75,810.57,,590.26,621.42,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-11-21,2022,11,666.57,691.77,728.73,549.57,778.01,698.42,758.68,556.72,,818.75,,620.51,673.21,,539.72,582.13,649.41,825.03,,587.63,622.47,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-11-28,2022,11,661.71,690.77,730.83,576.57,776.72,690.94,768.4,563.9,,816.61,,626.99,673.57,,538.78,583.99,652.6,836.51,437.77,586.03,624.09,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-12-05,2022,12,663.57,690.14,727.39,605.71,771.4,682.92,777.8,571.09,826.71,826.07,,632.04,677.21,,532.37,586.34,,848.7,410.43,585.92,625.53,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-12-12,2022,12,664.86,690.97,727.14,635.14,766.92,676.08,786.88,571.53,834.86,831.37,,636.72,682.86,,529.41,585.31,,863.17,384.72,590.82,625.85,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-12-19,2022,12,663.71,694.21,726.88,667.86,765.13,669.87,793.61,571.96,842.43,822.7,,641.62,691.5,,525.83,584.3,,872.04,361.3,597.53,628.66,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-12-26,2022,12,663.86,698.54,725.48,689.0,774.06,664.46,792.4,572.4,848.29,813.64,,646.25,,,519.12,587.53,,880.0,370.25,601.92,631.25,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2023-01-02,2023,1,663.86,,724.46,706.57,777.63,660.82,783.12,568.94,850.29,838.74,,649.92,693.5,,510.54,589.17,,887.02,372.03,612.04,632.72,,,,,,,,,,,,
2023-01-09,2023,1,661.43,705.49,729.15,717.29,777.02,662.33,771.2,565.48,849.14,860.75,,646.63,680.57,,501.97,591.09,,890.46,372.73,624.27,634.14,,,,,,,,,,,,
2023-01-16,2023,1,666.29,708.74,731.53,722.0,778.84,661.9,758.8,561.58,844.86,,,638.6,663.86,,506.23,590.95,,891.94,368.5,634.04,636.59,,,,,,,,,,,,
2023-01-23,2023,1,663.14,711.3,733.79,722.43,782.52,662.54,745.88,557.69,839.29,913.53,,633.58,640.57,,508.63,589.99,,888.17,359.03,644.4,638.29,,,,,,,,,,,,
2023-01-30,2023,1,668.0,712.34,,720.0,789.57,661.1,732.99,553.5,831.57,929.64,,628.92,,,511.7,591.15,,869.83,365.61,655.54,640.8,,,,,,,,,,,,
2023-02-06,2023,2,669.86,712.6,,711.29,790.67,662.27,719.99,549.31,823.0,967.26,,622.72,588.36,,511.48,588.63,,846.77,353.0,661.55,646.11,,,,,,,,,,,,
2023-02-13,2023,2,668.0,711.33,,707.57,785.35,663.56,713.31,545.12,813.0,1008.23,,616.27,563.93,,510.66,584.22,,824.1,351.05,675.68,652.6,,,,,,,,,,,,
2023-02-20,2023,2,673.0,705.93,813.45,704.29,779.62,664.21,711.61,544.84,804.43,1015.56,,609.04,559.57,,517.54,579.42,,799.27,343.86,685.04,656.57,,,,,,,,,,,,
2023-02-27,2023,2,679.57,702.13,844.38,702.71,781.11,665.32,710.87,549.79,798.14,1007.28,,606.84,559.5,,531.32,580.18,,775.92,337.87,695.9,659.35,,,,,,,,,,,,
2023-03-06,2023,3,680.86,698.3,876.21,702.86,781.82,666.77,711.77,554.74,794.0,1007.87,,610.56,562.43,,533.98,580.53,,758.12,346.36,700.76,663.43,,,,,,,,,,,,
2023-03-13,2023,3,686.86,694.09,905.27,704.0,784.62,668.21,714.0,559.7,793.14,999.35,,614.43,566.36,,529.26,583.19,,744.87,354.61,714.01,666.4,,,,,,,,,,,,
2023-03-20,2023,3,690.0,690.37,919.65,707.0,786.22,671.15,716.81,564.94,795.43,1000.83,854.68,620.29,578.5,,538.86,582.36,,738.25,378.14,725.06,670.0,,,,,,,,,,,,
2023-03-27,2023,3,691.43,686.9,928.54,711.14,788.91,672.7,719.88,565.79,801.86,993.83,866.79,630.54,606.14,,539.38,591.91,,732.13,418.65,737.26,669.05,,,,,,,,,,,,
2023-04-03,2023,4,693.43,683.73,966.73,716.57,794.64,679.21,722.87,566.64,811.71,978.91,876.14,641.91,633.57,,539.91,599.57,,726.5,,742.95,668.26,,,,,,,,,,,,
2023-04-10,2023,4,689.29,681.6,982.49,722.86,804.51,687.93,725.84,567.49,820.43,969.89,878.32,656.68,637.71,,545.84,605.37,,723.67,464.46,748.78,667.93,,,,,,,,,,,,
2023-04-17,2023,4,688.29,680.07,980.78,727.86,808.35,692.12,729.26,563.1,829.0,965.21,876.42,674.0,641.43,,549.03,610.65,,712.53,483.41,753.97,669.89,,,,,,,,,,,,
2023-04-24,2023,4,690.43,676.81,982.31,732.57,815.51,694.78,732.77,559.98,836.71,963.54,872.64,689.04,643.07,,553.09,612.65,,697.0,502.36,763.03,670.23,,,,,,,,,,,,
2023-05-01,2023,5,685.14,674.66,996.84,736.57,820.76,697.67,735.87,556.86,841.0,955.86,866.81,702.62,644.79,,565.45,616.41,752.37,679.36,511.28,766.92,668.99,,,,,,,,,,,,
2023-05-08,2023,5,683.14,673.4,1001.37,739.86,825.87,700.2,738.86,553.74,842.43,947.11,856.41,714.2,636.93,,547.2,622.36,755.72,664.2,484.99,772.29,670.7,,,,,,,,,,,,
2023-05-15,2023,5,682.29,668.4,997.21,741.57,833.37,702.99,741.48,555.02,840.57,947.85,841.86,722.74,612.43,,564.28,620.5,759.58,650.46,458.36,773.29,670.13,,,,,,,,,,,,
2023-05-22,2023,5,682.71,662.27,977.13,741.71,833.8,700.18,743.64,556.29,836.14,951.31,824.13,732.43,587.29,,568.54,618.0,749.1,635.13,440.72,775.47,668.06,,,,,,,,,,,,
2023-05-29,2023,5,680.86,664.13,969.87,740.86,831.66,695.52,745.39,560.11,832.57,951.56,810.84,737.75,585.07,,584.47,,738.04,620.84,425.89,775.47,670.42,,,,,,,,,,,,
2023-06-05,2023,6,681.14,674.94,975.33,741.14,831.07,694.57,744.57,563.93,828.86,953.51,797.3,738.47,582.07,,585.51,,727.04,616.25,425.79,773.28,668.11,,,,,,,,,,,,
2023-06-12,2023,6,677.0,686.61,963.63,741.57,830.95,696.37,740.28,566.47,824.86,956.07,786.16,742.06,580.29,,587.12,,716.7,613.41,423.63,767.55,668.21,,,,,,,,,,,,
2023-06-19,2023,6,679.29,698.73,936.09,742.14,828.93,697.93,734.75,569.01,821.86,956.56,781.77,745.08,577.29,,587.97,,706.59,611.35,450.05,763.58,,,,,,,,,,,,,
2023-06-26,2023,6,675.14,701.09,930.2,742.14,839.0,699.86,727.27,565.63,821.57,961.78,777.66,746.93,574.86,,607.82,,697.34,609.7,460.7,752.99,,,,,,,,,,,,,
2023-07-03,2023,7,676.71,709.74,928.58,741.71,839.24,701.17,719.61,562.25,820.43,961.49,772.6,742.55,572.79,,601.04,,686.97,610.53,446.36,747.84,680.36,,,,,,,,,,,,
2023-07-10,2023,7,674.71,721.53,931.71,741.14,842.21,702.86,714.89,558.86,819.43,963.0,767.09,736.62,571.29,,601.4,,691.01,611.18,430.76,741.42,685.63,,,,,,,,,,,,
2023-07-17,2023,7,677.71,727.5,924.25,740.14,848.47,704.4,710.5,552.94,819.29,961.18,770.84,728.73,570.5,641.44,579.56,,695.2,612.99,416.6,737.29,687.38,,,,,,,,,,,,
2023-07-24,2023,7,678.14,718.26,908.35,739.0,852.96,708.59,703.42,556.54,818.43,959.74,771.79,716.74,570.64,644.78,577.85,,698.94,616.41,392.22,730.79,690.89,,,,,,,,,,,,
2023-07-31,2023,7,679.86,707.14,910.73,,855.53,711.53,700.03,560.15,816.57,955.54,770.88,699.37,571.36,639.06,574.84,,701.2,619.47,369.76,723.74,691.48,,,,,,,,,,,,
2023-08-07,2023,8,678.14,693.83,912.45,735.43,857.96,716.55,697.1,563.75,814.43,954.03,,678.94,572.79,627.47,568.95,,702.77,626.46,349.39,714.21,688.85,,,,,,,,,,,,
2023-08-14,2023,8,682.29,690.11,888.61,732.43,849.74,721.43,695.67,573.28,810.86,951.31,,660.46,574.14,630.28,561.28,,702.32,635.83,324.15,706.17,690.96,,,,,,,,,,,,
2023-08-21,2023,8,681.71,682.41,879.77,729.71,843.39,726.19,697.92,582.81,807.86,952.06,,648.83,579.93,616.32,557.17,,701.98,648.45,326.18,692.88,690.83,,,,,,,,,,,,
2023-08-28,2023,8,684.43,676.4,885.21,726.29,823.93,730.54,699.39,597.29,804.86,953.98,,635.53,584.36,607.16,556.36,,701.58,661.44,344.39,681.08,688.93,,,,,,,,,,,,
2023-09-04,2023,9,685.29,667.74,875.75,723.14,819.19,731.35,704.71,611.77,802.29,953.54,,625.67,587.29,601.91,552.0,,699.72,671.2,371.09,663.93,689.92,,,,,,,,,,,,
2023-09-11,2023,9,686.43,666.13,874.74,720.29,814.2,733.9,717.21,616.72,800.29,955.31,,620.65,595.86,598.28,545.74,,,679.99,395.92,649.25,690.67,,,,,,,,,,,,
2023-09-18,2023,9,685.43,665.67,867.29,717.57,806.38,736.06,729.41,621.67,800.0,957.71,,618.17,604.5,595.77,543.51,,,692.76,417.9,635.34,690.7,,,,,,,,,,,,
2023-09-25,2023,9,689.86,664.24,859.78,715.43,803.6,742.58,744.32,621.66,800.57,968.18,,618.57,614.14,587.57,544.65,,,714.1,411.39,626.15,688.3,,,,,,,,,,,,
2023-10-02,2023,10,685.71,664.46,881.65,715.0,797.99,749.26,761.96,621.66,801.57,972.49,,618.14,624.79,588.57,544.96,,,732.01,416.53,612.65,688.74,,,,,,,,,,,,
2023-10-09,2023,10,686.57,666.36,888.27,716.0,799.46,753.35,778.16,621.65,804.43,975.2,,617.16,631.71,590.65,536.45,,,744.9,426.58,601.91,690.84,,,,,,,,,,,,
2023-10-16,2023,10,684.57,662.67,880.61,718.14,812.94,755.12,796.04,616.7,809.86,978.55,,617.96,639.86,593.25,536.01,,,758.76,414.36,591.54,692.86,,,,,,,,,,,,
2023-10-23,2023,10,685.29,662.79,887.85,720.86,813.18,756.85,813.81,609.78,814.86,982.46,,619.18,652.71,592.23,535.44,,,779.69,395.25,584.09,694.01,,,,,,,,,,,,
2023-10-30,2023,10,681.29,661.17,889.8,724.14,814.71,754.07,831.07,602.86,821.43,980.03,,621.02,657.57,,530.9,,,800.76,375.02,573.38,695.59,,,,,,,,,,,,
