TIME,year,month,T#ES#apples_fuji,T#IT#apples_fuji,C#BEL#inflazione,C#ITA#inflazione,C#DEU#inflazione,C#FRA#inflazione,C#ESP#inflazione,C#IRL#inflazione,C#BEL#gdp,C#ITA#gdp,C#DEU#gdp,C#FRA#gdp,C#ESP#gdp,C#IRL#gdp
2022-11-14,2022,11,96.42,,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-11-21,2022,11,98.11,95.71,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-11-28,2022,11,98.44,97.13,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-12-05,2022,12,97.17,96.58,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-12-12,2022,12,95.11,96.04,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-12-19,2022,12,93.99,95.49,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-12-26,2022,12,93.17,94.95,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2023-01-02,2023,1,92.03,94.95,,,,,,,,,,,,
2023-01-09,2023,1,90.65,95.02,,,,,,,,,,,,
2023-01-16,2023,1,89.64,95.1,,,,,,,,,,,,
2023-01-23,2023,1,88.65,95.17,,,,,,,,,,,,
2023-01-30,2023,1,87.73,95.25,,,,,,,,,,,,
2023-02-06,2023,2,86.65,95.32,,,,,,,,,,,,
2023-02-13,2023,2,85.8,95.4,,,,,,,,,,,,
2023-02-20,2023,2,85.43,95.47,,,,,,,,,,,,
2023-02-27,2023,2,85.08,95.47,,,,,,,,,,,,
2023-03-06,2023,3,84.93,95.47,,,,,,,,,,,,
2023-03-13,2023,3,84.85,95.47,,,,,,,,,,,,
2023-03-20,2023,3,84.84,95.47,,,,,,,,,,,,
2023-03-27,2023,3,84.84,95.47,,,,,,,,,,,,
2023-04-03,2023,4,84.93,95.47,,,,,,,,,,,,
2023-04-10,2023,4,85.08,95.47,,,,,,,,,,,,
2023-04-17,2023,4,85.37,95.47,,,,,,,,,,,,
2023-04-24,2023,4,85.46,95.47,,,,,,,,,,,,
2023-05-01,2023,5,86.92,95.47,,,,,,,,,,,,
2023-05-08,2023,5,,,,,,,,,,,,,,
2023-05-15,2023,5,,,,,,,,,,,,,,
2023-05-22,2023,5,,95.28,,,,,,,,,,,,
2023-05-29,2023,5,102.47,,,,,,,,,,,,,
2023-06-05,2023,6,106.25,,,,,,,,,,,,,
2023-06-12,2023,6,110.58,,,,,,,,,,,,,
2023-06-19,2023,6,113.67,,,,,,,,,,,,,
2023-06-26,2023,6,114.45,99.27,,,,,,,,,,,,
2023-07-03,2023,7,112.5,,,,,,,,,,,,,
2023-07-10,2023,7,111.15,,,,,,,,,,,,,
2023-07-17,2023,7,109.42,,,,,,,,,,,,,
2023-07-24,2023,7,107.83,,,,,,,,,,,,,
2023-07-31,2023,7,,,,,,,,,,,,,,
2023-08-07,2023,8,,,,,,,,,,,,,,
2023-08-14,2023,8,,,,,,,,,,,,,,
2023-08-21,2023,8,,,,,,,,,,,,,,
2023-08-28,2023,8,,,,,,,,,,,,,,
2023-09-04,2023,9,,,,,,,,,,,,,,
2023-09-11,2023,9,,,,,,,,,,,,,,
2023-09-18,2023,9,,,,,,,,,,,,,,
2023-09-25,2023,9,,,,,,,,,,,,,,
2023-10-02,2023,10,,,,,,,,,,,,,,
2023-10-09,2023,10,,,,,,,,,,,,,,
2023-10-16,2023,10,,,,,,,,,,,,,,
2023-10-23,2023,10,,,,,,,,,,,,,,
2023-10-30,2023,10,,,,,,,,,,,,,,
2023-11-06,2023,11,,,,,,,,,,,,,,
2023-11-13,2023,11,,,,,,,,,,,,,,
2023-11-20,2023,11,128.56,,,,,,,,,,,,,
2023-11-27,2023,11,130.69,97.29,,,,,,,,,,,,
2023-12-04,2023,12,127.8,97.62,,,,,,,,,,,,
2023-12-11,2023,12,124.85,97.45,,,,,,,,,,,,
2023-12-18,2023,12,121.67,97.29,,,,,,,,,,,,
2023-12-25,2023,12,120.66,97.29,,,,,,,,,,,,
2024-01-01,2024,1,118.46,97.29,,,,,,,,,,,,
2024-01-08,2024,1,115.8,97.29,,,,,,,,,,,,
2024-01-15,2024,1,113.43,97.29,,,,,,,,,,,,
2024-01-22,2024,1,112.04,97.29,,,,,,,,,,,,
2024-01-29,2024,1,110.98,97.29,,,,,,,,,,,,
2024-02-05,2024,2,109.17,97.29,,,,,,,,,,,,
2024-02-12,2024,2,107.63,97.29,,,,,,,,,,,,
2024-02-19,2024,2,107.58,97.29,,,,,,,,,,,,
2024-02-26,2024,2,107.11,97.29,,,,,,,,,,,,
2024-03-04,2024,3,106.35,97.29,,,,,,,,,,,,
2024-03-11,2024,3,106.66,97.29,,,,,,,,,,,,
