TIME,year,month,T#ES#tomatoes_cerises,T#HU#tomatoes_cerises,T#IT#tomatoes_cerises,T#NL#tomatoes_cerises,C#BEL#inflazione,C#ITA#inflazione,C#DEU#inflazione,C#FRA#inflazione,C#ESP#inflazione,C#IRL#inflazione,C#BEL#gdp,C#ITA#gdp,C#DEU#gdp,C#FRA#gdp,C#ESP#gdp,C#IRL#gdp
2022-10-03,2022,10,144.36,232.81,199.5,,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-10-10,2022,10,160.96,243.66,223.29,175.32,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-10-17,2022,10,171.03,257.84,244.23,197.5,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-10-24,2022,10,173.79,277.4,256.62,210.87,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-10-31,2022,10,169.16,292.19,267.59,222.06,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-11-07,2022,11,162.41,302.89,277.84,228.44,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-11-14,2022,11,156.99,314.54,288.1,233.83,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-11-21,2022,11,149.04,326.74,282.88,233.16,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-11-28,2022,11,138.09,336.46,273.37,229.73,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-12-05,2022,12,139.15,341.89,263.87,222.96,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-12-12,2022,12,144.5,340.71,262.9,239.59,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-12-19,2022,12,153.09,344.6,263.36,260.82,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-12-26,2022,12,160.76,348.88,263.82,,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2023-01-02,2023,1,171.11,346.45,262.14,298.42,,,,,,,,,,,,
2023-01-09,2023,1,182.0,350.02,255.71,324.58,,,,,,,,,,,,
2023-01-16,2023,1,194.06,359.37,255.0,347.16,,,,,,,,,,,,
2023-01-23,2023,1,206.54,367.92,261.43,378.93,,,,,,,,,,,,
2023-01-30,2023,1,230.31,383.67,272.86,402.19,,,,,,,,,,,,
2023-02-06,2023,2,260.85,396.97,294.29,439.86,,,,,,,,,,,,
2023-02-13,2023,2,300.06,412.3,,475.74,,,,,,,,,,,,
2023-02-20,2023,2,329.45,437.14,,522.91,,,,,,,,,,,,
2023-02-27,2023,2,356.39,456.4,362.86,558.47,,,,,,,,,,,,
2023-03-06,2023,3,365.33,472.36,375.0,597.26,,,,,,,,,,,,
2023-03-13,2023,3,353.19,483.62,377.14,625.84,,,,,,,,,,,,
2023-03-20,2023,3,328.12,481.87,371.43,637.8,,,,,,,,,,,,
2023-03-27,2023,3,300.03,483.1,355.71,619.65,,,,,,,,,,,,
2023-04-03,2023,4,269.66,481.5,343.57,598.74,,,,,,,,,,,,
2023-04-10,2023,4,246.03,478.4,338.57,574.25,,,,,,,,,,,,
2023-04-17,2023,4,218.6,469.91,335.0,529.93,,,,,,,,,,,,
2023-04-24,2023,4,204.59,460.39,341.43,475.53,,,,,,,,,,,,
2023-05-01,2023,5,204.83,451.96,352.86,419.53,,,,,,,,,,,,
2023-05-08,2023,5,204.59,446.12,361.43,368.08,,,,,,,,,,,,
2023-05-15,2023,5,197.36,433.42,362.86,327.12,,,,,,,,,,,,
2023-05-22,2023,5,185.02,418.21,356.43,287.97,,,,,,,,,,,,
2023-05-29,2023,5,173.25,399.26,334.86,248.69,,,,,,,,,,,,
2023-06-05,2023,6,172.43,372.87,311.87,228.98,,,,,,,,,,,,
2023-06-12,2023,6,178.62,349.24,288.34,217.4,,,,,,,,,,,,
2023-06-19,2023,6,185.41,328.38,264.92,209.62,,,,,,,,,,,,
2023-06-26,2023,6,200.01,313.86,252.6,207.38,,,,,,,,,,,,
2023-07-03,2023,7,218.42,302.48,232.6,210.67,,,,,,,,,,,,
2023-07-10,2023,7,231.61,290.67,216.89,215.75,,,,,,,,,,,,
2023-07-17,2023,7,243.13,276.5,209.17,223.56,,,,,,,,,,,,
2023-07-24,2023,7,241.51,276.8,201.45,233.47,,,,,,,,,,,,
2023-07-31,2023,7,246.02,271.74,192.83,238.99,,,,,,,,,,,,
2023-08-07,2023,8,238.93,265.78,181.97,244.35,,,,,,,,,,,,
2023-08-14,2023,8,231.11,257.16,167.14,248.21,,,,,,,,,,,,
2023-08-21,2023,8,215.52,253.94,167.14,247.3,,,,,,,,,,,,
2023-08-28,2023,8,216.03,249.19,167.14,245.98,,,,,,,,,,,,
2023-09-04,2023,9,213.45,249.06,167.14,244.74,,,,,,,,,,,,
2023-09-11,2023,9,231.31,247.25,181.97,244.85,,,,,,,,,,,,
2023-09-18,2023,9,241.33,248.67,198.23,252.39,,,,,,,,,,,,
2023-09-25,2023,9,267.82,254.68,211.07,265.52,,,,,,,,,,,,
2023-10-02,2023,10,292.0,260.94,222.49,,,,,,,,,,,,,
2023-10-09,2023,10,,267.03,232.11,,,,,,,,,,,,,
2023-10-16,2023,10,346.6,277.74,241.73,334.81,,,,,,,,,,,,
2023-10-23,2023,10,358.36,288.99,251.35,359.21,,,,,,,,,,,,
2023-10-30,2023,10,357.47,298.05,247.04,380.77,,,,,,,,,,,,
2023-11-06,2023,11,346.92,307.58,243.63,401.16,,,,,,,,,,,,
2023-11-13,2023,11,324.41,316.59,241.83,414.04,,,,,,,,,,,,
2023-11-20,2023,11,298.03,325.62,246.13,419.51,,,,,,,,,,,,
2023-11-27,2023,11,270.02,341.31,252.22,423.5,,,,,,,,,,,,
2023-12-04,2023,12,242.32,363.24,259.03,421.59,,,,,,,,,,,,
2023-12-11,2023,12,229.93,386.3,272.98,420.95,,,,,,,,,,,,
2023-12-18,2023,12,217.02,,286.75,426.61,,,,,,,,,,,,
2023-12-25,2023,12,213.96,,299.62,435.86,,,,,,,,,,,,
2024-01-01,2024,1,217.59,,312.14,441.12,,,,,,,,,,,,
2024-01-08,2024,1,214.8,,315.71,448.34,,,,,,,,,,,,
2024-01-15,2024,1,210.01,,319.29,453.22,,,,,,,,,,,,
2024-01-22,2024,1,201.33,,322.14,457.48,,,,,,,,,,,,
2024-01-29,2024,1,190.26,,314.29,453.56,,,,,,,,,,,,
2024-02-05,2024,2,177.4,,304.29,432.26,,,,,,,,,,,,
2024-02-12,2024,2,160.3,,294.29,411.65,,,,,,,,,,,,
2024-02-19,2024,2,143.72,,286.43,388.97,,,,,,,,,,,,
2024-02-26,2024,2,138.89,,281.43,378.01,,,,,,,,,,,,
2024-03-04,2024,3,134.6,,277.86,364.74,,,,,,,,,,,,
2024-03-11,2024,3,138.11,,275.71,353.95,,,,,,,,,,,,
