TIME,year,month,T#ES#tomatoes_grappes,T#HU#tomatoes_grappes,T#IT#tomatoes_grappes,T#NL#tomatoes_grappes,C#BEL#inflazione,C#ITA#inflazione,C#DEU#inflazione,C#FRA#inflazione,C#ESP#inflazione,C#IRL#inflazione,C#BEL#gdp,C#ITA#gdp,C#DEU#gdp,C#FRA#gdp,C#ESP#gdp,C#IRL#gdp
2014-11-17,2014,11,95.81,119.38,126.9,99.92,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-11-24,2014,11,93.85,123.22,125.24,103.7,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-12-01,2014,12,87.48,127.61,120.18,104.08,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-12-08,2014,12,80.38,131.28,113.03,99.86,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-12-15,2014,12,74.08,132.92,104.63,97.88,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-12-22,2014,12,70.34,142.13,96.33,97.62,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2014-12-29,2014,12,67.92,152.4,91.97,97.43,0.34,0.24,0.91,0.51,-0.15,0.18,47764.07,35565.72,48023.87,43068.55,29513.65,55752.76
2015-01-05,2015,1,71.1,158.95,91.51,101.39,,,,,,,,,,,,
2015-01-12,2015,1,75.1,163.41,93.64,109.0,,,,,,,,,,,,
2015-01-19,2015,1,80.33,170.99,98.11,119.67,,,,,,,,,,,,
2015-01-26,2015,1,85.19,179.73,104.61,,0.47,0.13,0.68,0.24,-0.35,-0.09,43903.63,32523.82,44069.23,39402.48,27365.49,59425.05
2015-02-02,2015,2,89.93,192.5,110.82,146.12,0.5,0.1,0.63,0.17,-0.4,-0.15,42938.52,31763.34,43080.57,38485.96,26828.44,60343.12
2015-02-09,2015,2,93.31,194.61,116.33,154.24,0.53,0.07,0.57,0.1,-0.45,-0.22,41973.41,31002.86,42091.92,37569.44,26291.4,61261.19
2015-02-16,2015,2,,197.27,119.12,159.36,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-02-23,2015,2,,204.15,118.27,160.57,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-03-02,2015,3,,214.51,115.43,156.71,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-03-09,2015,3,,220.81,111.67,148.36,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-03-16,2015,3,,223.44,106.77,139.02,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-03-23,2015,3,,218.93,101.64,131.69,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-03-30,2015,3,,215.22,98.19,127.74,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-04-06,2015,4,70.39,206.68,98.55,123.6,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-04-13,2015,4,71.48,194.91,101.87,118.67,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-04-20,2015,4,71.41,181.91,107.13,112.55,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-04-27,2015,4,69.35,169.1,112.37,106.05,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-05-04,2015,5,65.78,153.54,116.01,98.31,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-05-11,2015,5,60.74,144.92,118.94,90.14,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-05-18,2015,5,54.58,138.7,118.75,81.21,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-05-25,2015,5,49.87,131.38,114.9,73.86,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-06-01,2015,6,49.95,123.62,108.03,67.54,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-06-08,2015,6,48.15,115.63,99.39,62.46,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-06-15,2015,6,46.71,105.9,89.75,58.23,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-06-22,2015,6,46.36,99.68,81.2,53.87,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-06-29,2015,6,45.26,93.69,73.6,50.64,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-07-06,2015,7,45.19,89.06,67.88,47.4,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-07-13,2015,7,45.49,87.69,63.44,45.59,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-07-20,2015,7,43.66,83.02,59.97,43.8,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-07-27,2015,7,,76.2,56.98,42.23,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-08-03,2015,8,,70.5,,41.51,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-08-10,2015,8,,70.18,,42.68,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-08-17,2015,8,,71.0,,43.17,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-08-24,2015,8,,68.77,,44.69,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-08-31,2015,8,,65.59,,46.5,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-09-07,2015,9,,70.12,,50.91,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-09-14,2015,9,,77.23,,57.5,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-09-21,2015,9,,87.34,,,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-09-28,2015,9,,95.08,97.96,73.19,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-10-05,2015,10,,98.79,108.38,81.62,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-10-12,2015,10,,103.03,117.6,91.91,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-10-19,2015,10,,116.56,125.56,102.07,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-10-26,2015,10,,126.87,128.18,107.26,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-11-02,2015,11,,131.06,127.06,109.12,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-11-09,2015,11,,129.85,125.98,107.04,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-11-16,2015,11,89.96,127.86,121.06,100.75,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-11-23,2015,11,83.78,128.84,114.31,94.51,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-11-30,2015,11,77.22,129.56,107.43,89.13,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-12-07,2015,12,73.34,121.59,100.51,84.75,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-12-14,2015,12,71.35,114.34,101.65,85.27,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-12-21,2015,12,72.57,115.48,,88.89,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2015-12-28,2015,12,75.85,,,94.0,0.56,0.04,0.51,0.04,-0.5,-0.29,41008.3,30242.39,41103.26,36652.92,25754.36,62179.26
2016-01-04,2016,1,81.14,,,102.71,,,,,,,,,,,,
2016-01-11,2016,1,79.35,,,110.57,,,,,,,,,,,,
2016-01-18,2016,1,76.18,,,115.14,,,,,,,,,,,,
2016-01-25,2016,1,73.14,,,117.14,1.37,-0.04,0.5,0.12,-0.33,-0.12,41582.2,30652.87,41693.46,36886.99,26201.67,62524.87
2016-02-01,2016,2,71.12,,,118.43,1.57,-0.06,0.5,0.14,-0.29,-0.08,41725.67,30755.49,41841.02,36945.5,26313.5,62611.27
2016-02-08,2016,2,68.73,,,120.29,1.77,-0.08,0.49,0.16,-0.25,-0.03,41869.15,30858.11,41988.57,37004.02,26425.33,62697.67
2016-02-15,2016,2,68.72,,87.19,124.71,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-02-22,2016,2,69.6,,83.9,127.14,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-02-29,2016,2,73.33,,81.5,127.43,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-03-07,2016,3,78.69,,79.43,130.14,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-03-14,2016,3,81.91,,77.24,135.43,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-03-21,2016,3,85.61,,75.94,137.71,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-03-28,2016,3,84.18,,75.65,,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-04-04,2016,4,81.07,200.7,76.0,,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-04-11,2016,4,78.35,185.33,77.88,,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-04-18,2016,4,71.68,178.29,79.36,,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-04-25,2016,4,62.53,170.21,80.61,,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-05-02,2016,5,54.24,153.55,81.5,,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-05-09,2016,5,44.94,136.67,81.75,,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-05-16,2016,5,39.37,125.15,81.27,,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-05-23,2016,5,35.26,117.84,80.52,57.73,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-05-30,2016,5,29.83,110.87,77.99,50.53,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-06-06,2016,6,28.8,100.29,75.1,43.7,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-06-13,2016,6,31.03,92.11,72.55,38.13,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-06-20,2016,6,33.44,85.03,70.3,31.87,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-06-27,2016,6,38.97,80.11,67.8,29.47,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-07-04,2016,7,46.85,75.46,66.66,30.11,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-07-11,2016,7,55.17,68.37,,32.41,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-07-18,2016,7,61.4,62.97,,36.61,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-07-25,2016,7,65.92,61.28,,38.6,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-08-01,2016,8,,60.77,,40.16,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-08-08,2016,8,,60.15,,42.33,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-08-15,2016,8,,59.82,,45.42,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-08-22,2016,8,,62.19,,48.24,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-08-29,2016,8,,69.61,,53.88,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-09-05,2016,9,,73.76,,56.45,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-09-12,2016,9,,74.25,,59.5,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-09-19,2016,9,,75.96,84.59,61.3,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-09-26,2016,9,,78.81,86.47,63.01,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-10-03,2016,10,,80.72,87.77,63.9,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-10-10,2016,10,,83.13,89.19,66.99,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-10-17,2016,10,,83.61,91.65,68.71,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-10-24,2016,10,,85.83,95.33,71.74,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-10-31,2016,10,,91.52,98.91,75.47,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-11-07,2016,11,,96.42,102.57,79.17,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-11-14,2016,11,83.24,101.03,106.39,81.28,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-11-21,2016,11,82.73,105.85,109.53,81.92,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-11-28,2016,11,86.31,109.59,111.01,81.23,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-12-05,2016,12,92.88,113.37,111.48,83.95,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-12-12,2016,12,100.28,118.45,114.86,91.03,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-12-19,2016,12,106.28,125.52,,101.52,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-12-26,2016,12,108.25,132.26,,,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2017-01-02,2017,1,111.08,139.41,,,,,,,,,,,,,,
2017-01-09,2017,1,119.03,146.32,,,,,,,,,,,,,,
2017-01-16,2017,1,124.41,,,,,,,,,,,,,,,
2017-01-23,2017,1,133.29,,,,2.06,0.66,1.07,0.67,1.03,0.2,43261.69,31787.01,43574.1,38044.54,27478.97,66993.59
2017-01-30,2017,1,136.98,,,,2.08,0.85,1.22,0.79,1.34,0.25,43573.95,31993.58,43933.6,38290.04,27714.42,68045.97
2017-02-06,2017,2,132.95,,,,2.1,1.04,1.36,0.91,1.65,0.29,43886.22,32200.15,44293.09,38535.55,27949.87,69098.36
2017-02-13,2017,2,132.41,,186.99,170.48,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-02-20,2017,2,129.01,,181.15,174.11,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-02-27,2017,2,120.04,,168.62,176.41,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-03-06,2017,3,107.77,,155.56,173.72,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-03-13,2017,3,94.43,,142.65,164.61,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-03-20,2017,3,83.88,,134.36,155.3,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-03-27,2017,3,82.56,245.66,129.67,146.65,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-04-03,2017,4,84.74,239.24,132.25,138.65,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-04-10,2017,4,90.99,232.71,138.01,135.97,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-04-17,2017,4,91.61,226.27,147.3,133.79,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-04-24,2017,4,88.41,214.99,151.21,127.9,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-05-01,2017,5,78.93,196.9,152.31,118.06,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-05-08,2017,5,71.22,185.13,150.37,105.11,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-05-15,2017,5,63.15,167.33,143.85,91.49,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-05-22,2017,5,56.5,149.48,134.0,78.28,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-05-29,2017,5,47.85,133.39,126.81,63.42,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-06-05,2017,6,43.68,119.77,117.95,50.1,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-06-12,2017,6,44.0,111.64,111.05,41.54,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-06-19,2017,6,47.65,103.68,104.07,38.09,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-06-26,2017,6,50.81,99.59,97.95,36.16,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-07-03,2017,7,54.41,95.09,96.28,34.34,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-07-10,2017,7,59.52,90.39,101.53,33.61,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-07-17,2017,7,62.87,84.19,105.66,34.64,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-07-24,2017,7,63.95,78.42,103.19,37.34,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-07-31,2017,7,,71.16,105.53,40.56,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-08-07,2017,8,,67.07,108.01,38.95,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-08-14,2017,8,,61.72,111.68,41.83,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-08-21,2017,8,,58.38,116.51,43.4,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-08-28,2017,8,,55.52,117.13,45.87,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-09-04,2017,9,,56.08,117.7,46.57,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-09-11,2017,9,,57.48,128.37,48.44,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-09-18,2017,9,,60.98,134.83,50.79,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-09-25,2017,9,,67.7,141.73,60.11,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-10-02,2017,10,,78.38,149.29,67.37,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-10-09,2017,10,,91.65,157.5,78.48,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-10-16,2017,10,,104.36,166.2,89.19,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-10-23,2017,10,,115.15,171.5,99.29,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-10-30,2017,10,,121.19,175.37,101.35,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-11-06,2017,11,,126.53,179.17,101.85,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-11-13,2017,11,,127.19,184.85,99.93,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-11-20,2017,11,,125.33,189.05,95.98,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-11-27,2017,11,,123.74,190.88,91.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-12-04,2017,12,,122.28,191.53,90.13,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-12-11,2017,12,,125.59,195.14,94.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-12-18,2017,12,,118.3,196.85,105.15,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-12-25,2017,12,,130.62,198.8,,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2018-01-01,2018,1,117.94,144.58,196.16,,,,,,,,,,,,,
2018-01-08,2018,1,112.7,,186.65,,,,,,,,,,,,,
2018-01-15,2018,1,104.44,,174.52,,,,,,,,,,,,,
2018-01-22,2018,1,96.11,183.08,161.61,,2.08,1.18,1.64,1.5,1.8,0.43,46110.77,33672.69,46530.7,40367.8,29439.26,75462.85
2018-01-29,2018,1,86.63,,147.73,,2.07,1.16,1.67,1.62,1.76,0.45,46588.84,33989.18,47000.22,40764.48,29752.75,76790.88
2018-02-05,2018,2,78.19,,135.05,,2.06,1.15,1.7,1.73,1.72,0.47,47066.91,34305.68,47469.75,41161.17,30066.24,78118.91
2018-02-12,2018,2,73.08,,121.96,124.37,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-02-19,2018,2,71.16,,112.86,120.78,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-02-26,2018,2,69.51,,111.43,120.44,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-03-05,2018,3,70.32,,111.43,122.23,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-03-12,2018,3,69.84,,104.29,123.95,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-03-19,2018,3,68.67,,100.0,125.36,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-03-26,2018,3,67.16,,95.71,124.7,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-04-02,2018,4,64.35,,88.57,121.53,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
