TIME,year,month,T#BE#tomatoes_rondes,T#BG#tomatoes_rondes,T#ES#tomatoes_rondes,T#IT#tomatoes_rondes,T#PT#tomatoes_rondes,C#BEL#inflazione,C#ITA#inflazione,C#DEU#inflazione,C#FRA#inflazione,C#ESP#inflazione,C#IRL#inflazione,C#BEL#gdp,C#ITA#gdp,C#DEU#gdp,C#FRA#gdp,C#ESP#gdp,C#IRL#gdp
2016-05-09,2016,5,81.0,112.76,63.88,92.91,61.43,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-05-16,2016,5,70.0,110.27,60.17,91.06,60.0,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-05-23,2016,5,63.86,106.51,56.02,89.39,57.14,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-05-30,2016,5,55.57,102.17,52.95,87.31,53.57,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-06-06,2016,6,49.57,97.23,50.66,83.68,51.43,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-06-13,2016,6,43.0,91.85,49.77,81.04,49.29,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-06-20,2016,6,39.0,85.65,48.97,78.0,46.43,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-06-27,2016,6,39.57,82.06,48.93,74.07,45.0,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-07-04,2016,7,43.86,78.2,49.7,72.04,43.57,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-07-11,2016,7,48.0,76.24,51.15,72.06,42.14,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-07-18,2016,7,51.14,76.45,53.29,72.25,42.14,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-07-25,2016,7,53.14,76.85,57.27,73.36,43.57,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-08-01,2016,8,57.0,76.72,60.17,83.21,45.71,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-08-08,2016,8,61.86,77.61,62.55,89.31,48.57,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-08-15,2016,8,67.0,75.72,66.15,97.35,52.14,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-08-22,2016,8,69.86,79.14,69.56,104.31,55.0,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-08-29,2016,8,69.86,77.38,71.35,107.85,57.86,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-09-05,2016,9,69.86,72.01,71.99,111.23,61.43,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-09-12,2016,9,72.86,,71.1,115.5,63.57,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-09-19,2016,9,73.86,67.66,71.21,111.07,,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-09-26,2016,9,73.14,64.45,73.06,108.5,,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-10-03,2016,10,73.57,65.84,72.65,105.19,,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-10-10,2016,10,74.0,65.57,73.43,101.21,,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-10-17,2016,10,81.0,68.76,75.41,99.56,,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-10-24,2016,10,,72.88,77.31,98.04,,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-10-31,2016,10,89.43,73.89,77.53,97.18,,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-11-07,2016,11,89.29,73.66,74.48,97.38,67.86,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-11-14,2016,11,89.0,75.32,73.19,101.96,66.43,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-11-21,2016,11,84.86,74.78,74.05,108.7,65.0,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-11-28,2016,11,84.86,72.24,75.38,114.67,63.57,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-12-05,2016,12,85.86,70.27,78.32,120.2,62.14,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-12-12,2016,12,86.86,69.36,78.83,127.36,60.71,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-12-19,2016,12,95.57,69.8,81.66,,60.0,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2016-12-26,2016,12,,70.13,85.85,,60.0,1.97,-0.09,0.49,0.18,-0.2,0.01,42012.62,30960.73,42136.12,37062.53,26537.16,62784.07
2017-01-02,2017,1,,70.73,87.38,,60.0,,,,,,,,,,,,
2017-01-09,2017,1,,72.85,91.29,,60.0,,,,,,,,,,,,
2017-01-16,2017,1,152.43,74.92,95.73,,,,,,,,,,,,,,
2017-01-23,2017,1,167.43,75.64,100.64,,,2.06,0.66,1.07,0.67,1.03,0.2,43261.69,31787.01,43574.1,38044.54,27478.97,66993.59
2017-01-30,2017,1,178.29,73.96,106.82,,,2.08,0.85,1.22,0.79,1.34,0.25,43573.95,31993.58,43933.6,38290.04,27714.42,68045.97
2017-02-06,2017,2,185.0,,105.93,,,2.1,1.04,1.36,0.91,1.65,0.29,43886.22,32200.15,44293.09,38535.55,27949.87,69098.36
2017-02-13,2017,2,188.43,,104.58,179.51,,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-02-20,2017,2,190.43,,103.28,173.5,,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-02-27,2017,2,183.71,,98.29,164.28,,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-03-06,2017,3,177.14,,91.95,157.45,62.86,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-03-13,2017,3,168.14,,85.54,152.29,62.86,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-03-20,2017,3,164.29,,79.87,151.86,61.43,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-03-27,2017,3,159.0,,80.06,152.08,60.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-04-03,2017,4,157.71,,82.41,153.45,60.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-04-10,2017,4,160.43,,89.91,158.88,60.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-04-17,2017,4,156.0,131.21,94.15,164.73,60.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-04-24,2017,4,142.14,133.54,92.61,163.74,60.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-05-01,2017,5,128.86,141.31,87.64,159.23,60.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-05-08,2017,5,114.43,140.78,81.69,151.93,60.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-05-15,2017,5,98.57,136.13,74.69,142.19,58.57,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-05-22,2017,5,82.0,129.89,67.63,134.85,,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-05-29,2017,5,62.71,122.77,55.39,128.35,,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-06-05,2017,6,50.14,111.87,47.82,119.65,51.43,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-06-12,2017,6,45.57,100.18,46.32,114.46,50.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-06-19,2017,6,44.57,87.33,45.65,109.96,48.57,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-06-26,2017,6,40.14,79.97,46.19,107.45,47.14,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-07-03,2017,7,40.71,77.59,47.67,108.45,47.14,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-07-10,2017,7,43.29,73.74,51.34,115.61,48.57,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-07-17,2017,7,47.0,71.96,55.04,121.62,50.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-07-24,2017,7,49.64,68.73,55.17,117.86,50.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-07-31,2017,7,47.66,64.93,55.34,127.58,50.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-08-07,2017,8,43.53,61.55,57.1,141.56,50.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-08-14,2017,8,,54.75,60.2,153.92,50.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-08-21,2017,8,,52.96,62.48,163.51,50.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-08-28,2017,8,,50.43,62.32,166.11,50.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-09-04,2017,9,,47.22,63.28,169.01,50.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-09-11,2017,9,,47.73,67.41,182.56,50.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-09-18,2017,9,,48.01,73.16,184.35,50.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-09-25,2017,9,,48.88,77.89,183.16,50.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-10-02,2017,10,80.04,52.93,80.51,183.69,50.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-10-09,2017,10,86.07,54.12,84.16,186.01,,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-10-16,2017,10,93.37,61.18,87.67,186.25,,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-10-23,2017,10,96.59,71.39,88.42,185.35,,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-10-30,2017,10,96.26,78.43,86.93,186.72,61.43,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-11-06,2017,11,94.86,83.56,82.72,188.09,64.29,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-11-13,2017,11,92.64,85.64,79.34,189.67,67.14,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-11-20,2017,11,86.89,90.84,78.99,190.42,70.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-11-27,2017,11,87.54,93.25,79.48,190.42,70.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-12-04,2017,12,90.79,95.39,81.22,191.71,70.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-12-11,2017,12,99.16,93.69,85.8,194.62,70.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-12-18,2017,12,118.1,92.85,89.86,195.3,70.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2017-12-25,2017,12,,97.09,92.78,194.31,70.0,2.13,1.23,1.51,1.03,1.96,0.34,44198.48,32406.72,44652.59,38781.05,28185.32,70150.74
2018-01-01,2018,1,,102.28,93.66,185.91,70.0,,,,,,,,,,,,
2018-01-08,2018,1,163.77,102.08,91.51,177.23,70.0,,,,,,,,,,,,
2018-01-15,2018,1,168.51,102.05,86.23,,70.0,,,,,,,,,,,,
2018-01-22,2018,1,169.39,100.66,79.12,,70.0,2.08,1.18,1.64,1.5,1.8,0.43,46110.77,33672.69,46530.7,40367.8,29439.26,75462.85
2018-01-29,2018,1,169.76,99.01,71.03,144.76,70.0,2.07,1.16,1.67,1.62,1.76,0.45,46588.84,33989.18,47000.22,40764.48,29752.75,76790.88
2018-02-05,2018,2,159.77,101.86,65.01,134.88,70.0,2.06,1.15,1.7,1.73,1.72,0.47,47066.91,34305.68,47469.75,41161.17,30066.24,78118.91
2018-02-12,2018,2,,102.84,59.94,125.36,70.0,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-02-19,2018,2,,102.51,56.85,122.86,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-02-26,2018,2,,,55.29,118.57,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-03-05,2018,3,,,56.07,115.71,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-03-12,2018,3,,,57.19,105.71,64.29,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-03-19,2018,3,,,58.19,97.14,62.86,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-03-26,2018,3,,,58.5,88.57,62.86,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-04-02,2018,4,139.64,,58.99,81.43,62.86,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-04-09,2018,4,134.29,,58.43,74.29,64.29,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-04-16,2018,4,128.81,,57.71,70.0,65.71,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-04-23,2018,4,124.03,,57.16,67.14,67.14,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-04-30,2018,4,110.57,169.75,57.17,71.43,68.57,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-05-07,2018,5,107.6,159.22,57.71,83.75,70.0,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-05-14,2018,5,89.27,149.12,57.46,89.82,70.0,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-05-21,2018,5,83.5,138.29,56.33,100.39,68.71,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-05-28,2018,5,75.99,128.26,54.73,108.82,66.29,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-06-04,2018,6,66.57,117.22,,110.25,66.29,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-06-11,2018,6,58.5,105.75,50.63,111.68,66.29,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-06-18,2018,6,51.5,95.91,50.76,113.11,64.86,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-06-25,2018,6,45.29,86.99,49.62,105.07,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-07-02,2018,7,45.66,79.03,47.92,103.29,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-07-09,2018,7,43.79,73.2,48.27,95.57,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-07-16,2018,7,41.46,71.06,50.02,88.57,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-07-23,2018,7,41.64,68.35,51.9,85.71,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-07-30,2018,7,38.47,64.46,52.74,82.86,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-08-06,2018,8,36.8,65.64,52.41,80.0,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-08-13,2018,8,32.51,68.85,52.78,77.14,,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-08-20,2018,8,37.23,,53.47,74.29,60.0,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-08-27,2018,8,43.83,,55.05,71.43,61.43,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-09-03,2018,9,58.34,,55.77,70.71,64.29,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-09-10,2018,9,,,59.94,71.43,67.14,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-09-17,2018,9,,,,72.14,68.57,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-09-24,2018,9,100.1,,,72.86,70.0,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-10-01,2018,10,112.5,,79.12,73.57,71.43,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-10-08,2018,10,116.33,,84.54,75.71,75.71,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-10-15,2018,10,114.36,,87.48,68.86,75.71,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-10-22,2018,10,103.39,,89.27,61.3,78.57,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-10-29,2018,10,100.43,,87.99,,81.43,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-11-05,2018,11,92.74,103.73,85.65,,82.86,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-11-12,2018,11,86.09,104.59,81.73,,84.29,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-11-19,2018,11,81.73,104.49,79.21,,85.71,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-11-26,2018,11,81.83,103.9,77.52,,87.14,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-12-03,2018,12,89.1,101.52,77.33,,90.0,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-12-10,2018,12,98.44,96.88,79.15,,90.0,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-12-17,2018,12,104.83,93.79,78.05,,90.0,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-12-24,2018,12,115.01,,74.74,,88.57,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-12-31,2018,12,,,73.94,,87.14,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2019-01-07,2019,1,,,76.19,,84.29,,,,,,,,,,,,
2019-01-14,2019,1,,,79.64,,81.43,,,,,,,,,,,,
2019-01-21,2019,1,,,80.34,,78.57,,,,,,,,,,,,
2019-01-28,2019,1,,,78.72,,75.71,1.7,0.84,1.57,1.43,1.12,0.75,47028.83,34080.22,47291.2,40950.45,29923.61,80247.72
2019-02-04,2019,2,,,78.91,,72.86,1.61,0.76,1.53,1.32,0.98,0.81,46899.8,33944.73,47129.18,40798.6,29809.58,80447.91
2019-02-11,2019,2,,,79.84,,71.43,1.52,0.69,1.49,1.21,0.84,0.87,46770.76,33809.24,46967.16,40646.75,29695.55,80648.11
2019-02-18,2019,2,144.47,,79.85,,70.0,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-02-25,2019,2,147.37,,77.4,,70.0,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-03-04,2019,3,144.8,,74.68,,70.0,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-03-11,2019,3,142.47,,73.42,,68.57,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-03-18,2019,3,144.41,,74.82,,67.14,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-03-25,2019,3,145.29,,77.7,,65.71,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-04-01,2019,4,143.31,,80.31,,64.29,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-04-08,2019,4,137.11,,82.66,,62.86,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-04-15,2019,4,129.6,,85.13,,62.86,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-04-22,2019,4,119.01,,82.92,,62.86,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-04-29,2019,4,105.89,177.49,79.6,,64.29,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-05-06,2019,5,91.93,169.01,75.52,,65.0,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-05-13,2019,5,76.53,158.24,69.69,,65.71,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-05-20,2019,5,63.49,146.6,64.03,,66.43,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-05-27,2019,5,54.06,136.11,59.4,,67.14,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-06-03,2019,6,46.84,125.2,57.47,124.29,66.43,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-06-10,2019,6,42.89,111.15,58.11,118.57,65.71,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-06-17,2019,6,42.87,99.54,60.6,,65.0,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-06-24,2019,6,42.93,91.38,64.72,,65.0,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-07-01,2019,7,45.79,83.6,71.65,,65.0,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-07-08,2019,7,50.57,82.23,75.59,,65.0,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-07-15,2019,7,55.79,79.5,77.69,,65.71,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-07-22,2019,7,66.8,81.62,81.31,,66.43,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-07-29,2019,7,71.36,85.65,83.71,,65.71,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
