TIME,year,month,T#AT#pigmeat_e,T#BE#pigmeat_e,T#DE#pigmeat_e,T#DK#pigmeat_e,T#EL#pigmeat_e,T#ES#pigmeat_e,T#FI#pigmeat_e,T#FR#pigmeat_e,T#IE#pigmeat_e,T#LU#pigmeat_e,T#NL#pigmeat_e,T#PT#pigmeat_e,T#SE#pigmeat_e,C#BEL#inflazione,C#ITA#inflazione,C#DEU#inflazione,C#FRA#inflazione,C#ESP#inflazione,C#IRL#inflazione,C#BEL#gdp,C#ITA#gdp,C#DEU#gdp,C#FRA#gdp,C#ESP#gdp,C#IRL#gdp
2005-08-15,2005,8,148.79,138.16,148.56,123.03,191.23,155.59,139.06,139.57,133.38,147.93,131.27,162.43,,2.78,1.99,1.55,1.75,3.37,2.43,36809.7,32055.09,34520.24,34768.18,26429.15,50933.02
2005-08-22,2005,8,148.86,138.21,149.48,123.21,191.95,154.56,138.88,139.86,133.39,148.0,131.96,161.86,,2.78,1.99,1.55,1.75,3.37,2.43,36809.7,32055.09,34520.24,34768.18,26429.15,50933.02
2005-08-29,2005,8,148.85,139.31,150.85,123.79,192.41,154.25,138.7,140.86,133.25,149.09,133.56,162.14,,2.78,1.99,1.55,1.75,3.37,2.43,36809.7,32055.09,34520.24,34768.18,26429.15,50933.02
2005-09-05,2005,9,149.02,139.99,151.25,124.59,192.35,153.5,138.28,141.0,133.3,149.53,133.67,161.57,133.33,2.78,1.99,1.55,1.75,3.37,2.43,36809.7,32055.09,34520.24,34768.18,26429.15,50933.02
2005-09-12,2005,9,148.41,139.11,151.16,124.79,192.17,151.76,137.73,140.57,133.25,149.84,133.47,159.86,134.28,2.78,1.99,1.55,1.75,3.37,2.43,36809.7,32055.09,34520.24,34768.18,26429.15,50933.02
2005-09-19,2005,9,147.94,138.56,151.13,124.98,191.38,150.01,137.11,139.57,133.59,150.26,133.43,158.0,135.08,2.78,1.99,1.55,1.75,3.37,2.43,36809.7,32055.09,34520.24,34768.18,26429.15,50933.02
2005-09-26,2005,9,147.39,138.23,150.45,125.17,190.55,147.41,136.71,138.43,133.8,150.24,133.4,155.43,135.71,2.78,1.99,1.55,1.75,3.37,2.43,36809.7,32055.09,34520.24,34768.18,26429.15,50933.02
2005-10-03,2005,10,145.46,136.76,148.85,124.97,190.27,144.41,136.29,137.14,,148.87,132.23,151.86,136.14,2.78,1.99,1.55,1.75,3.37,2.43,36809.7,32055.09,34520.24,34768.18,26429.15,50933.02
2005-10-10,2005,10,,134.74,147.19,123.98,189.9,140.76,135.89,134.86,134.35,147.49,130.51,148.0,136.47,2.78,1.99,1.55,1.75,3.37,2.43,36809.7,32055.09,34520.24,34768.18,26429.15,50933.02
2005-10-17,2005,10,142.02,,145.98,123.0,189.49,137.12,135.46,133.29,134.49,146.44,129.21,143.86,136.55,2.78,1.99,1.55,1.75,3.37,2.43,36809.7,32055.09,34520.24,34768.18,26429.15,50933.02
2005-10-24,2005,10,141.38,132.24,145.68,122.39,189.18,134.13,135.09,132.71,134.45,146.04,129.39,140.57,136.56,2.78,1.99,1.55,1.75,3.37,2.43,36809.7,32055.09,34520.24,34768.18,26429.15,50933.02
2005-10-31,2005,10,141.34,132.2,145.45,122.38,189.19,131.86,134.93,132.43,134.29,145.96,129.46,138.14,136.41,2.78,1.99,1.55,1.75,3.37,2.43,36809.7,32055.09,34520.24,34768.18,26429.15,50933.02
2005-11-07,2005,11,141.05,131.94,145.01,122.37,189.36,129.61,134.75,132.29,133.98,145.61,129.42,136.14,136.28,2.78,1.99,1.55,1.75,3.37,2.43,36809.7,32055.09,34520.24,34768.18,26429.15,50933.02
2005-11-14,2005,11,140.49,131.36,145.13,122.38,189.72,128.63,134.59,132.14,133.75,145.61,129.47,134.86,136.22,2.78,1.99,1.55,1.75,3.37,2.43,36809.7,32055.09,34520.24,34768.18,26429.15,50933.02
2005-11-21,2005,11,140.93,131.64,145.82,122.79,190.27,128.6,134.53,132.29,133.47,146.5,130.41,135.14,136.21,2.78,1.99,1.55,1.75,3.37,2.43,36809.7,32055.09,34520.24,34768.18,26429.15,50933.02
2005-11-28,2005,11,141.78,132.23,146.4,123.6,191.47,129.55,134.42,132.86,133.33,147.07,131.31,136.43,136.52,2.78,1.99,1.55,1.75,3.37,2.43,36809.7,32055.09,34520.24,34768.18,26429.15,50933.02
2005-12-05,2005,12,142.33,132.67,147.17,123.62,192.85,130.66,134.27,133.0,133.11,147.63,131.72,138.14,137.33,2.78,1.99,1.55,1.75,3.37,2.43,36809.7,32055.09,34520.24,34768.18,26429.15,50933.02
2005-12-12,2005,12,143.35,133.44,148.28,123.65,194.15,132.29,134.32,133.29,132.99,148.74,132.39,140.14,137.54,2.78,1.99,1.55,1.75,3.37,2.43,36809.7,32055.09,34520.24,34768.18,26429.15,50933.02
2005-12-19,2005,12,144.63,134.93,149.43,123.66,195.04,134.59,134.35,133.71,132.94,149.9,133.46,142.86,137.11,2.78,1.99,1.55,1.75,3.37,2.43,36809.7,32055.09,34520.24,34768.18,26429.15,50933.02
2005-12-26,2005,12,145.93,135.77,149.57,123.28,196.04,136.95,134.61,134.71,133.03,150.23,133.68,145.14,136.42,2.78,1.99,1.55,1.75,3.37,2.43,36809.7,32055.09,34520.24,34768.18,26429.15,50933.02
2006-01-02,2006,1,145.81,135.23,148.41,122.89,196.9,138.9,134.73,135.43,133.08,149.03,132.7,147.57,135.81,,,,,,,,,,,,
2006-01-09,2006,1,145.01,133.83,147.02,121.51,197.24,140.2,134.59,135.57,132.6,147.53,130.76,149.29,135.06,,,,,,,,,,,,
2006-01-16,2006,1,144.29,132.84,146.21,119.73,197.19,141.29,134.51,134.86,132.29,146.71,129.77,150.29,,,,,,,,,,,,,
2006-01-23,2006,1,144.21,132.6,145.52,118.73,197.07,142.62,134.51,134.57,131.75,146.07,129.62,151.14,133.05,2.22,2.05,1.56,1.71,3.45,3.29,37892.79,32897.74,35568.03,35740.77,27549.11,52873.67
2006-01-30,2006,1,143.81,131.81,144.31,118.12,196.95,144.13,134.48,134.43,131.21,144.93,127.31,152.29,132.18,2.07,2.06,1.57,1.7,3.47,3.5,38163.56,33108.4,35829.98,35983.92,27829.1,53358.84
2006-02-06,2006,2,142.41,129.96,142.73,117.53,196.84,145.65,134.2,134.29,130.66,143.33,125.03,153.0,132.08,1.93,2.08,1.57,1.69,3.49,3.72,38434.33,33319.06,36091.93,36227.06,28109.09,53844.0
2006-02-13,2006,2,141.35,128.74,142.22,117.33,196.62,147.33,133.75,133.57,130.13,142.67,124.26,153.86,132.13,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-02-20,2006,2,141.59,129.23,142.84,116.79,196.52,149.01,,133.29,129.86,143.41,124.59,154.57,132.04,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-02-27,2006,2,142.56,130.31,143.86,117.19,196.6,150.7,133.21,134.0,130.13,144.43,126.02,155.29,131.8,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-03-06,2006,3,143.56,131.43,144.57,117.97,196.55,152.3,132.99,136.0,130.06,145.16,127.03,156.0,131.52,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-03-13,2006,3,143.74,131.81,145.2,118.76,196.53,153.6,132.77,137.86,130.39,145.71,127.18,156.71,131.18,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-03-20,2006,3,144.13,132.74,146.19,119.53,196.48,154.38,132.48,139.43,130.67,146.86,129.49,157.29,130.91,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-03-27,2006,3,145.4,134.47,147.81,120.3,196.42,154.96,132.33,141.0,131.47,148.59,132.17,157.71,130.54,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-04-03,2006,4,146.3,135.96,149.19,121.47,196.42,155.16,132.13,142.43,132.19,150.04,133.79,158.0,130.37,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-04-10,2006,4,147.3,137.44,150.58,122.98,196.24,155.23,132.13,142.57,132.86,151.4,134.84,158.29,130.44,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-04-17,2006,4,147.88,138.43,151.27,124.15,196.05,155.31,132.08,141.71,133.39,152.23,135.33,158.57,130.66,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-04-24,2006,4,148.01,138.99,151.57,125.33,195.92,155.34,131.99,140.29,134.18,152.66,135.42,158.86,131.59,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-05-01,2006,5,148.08,139.23,151.34,126.12,195.75,155.34,132.01,138.57,134.77,152.7,135.52,159.14,131.78,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-05-08,2006,5,147.57,138.99,150.88,126.53,195.62,155.33,131.78,136.71,135.4,152.11,134.83,159.0,131.86,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-05-15,2006,5,147.63,138.5,150.6,127.34,195.49,155.64,131.67,135.0,135.59,151.61,134.03,159.43,131.96,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-05-22,2006,5,147.7,138.7,150.85,127.73,195.06,156.63,131.7,133.57,135.81,151.69,133.89,160.57,132.16,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-05-29,2006,5,148.39,138.94,151.53,128.13,194.96,,131.56,133.43,136.49,152.21,134.72,162.29,132.25,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-06-05,2006,6,149.99,141.36,153.4,128.92,194.48,,131.42,134.71,137.16,153.91,136.49,,132.43,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-06-12,2006,6,,,,129.72,193.63,,131.31,137.0,137.9,,138.81,167.29,131.84,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-06-19,2006,6,,,,130.9,192.77,165.7,131.1,140.29,138.96,,,170.57,132.04,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-06-26,2006,6,157.72,148.71,161.54,132.45,191.91,168.7,131.15,144.29,140.2,161.37,,174.29,132.32,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-07-03,2006,7,159.79,149.89,163.35,133.6,191.22,171.2,131.14,147.71,141.64,163.11,145.91,177.57,,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-07-10,2006,7,161.86,151.26,165.13,134.38,190.88,173.18,131.0,150.86,142.87,164.93,147.51,180.0,,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-07-17,2006,7,163.3,152.26,166.83,135.16,190.23,174.61,131.0,153.71,143.61,166.14,148.74,181.86,,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-07-24,2006,7,164.82,152.5,168.31,135.54,189.99,175.51,131.11,155.71,144.31,167.69,149.59,183.0,138.96,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-07-31,2006,7,165.57,153.66,169.26,136.29,189.93,176.05,131.25,156.86,144.87,169.09,149.76,183.71,140.54,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-08-07,2006,8,165.78,153.44,169.89,136.65,189.76,176.13,131.38,157.14,145.12,169.7,148.96,183.86,142.21,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-08-14,2006,8,166.9,153.84,171.37,136.64,189.85,176.03,131.51,156.86,145.17,170.96,149.39,183.57,143.91,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-08-21,2006,8,168.18,156.03,173.51,136.64,189.69,175.9,131.69,157.57,145.53,172.97,151.55,183.29,144.15,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-08-28,2006,8,169.46,158.06,175.04,137.42,189.4,175.61,131.98,158.86,146.12,174.54,153.47,183.14,144.2,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-09-04,2006,9,169.9,159.14,175.25,138.21,189.36,174.75,132.06,159.29,146.69,175.37,154.69,183.0,144.94,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-09-11,2006,9,168.82,158.03,173.78,138.99,189.38,172.82,132.36,158.43,147.25,175.2,154.27,181.71,145.83,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-09-18,2006,9,167.32,156.06,171.45,139.0,189.28,169.99,132.74,157.57,147.81,172.76,153.33,179.57,146.79,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-09-25,2006,9,165.79,154.29,169.02,138.62,189.16,166.44,133.19,156.14,148.39,170.41,152.53,176.57,147.4,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-10-02,2006,10,163.42,152.53,166.07,138.25,188.65,162.15,133.49,154.0,149.21,167.76,151.02,,147.95,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-10-09,2006,10,160.32,149.77,162.16,137.88,188.21,157.05,133.87,151.29,149.56,164.27,148.15,167.57,148.66,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-10-16,2006,10,156.59,146.17,158.04,136.57,187.06,151.16,134.29,,149.67,160.16,144.34,161.43,149.56,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-10-23,2006,10,153.66,143.26,154.63,134.88,,145.63,134.75,144.71,149.54,156.87,140.94,154.43,149.85,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-10-30,2006,10,150.95,141.07,152.02,133.19,183.7,140.66,134.82,142.43,148.98,152.96,138.35,148.71,149.93,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-11-06,2006,11,148.66,139.01,149.96,131.49,181.9,136.63,134.91,140.14,148.38,150.94,136.01,143.71,150.12,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-11-13,2006,11,146.44,137.41,148.04,130.17,179.47,133.65,134.96,138.43,147.72,148.86,133.81,139.57,150.23,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-11-20,2006,11,144.75,135.9,146.48,128.85,176.64,131.88,135.16,137.29,146.81,147.44,131.91,137.14,150.39,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-11-27,2006,11,143.05,134.76,145.25,127.93,173.68,131.04,135.32,135.43,145.49,146.07,130.28,136.0,150.61,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-12-04,2006,12,141.95,133.94,144.44,127.15,171.86,131.11,135.44,133.43,144.38,145.46,129.17,136.43,150.73,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-12-11,2006,12,140.88,132.99,143.81,126.36,170.47,131.28,135.55,131.29,143.44,144.79,128.36,137.71,,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-12-18,2006,12,140.49,132.81,143.29,125.2,169.2,131.41,135.57,129.14,142.74,144.73,128.09,138.86,,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-12-25,2006,12,139.22,131.91,141.85,123.84,168.07,131.16,135.79,126.71,142.04,143.77,126.99,139.57,,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2007-01-01,2007,1,137.9,130.51,139.82,122.49,167.57,130.49,135.98,124.0,141.02,142.17,125.62,140.14,,,,,,,,,,,,,
2007-01-08,2007,1,134.95,128.23,137.15,121.13,167.33,129.46,136.03,121.29,139.58,139.33,122.99,140.0,,,,,,,,,,,,,
2007-01-15,2007,1,132.7,125.89,135.04,119.37,166.74,128.16,136.06,119.29,138.48,137.1,120.66,139.57,,,,,,,,,,,,,
2007-01-22,2007,1,131.21,124.16,133.37,118.02,165.58,126.93,135.95,117.71,137.22,135.29,119.01,138.57,,1.81,1.94,1.99,1.57,3.1,4.48,41913.14,36010.31,39374.57,39377.3,30790.38,58367.59
2007-01-29,2007,1,129.92,123.26,132.0,117.04,164.02,126.32,136.03,117.0,136.04,133.83,117.48,137.71,141.66,1.81,1.9,2.09,1.54,3.0,4.62,42715.15,36630.46,40129.74,40104.08,31390.7,59377.2
2007-02-05,2007,2,129.1,122.53,131.22,116.45,162.15,126.91,136.32,116.43,135.02,132.7,116.35,137.43,140.99,1.82,1.87,2.2,1.51,2.89,4.76,43517.16,37250.6,40884.91,40830.85,31991.03,60386.81
2007-02-12,2007,2,129.2,122.59,131.42,116.45,160.39,128.32,136.38,116.29,134.01,132.5,116.34,138.29,140.23,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-02-19,2007,2,129.32,122.96,132.15,116.45,157.75,130.36,136.4,116.86,133.39,132.76,116.32,139.57,139.9,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-02-26,2007,2,130.84,124.3,133.49,116.45,155.1,132.52,136.52,117.71,133.21,134.1,117.55,141.0,139.67,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-03-05,2007,3,132.22,125.57,134.21,116.46,152.47,134.95,136.49,118.43,133.13,134.96,118.61,142.43,139.43,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-03-12,2007,3,132.35,125.54,133.85,116.47,148.91,137.36,136.71,119.29,133.23,134.59,118.21,144.0,139.17,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-03-19,2007,3,132.49,124.86,133.09,116.1,145.46,139.15,136.82,120.14,133.13,133.93,117.66,145.14,138.85,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-03-26,2007,3,131.91,123.89,132.12,115.32,142.17,140.29,136.91,121.0,132.84,133.01,116.73,145.86,138.52,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-04-02,2007,4,131.4,123.04,131.11,,138.61,140.87,136.86,122.0,132.33,131.97,115.78,146.0,138.46,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-04-09,2007,4,130.51,122.23,130.35,,135.92,140.93,136.88,122.71,131.69,131.2,115.11,145.86,138.47,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-04-16,2007,4,130.21,122.07,130.15,112.97,133.66,140.82,136.75,123.14,130.96,131.06,114.98,145.57,138.62,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-04-23,2007,4,129.93,122.37,130.52,112.58,132.24,140.93,136.8,123.57,130.22,131.54,115.15,145.71,138.84,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-04-30,2007,4,130.09,123.21,131.87,112.19,132.67,140.7,136.69,123.86,129.46,132.66,116.64,145.86,139.14,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-05-07,2007,5,130.61,124.57,133.4,112.57,134.11,140.79,136.47,124.14,128.89,134.24,118.42,146.29,139.3,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-05-14,2007,5,131.39,125.79,134.7,113.35,135.97,140.92,136.29,124.43,128.58,135.36,119.91,146.71,139.49,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-05-21,2007,5,132.2,126.91,135.95,113.75,138.75,141.29,136.27,124.86,128.57,136.54,121.43,147.0,139.84,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-05-28,2007,5,133.39,128.13,137.13,114.16,141.67,,136.19,125.71,128.62,137.67,122.65,148.29,139.91,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-06-04,2007,6,134.01,128.54,138.08,114.58,144.73,,136.16,127.14,128.71,138.57,123.62,,139.75,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-06-11,2007,6,135.37,129.43,139.3,114.97,147.58,,136.0,129.14,128.84,139.6,124.99,,139.31,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-06-18,2007,6,137.31,130.87,140.13,115.89,149.72,,135.78,131.29,128.94,140.79,125.96,155.43,138.9,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-06-25,2007,6,138.41,131.47,140.76,116.43,151.01,152.63,135.74,133.29,128.98,141.27,126.25,158.57,138.71,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-07-02,2007,7,139.57,132.29,141.87,116.97,152.28,155.7,135.63,135.0,129.04,142.09,126.96,161.71,138.78,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-07-09,2007,7,141.49,133.9,143.77,117.9,154.2,158.66,135.49,136.14,128.93,143.74,128.32,165.0,138.78,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-07-16,2007,7,144.04,135.86,145.99,119.22,157.77,160.53,135.4,136.57,128.82,145.79,130.24,167.14,139.5,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-07-23,2007,7,146.67,137.84,147.86,120.54,161.8,161.44,135.43,137.14,128.72,147.53,131.9,168.14,140.22,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-07-30,2007,7,148.39,138.51,149.09,121.48,165.68,161.4,135.46,137.43,128.63,148.71,132.7,168.29,141.12,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-08-06,2007,8,149.71,138.8,149.95,121.88,169.52,160.48,135.47,137.57,128.67,149.87,132.95,167.71,141.77,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-08-13,2007,8,150.47,139.24,150.66,122.29,173.66,159.16,135.45,138.0,128.99,150.46,133.36,166.86,142.14,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-08-20,2007,8,151.11,139.4,151.19,122.69,177.56,158.0,135.54,138.71,129.38,151.2,133.62,166.0,142.58,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-08-27,2007,8,151.23,139.34,151.36,123.08,180.07,156.63,135.66,139.43,,151.49,133.88,165.14,142.74,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
