TIME,year,month,T#AT#pigmeat_s,T#BE#pigmeat_s,T#CZ#pigmeat_s,T#DE#pigmeat_s,T#DK#pigmeat_s,T#EE#pigmeat_s,T#EL#pigmeat_s,T#ES#pigmeat_s,T#FI#pigmeat_s,T#FR#pigmeat_s,T#HR#pigmeat_s,T#HU#pigmeat_s,T#IE#pigmeat_s,T#LT#pigmeat_s,T#LU#pigmeat_s,T#LV#pigmeat_s,T#NL#pigmeat_s,T#PL#pigmeat_s,T#PT#pigmeat_s,T#RO#pigmeat_s,T#SE#pigmeat_s,T#SI#pigmeat_s,T#SK#pigmeat_s,C#BEL#inflazione,C#ITA#inflazione,C#DEU#inflazione,C#FRA#inflazione,C#ESP#inflazione,C#IRL#inflazione,C#BEL#gdp,C#ITA#gdp,C#DEU#gdp,C#FRA#gdp,C#ESP#gdp,C#IRL#gdp
2018-10-08,2018,10,163.89,126.09,148.2,152.28,135.96,154.59,173.11,150.81,166.5,144.14,152.23,155.69,138.41,143.13,,146.01,128.65,145.84,,155.23,166.36,168.2,154.57,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-10-15,2018,10,160.93,121.64,146.56,149.5,135.16,155.1,172.71,148.3,167.03,143.43,150.28,153.49,138.84,143.0,,144.12,126.38,143.07,165.29,153.63,167.11,166.69,152.26,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-10-22,2018,10,158.35,117.14,144.85,147.14,134.31,155.03,172.71,145.3,167.52,142.29,148.82,151.0,139.33,142.11,,142.09,124.89,140.43,162.29,151.93,167.7,164.77,150.35,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-10-29,2018,10,156.36,113.9,143.59,145.62,133.46,154.79,172.45,142.44,168.17,141.0,147.94,149.42,139.64,140.19,,140.86,124.07,138.37,159.14,150.34,167.87,163.36,148.94,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-11-05,2018,11,155.13,111.67,142.6,144.61,132.62,153.78,172.58,139.72,168.47,139.57,147.31,148.38,140.03,,,140.0,123.34,136.89,156.43,149.02,168.4,162.28,147.61,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-11-12,2018,11,154.33,111.24,141.68,143.96,132.11,153.23,172.84,137.4,168.87,138.57,146.37,147.88,139.66,137.65,,139.51,122.6,135.68,154.29,147.97,168.75,161.67,146.93,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-11-19,2018,11,153.53,111.29,140.9,143.57,132.31,152.3,172.45,135.43,168.75,138.0,146.04,147.31,139.51,136.28,,139.08,122.33,134.52,152.43,147.12,168.96,161.47,146.3,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-11-26,2018,11,152.95,111.34,140.23,143.44,132.58,151.8,172.32,133.86,168.95,137.57,146.21,146.65,139.45,134.83,,138.24,122.34,133.53,151.0,146.72,169.19,161.07,145.63,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-12-03,2018,12,152.92,111.71,140.05,143.42,132.95,151.26,172.18,132.66,169.06,137.29,146.02,146.58,139.3,133.36,,137.39,122.34,132.76,150.0,147.41,169.52,160.88,145.43,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-12-10,2018,12,152.94,112.11,139.96,143.46,133.71,150.83,172.71,131.93,169.03,137.14,146.03,146.72,139.25,131.92,,136.41,122.34,132.25,149.43,148.44,169.85,160.76,144.74,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-12-17,2018,12,153.06,112.39,139.77,143.46,134.21,,173.38,131.67,168.95,137.0,145.73,146.86,139.2,130.87,,135.15,122.53,132.03,149.14,149.8,170.29,160.94,143.83,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-12-24,2018,12,153.14,112.96,139.72,143.52,134.29,,173.98,131.5,168.88,136.86,145.49,146.87,139.27,129.65,,133.85,122.72,131.75,148.86,151.19,170.24,161.08,143.77,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2018-12-31,2018,12,153.16,113.39,139.95,143.49,134.35,,173.98,131.42,168.95,136.86,145.48,146.67,139.31,128.59,,132.4,122.81,131.14,147.0,152.3,170.43,160.88,143.76,2.05,1.14,1.73,1.85,1.67,0.49,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94
2019-01-07,2019,1,153.15,113.29,140.22,143.4,134.05,,174.64,131.34,169.32,136.86,144.79,146.44,139.34,127.56,,130.88,122.91,130.57,145.29,152.85,170.63,160.91,144.72,,,,,,,,,,,,
2019-01-14,2019,1,153.1,113.23,140.52,143.38,133.78,,175.17,131.32,169.41,136.86,144.47,146.4,139.18,126.7,,129.85,123.06,130.02,143.57,151.9,170.76,160.84,144.75,,,,,,,,,,,,
2019-01-21,2019,1,152.8,112.99,140.69,143.36,133.35,,175.7,131.33,169.7,136.71,144.5,146.25,139.02,126.35,,128.99,123.14,129.66,141.86,148.93,170.58,160.66,144.68,,,,,,,,,,,,
2019-01-28,2019,1,152.5,112.64,140.74,143.35,132.66,,175.3,131.31,169.94,136.71,144.45,145.84,138.87,125.98,,128.4,123.27,129.46,140.14,144.2,170.3,160.22,144.43,1.7,0.84,1.57,1.43,1.12,0.75,47028.83,34080.22,47291.2,40950.45,29923.61,80247.72
2019-02-04,2019,2,152.4,112.46,140.86,143.52,132.26,148.39,173.98,131.3,170.33,136.71,144.33,,138.74,125.6,,128.17,123.23,129.27,138.57,137.54,169.84,,145.27,1.61,0.76,1.53,1.32,0.98,0.81,46899.8,33944.73,47129.18,40798.6,29809.58,80447.91
2019-02-11,2019,2,152.62,112.17,141.1,,132.66,148.74,172.98,131.72,170.84,136.86,143.9,144.94,138.59,126.04,,128.15,123.17,129.28,137.57,,169.39,159.46,145.06,1.52,0.69,1.49,1.21,0.84,0.87,46770.76,33809.24,46967.16,40646.75,29695.55,80648.11
2019-02-18,2019,2,152.94,112.53,141.27,,133.13,148.89,172.71,132.35,170.99,136.86,143.39,144.73,138.62,126.49,,128.62,123.7,129.55,138.43,123.55,168.4,159.69,144.98,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-02-25,2019,2,153.21,113.11,141.44,,133.62,149.02,172.45,,170.91,136.86,142.94,144.52,138.56,127.06,,129.94,124.25,130.0,139.43,118.26,167.77,159.76,144.04,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-03-04,2019,3,153.58,113.96,141.63,145.8,134.11,149.49,171.92,,171.07,,142.17,144.37,138.75,127.7,,130.5,124.77,130.64,140.86,115.02,167.01,159.74,143.62,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-03-11,2019,3,154.29,115.0,141.95,146.67,134.98,149.71,171.39,,171.06,,141.42,144.31,139.31,128.34,,131.5,125.37,131.44,142.71,114.67,166.4,160.15,143.17,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-03-18,2019,3,,,142.29,148.25,136.14,150.32,170.86,140.11,170.99,,140.64,144.63,139.85,129.56,,132.61,126.51,133.14,145.0,115.81,165.93,160.86,143.95,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-03-25,2019,3,,,143.23,150.88,137.72,150.93,171.26,143.37,170.92,,140.45,145.84,140.39,131.9,,134.78,128.71,,148.14,118.78,165.76,162.1,143.42,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-04-01,2019,4,,123.31,144.78,154.71,139.88,151.27,170.86,147.06,170.67,,141.97,148.25,,135.35,,138.25,132.36,,151.71,124.12,165.6,164.19,145.47,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-04-08,2019,4,165.48,128.44,,159.35,143.32,151.75,171.12,151.5,170.44,,145.04,,143.12,140.76,,143.03,136.94,,156.29,130.44,165.75,,,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-04-15,2019,4,169.95,133.81,150.27,164.15,147.38,151.87,171.92,156.16,170.71,147.43,147.94,,145.06,147.33,,147.59,141.85,156.42,161.29,137.68,165.41,170.72,,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-04-22,2019,4,174.38,138.97,153.37,168.97,151.5,152.49,172.32,160.23,170.62,150.71,,162.8,147.71,154.34,,152.97,146.68,163.35,165.86,146.32,165.66,173.6,,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-04-29,2019,4,178.6,144.01,156.72,173.57,155.55,153.84,172.32,163.96,170.63,154.0,,167.73,150.46,162.11,,158.24,151.5,170.06,170.0,153.48,165.71,176.65,164.36,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-05-06,2019,5,182.29,148.7,160.18,177.66,159.33,155.35,173.51,167.04,170.54,157.0,163.16,172.64,153.72,169.62,,163.97,155.77,175.79,173.71,160.58,165.52,179.52,168.57,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-05-13,2019,5,185.39,152.41,163.63,181.03,163.22,156.77,175.1,169.67,170.29,159.29,166.41,177.16,157.28,176.24,,169.59,158.98,179.69,177.0,167.42,165.01,181.8,173.33,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-05-20,2019,5,187.44,154.76,166.64,183.2,166.67,158.43,,171.75,170.13,161.29,168.3,180.42,160.12,181.23,,173.64,161.14,181.49,179.57,173.33,164.66,183.58,176.69,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-05-27,2019,5,188.32,155.69,168.74,184.53,168.94,159.85,179.35,173.17,170.09,162.86,168.64,182.35,163.02,183.97,,176.06,161.85,181.34,181.14,178.39,164.56,183.36,178.69,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-06-03,2019,6,189.39,156.31,170.53,185.88,170.63,162.34,181.07,173.85,169.68,164.0,169.98,183.61,165.73,185.2,,178.3,162.57,181.2,182.43,181.86,164.93,185.81,179.95,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-06-10,2019,6,191.0,156.87,173.08,187.39,172.52,164.3,182.82,175.31,169.52,165.29,169.13,185.26,167.99,185.72,,180.5,163.4,181.24,184.57,183.2,164.87,188.91,181.49,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-06-17,2019,6,192.67,157.71,175.41,188.87,174.35,165.88,185.56,176.65,169.41,166.71,168.53,186.62,169.77,184.6,,181.57,164.22,181.07,186.71,184.6,165.11,191.51,182.89,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-06-24,2019,6,194.21,158.69,177.77,190.13,176.31,167.03,187.17,178.32,169.4,168.0,167.44,187.65,170.99,182.39,,181.63,165.03,180.93,188.86,186.06,166.11,194.4,184.35,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-07-01,2019,7,195.31,159.4,179.68,190.81,177.66,168.48,189.16,179.68,169.35,169.14,168.22,188.82,172.01,178.99,,180.29,165.82,180.86,190.57,187.96,167.27,197.24,185.93,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-07-08,2019,7,195.87,159.14,181.09,190.83,178.5,169.96,190.89,180.86,169.38,170.14,169.13,189.35,172.98,175.18,,177.83,165.74,180.36,192.0,189.05,168.36,199.93,187.0,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-07-15,2019,7,196.01,158.36,182.07,190.25,178.5,171.13,192.61,181.61,169.33,171.0,170.17,189.16,173.27,171.75,,175.6,165.13,179.34,193.14,189.52,169.24,202.56,186.96,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-07-22,2019,7,195.73,157.11,182.63,189.19,178.09,171.82,193.99,182.21,169.36,171.86,169.79,188.61,173.15,168.64,,172.9,164.16,177.71,194.0,190.14,169.92,203.35,186.83,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-07-29,2019,7,195.15,156.23,182.08,188.21,177.38,172.39,196.3,182.29,169.38,172.57,169.87,187.39,172.77,166.11,,170.05,163.1,176.18,194.0,190.39,170.35,203.08,186.46,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-08-05,2019,8,195.18,155.9,181.6,187.98,176.42,172.78,198.34,182.36,169.37,173.29,169.82,187.17,172.29,165.11,,168.88,162.79,175.57,193.86,190.15,170.55,203.28,186.52,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-08-12,2019,8,195.85,156.43,181.6,188.37,175.63,173.3,200.55,182.41,169.7,174.0,170.87,187.89,171.89,165.94,,169.17,163.66,175.6,194.0,189.9,170.26,203.83,186.81,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-08-19,2019,8,196.68,157.27,181.7,188.81,175.42,173.51,201.69,182.64,169.91,174.71,171.47,188.41,171.38,167.99,,170.34,164.56,175.72,194.14,188.89,170.14,204.88,187.31,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-08-26,2019,8,197.4,158.54,181.71,189.58,175.85,173.72,202.83,182.66,170.11,175.86,171.67,188.89,171.44,169.98,,171.66,165.95,175.84,194.29,187.99,169.88,205.08,187.71,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-09-02,2019,9,198.59,159.96,182.02,190.89,176.95,174.0,203.75,182.99,170.23,177.14,172.82,189.9,171.99,171.75,,172.66,167.89,176.71,194.43,187.66,169.58,206.23,188.63,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-09-09,2019,9,200.01,161.67,182.58,192.4,178.42,174.52,204.5,183.13,169.95,178.86,175.3,191.13,172.57,173.55,,173.71,169.87,178.34,194.57,187.32,169.52,206.72,189.79,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-09-16,2019,9,201.16,163.14,183.25,193.63,179.96,175.33,204.76,182.93,169.91,180.86,177.91,192.6,173.08,175.22,,175.18,171.72,179.81,194.71,187.52,169.54,208.02,190.73,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-09-23,2019,9,201.56,163.81,183.83,194.16,181.49,176.1,204.97,183.22,169.88,182.71,180.08,193.39,173.65,175.99,,175.76,172.98,180.37,195.0,187.89,169.92,208.85,191.45,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-09-30,2019,9,201.38,163.54,183.96,194.04,183.02,176.68,205.34,183.21,169.76,184.71,181.3,193.63,174.73,176.05,,175.45,173.04,180.42,195.0,188.22,170.06,209.28,191.89,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-10-07,2019,10,200.93,162.97,183.91,193.9,184.32,177.09,205.82,182.97,169.91,186.43,182.91,193.57,175.89,175.75,,174.64,173.07,180.42,194.86,189.22,170.17,209.36,191.95,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-10-14,2019,10,200.74,162.49,184.02,193.84,185.38,177.26,206.27,182.65,169.84,187.71,184.83,193.84,176.53,175.88,,174.95,173.16,180.77,194.43,190.42,170.45,209.64,192.24,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-10-21,2019,10,200.53,162.41,184.31,193.79,186.79,177.66,206.75,182.05,169.84,188.71,185.64,194.17,177.12,176.01,,175.5,173.15,181.01,194.0,191.51,170.95,209.64,192.6,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-10-28,2019,10,200.37,162.47,184.58,193.8,188.72,177.37,207.42,181.56,170.19,189.14,185.79,194.51,177.79,176.47,,176.02,173.12,180.96,193.43,192.68,171.27,209.6,192.81,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-11-04,2019,11,200.18,162.41,184.97,193.81,190.84,177.29,208.19,181.45,170.37,189.0,185.67,194.59,179.05,176.9,,176.14,173.75,180.85,192.71,193.29,172.05,209.64,193.08,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-11-11,2019,11,200.26,162.31,185.31,194.11,193.65,177.79,208.9,180.75,170.46,188.86,184.94,194.77,180.83,177.94,,176.68,174.41,180.91,192.29,193.98,172.68,209.84,193.32,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-11-18,2019,11,200.98,163.03,185.94,,196.23,178.01,209.75,180.2,170.31,188.57,184.93,195.39,182.34,179.18,,177.56,,181.38,192.0,195.13,173.82,210.39,194.17,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-11-25,2019,11,202.6,164.7,187.37,,198.47,178.67,211.05,180.2,170.39,188.57,185.2,196.93,183.84,,,179.56,,182.4,192.71,197.62,175.35,,195.86,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-12-02,2019,12,,,189.31,,200.28,179.56,212.96,181.0,170.69,188.71,186.05,,185.34,185.01,,,,,194.57,201.23,177.04,,,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-12-09,2019,12,,,191.55,,201.38,181.0,215.01,182.24,171.07,188.86,187.4,,186.94,188.96,,185.56,182.93,,196.71,205.7,178.75,,201.4,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-12-16,2019,12,209.68,172.86,193.84,204.16,201.91,,216.73,183.76,171.67,189.0,188.09,204.71,188.55,192.43,,189.22,185.2,188.8,199.29,210.47,180.62,219.21,204.5,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-12-23,2019,12,211.24,174.56,195.57,205.69,202.2,,218.0,184.91,171.81,188.86,189.19,206.25,189.54,195.38,,191.7,186.99,191.08,201.71,215.09,182.27,220.69,207.06,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-12-30,2019,12,212.44,175.99,197.69,206.84,201.8,,219.33,186.06,172.12,188.43,190.9,207.87,190.04,197.79,,194.84,188.57,192.95,203.86,219.26,183.91,222.01,209.02,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2020-01-06,2020,1,212.38,176.46,199.34,206.63,201.38,,220.39,187.52,172.67,187.71,192.85,208.67,190.27,199.5,,197.63,187.52,193.77,205.86,222.37,184.84,222.78,210.44,,,,,,,,,,,,
2020-01-13,2020,1,210.49,174.81,199.3,204.72,201.37,,220.39,187.49,172.78,,192.12,207.48,190.52,199.71,,197.45,184.54,193.06,206.43,222.87,185.25,221.23,209.71,,,,,,,,,,,,
2020-01-20,2020,1,207.76,171.84,198.17,201.93,201.65,,218.88,186.29,172.92,,190.5,204.74,190.75,198.03,,195.91,181.25,191.07,205.29,220.78,185.39,218.61,207.17,,,,,,,,,,,,
2020-01-27,2020,1,204.88,168.54,196.01,199.13,202.48,,216.62,184.68,173.03,,188.55,201.38,190.91,195.66,,193.71,178.05,188.98,203.71,215.89,185.18,215.38,204.18,1.04,0.18,0.7,0.75,0.12,0.21,46051.6,32673.28,46773.33,39743.38,28097.39,83776.75
2020-02-03,2020,2,202.58,166.09,194.05,197.09,203.64,182.82,214.37,182.89,172.91,177.29,187.31,198.72,191.04,193.44,,191.01,175.53,187.84,201.86,210.43,184.87,212.82,201.31,0.94,0.08,0.52,0.66,-0.03,0.03,45904.07,32423.16,46765.38,39555.5,27726.36,84508.86
2020-02-10,2020,2,201.26,164.49,192.67,196.14,204.94,182.12,212.64,181.48,173.17,174.29,185.28,197.22,191.22,191.52,,189.21,173.01,187.15,200.29,203.49,184.8,211.37,198.89,0.84,-0.03,0.33,0.57,-0.18,-0.15,45756.53,32173.04,46757.43,39367.62,27355.33,85240.98
2020-02-17,2020,2,200.83,164.09,191.25,196.01,206.3,180.63,210.92,180.82,173.46,171.57,183.87,196.36,191.51,190.33,,187.11,171.11,187.42,199.14,197.25,184.5,210.81,197.47,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-02-24,2020,2,201.82,164.49,190.2,197.38,207.65,180.1,209.33,180.37,173.73,169.57,182.07,196.37,191.35,190.12,,185.35,171.93,188.81,198.43,193.1,184.56,211.01,196.07,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-03-02,2020,3,204.33,166.93,190.33,200.01,209.01,178.76,208.13,181.63,174.04,168.71,185.26,198.48,190.6,191.3,,186.41,173.69,191.35,198.86,190.38,184.74,213.28,197.03,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-03-09,2020,3,206.72,169.81,190.54,202.32,210.09,178.67,207.87,183.82,174.34,168.86,188.15,200.99,189.84,192.99,,187.97,176.37,193.87,200.43,189.45,184.48,216.02,198.99,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-03-16,2020,3,208.24,171.53,190.1,203.65,210.53,178.58,208.66,186.09,174.51,170.0,188.47,202.11,189.1,194.28,,188.77,177.59,194.23,202.14,190.27,183.76,217.97,200.02,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-03-23,2020,3,209.22,172.19,188.92,204.31,210.62,178.73,209.59,187.9,174.55,171.14,187.99,202.44,187.79,195.49,,189.14,178.01,192.99,203.57,191.8,,218.97,200.34,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-03-30,2020,3,209.86,172.71,187.64,204.36,210.16,179.19,209.59,189.31,174.75,172.29,187.56,202.33,186.42,196.79,,189.82,178.42,191.66,204.43,194.61,,219.91,200.64,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-04-06,2020,4,209.43,171.84,186.23,203.41,209.74,179.83,208.93,190.09,174.7,173.29,187.69,201.84,184.62,197.07,,189.88,178.03,189.55,204.57,196.37,181.79,219.58,199.06,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-04-13,2020,4,207.71,169.91,184.32,201.09,208.79,180.13,207.34,189.65,174.74,173.71,185.98,199.56,183.0,195.9,,188.92,176.41,186.37,203.86,196.59,181.33,217.81,196.15,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-04-20,2020,4,204.87,166.61,181.61,197.7,207.12,180.06,205.35,188.3,174.67,173.57,182.76,195.5,181.93,193.52,,186.96,174.27,182.48,201.71,196.08,181.09,215.0,192.62,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-04-27,2020,4,200.96,162.7,178.44,194.16,204.77,179.89,202.69,185.71,174.58,172.86,179.44,190.65,180.86,189.6,,183.79,170.19,177.21,198.43,193.49,181.63,210.73,,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-05-04,2020,5,196.66,159.1,176.0,190.22,202.36,178.65,,182.28,174.76,171.14,178.24,186.51,179.49,184.14,,180.03,165.74,172.38,194.0,188.9,182.85,206.4,,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-05-11,2020,5,191.75,154.61,172.51,186.02,199.04,178.56,194.34,178.4,175.15,169.0,176.84,180.98,178.06,177.14,,174.28,161.06,167.07,188.43,181.43,184.36,201.14,171.9,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-05-18,2020,5,187.13,149.47,168.67,182.31,195.92,177.63,190.09,174.34,,166.43,176.25,175.68,176.12,169.83,,168.09,156.53,162.56,182.71,173.88,185.37,195.91,164.72,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-05-25,2020,5,183.42,145.29,165.32,179.15,192.12,176.92,185.71,170.54,,163.71,174.87,171.19,173.85,163.92,,162.56,152.81,160.85,177.43,166.95,186.37,191.89,159.72,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-06-01,2020,6,180.46,142.87,162.54,176.61,188.32,174.67,181.73,167.65,176.61,161.14,174.85,167.88,171.61,159.28,,157.85,149.88,159.7,172.71,160.46,187.68,188.41,156.86,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-06-08,2020,6,178.27,141.1,160.24,174.8,184.29,173.31,179.35,165.23,177.26,158.71,173.46,165.55,169.36,155.35,,153.55,148.03,158.57,169.0,155.56,188.76,185.81,153.43,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-06-15,2020,6,177.45,140.03,158.77,173.69,180.75,171.89,177.09,163.87,177.83,156.71,172.19,164.16,167.11,152.95,,151.4,144.32,159.18,166.29,152.6,189.45,184.94,153.13,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-06-22,2020,6,177.72,139.79,157.79,173.82,177.66,170.9,176.83,163.77,178.23,155.29,172.71,163.35,165.17,152.89,172.07,150.6,144.53,160.46,165.29,151.49,189.91,184.77,154.07,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
