TIME,year,month,T#BE#eggs_cage,T#BG#eggs_cage,T#CY#eggs_cage,T#CZ#eggs_cage,T#EE#eggs_cage,T#EL#eggs_cage,T#ES#eggs_cage,T#FI#eggs_cage,T#FR#eggs_cage,T#HR#eggs_cage,T#HU#eggs_cage,T#IE#eggs_cage,T#IT#eggs_cage,T#LT#eggs_cage,T#LV#eggs_cage,T#MT#eggs_cage,T#PL#eggs_cage,T#PT#eggs_cage,T#RO#eggs_cage,T#SI#eggs_cage,T#SK#eggs_cage,C#BEL#inflazione,C#ITA#inflazione,C#DEU#inflazione,C#FRA#inflazione,C#ESP#inflazione,C#IRL#inflazione,C#BEL#gdp,C#ITA#gdp,C#DEU#gdp,C#FRA#gdp,C#ESP#gdp,C#IRL#gdp
2021-05-24,2021,5,117.24,93.03,160.18,113.51,135.27,142.06,88.02,148.96,123.18,136.2,129.41,143.85,172.96,104.35,122.51,159.6,141.24,120.37,100.39,162.2,116.22,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-05-31,2021,5,116.12,89.72,160.18,113.41,135.04,142.06,86.59,148.22,123.42,135.78,129.5,143.85,172.17,103.9,120.85,159.18,140.41,120.37,99.58,162.89,113.82,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-06-07,2021,6,115.72,86.81,160.18,112.75,134.68,141.11,85.61,147.88,123.98,136.02,128.35,143.85,171.72,103.33,119.24,158.76,140.91,120.37,98.54,163.38,111.57,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-06-14,2021,6,115.59,83.85,160.18,112.2,133.93,139.91,85.15,148.0,124.85,136.31,127.1,143.85,171.6,103.3,117.99,158.34,141.61,120.37,97.34,162.48,109.16,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-06-21,2021,6,116.59,84.12,160.18,111.04,133.91,138.86,84.83,147.96,125.58,136.31,125.47,143.85,171.49,102.95,117.09,158.27,140.42,120.37,96.77,162.06,107.93,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-06-28,2021,6,117.39,85.55,160.18,110.0,134.0,139.39,84.53,147.81,125.58,136.09,124.53,143.85,171.37,102.5,116.43,160.05,140.54,120.37,96.8,161.5,106.48,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-07-05,2021,7,116.0,86.25,160.18,108.93,134.08,140.19,84.35,147.76,124.8,137.52,123.34,143.85,170.81,102.39,115.84,161.83,139.36,120.37,96.57,159.92,106.49,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-07-12,2021,7,114.23,88.32,160.18,107.33,133.67,140.87,84.22,147.47,125.53,138.07,122.85,143.85,170.24,101.67,114.97,,138.55,,96.52,158.45,105.89,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-07-19,2021,7,110.72,90.95,160.18,105.81,133.04,140.76,83.95,147.93,124.2,138.01,120.21,143.85,169.67,101.17,115.15,165.53,136.12,,96.24,157.03,106.45,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-07-26,2021,7,,92.44,160.18,105.2,132.17,141.43,84.09,148.62,122.71,137.31,118.46,143.85,169.22,100.67,114.83,167.5,133.92,,96.13,155.61,107.27,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-08-02,2021,8,104.46,93.45,160.18,105.75,132.53,142.28,84.15,148.37,121.17,138.08,117.25,143.85,168.77,100.15,114.64,169.46,132.89,119.36,96.3,154.25,108.43,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-08-09,2021,8,100.71,94.6,160.18,105.31,132.65,143.05,84.3,148.62,120.03,137.99,117.15,143.85,168.31,99.29,113.94,171.42,132.81,119.11,96.71,152.47,109.67,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-08-16,2021,8,97.04,95.96,160.18,105.39,131.42,143.9,84.9,148.98,120.03,137.56,116.82,143.85,167.86,99.67,113.35,171.54,131.69,118.86,96.91,151.37,111.54,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-08-23,2021,8,96.3,98.65,160.18,105.49,131.73,144.35,85.96,149.09,121.06,137.11,116.67,143.85,168.09,99.92,112.56,171.65,132.36,118.61,97.28,151.4,113.02,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-08-30,2021,8,98.72,101.51,160.18,104.74,132.7,145.08,86.96,149.51,121.6,136.21,117.51,143.85,168.77,100.97,112.16,171.3,134.46,117.98,97.69,151.54,115.18,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-09-06,2021,9,101.73,105.5,160.18,105.14,131.92,145.42,,149.74,123.8,136.79,118.7,143.85,169.79,102.06,112.94,170.95,138.08,118.04,98.4,151.46,116.14,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-09-13,2021,9,105.44,110.37,160.18,106.21,131.44,145.8,91.08,149.56,126.72,137.38,122.26,143.85,170.92,103.05,113.57,170.49,141.42,118.48,99.26,151.07,116.27,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-09-20,2021,9,108.98,114.5,160.18,104.47,131.0,144.97,93.25,148.6,130.04,136.6,124.57,143.85,172.34,104.21,115.05,170.02,144.57,119.3,100.49,151.0,117.9,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-09-27,2021,9,113.23,117.46,160.18,105.64,130.27,144.6,95.9,148.51,133.18,137.24,126.99,143.85,173.75,106.1,117.26,169.5,147.88,120.31,101.89,151.25,119.07,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-10-04,2021,10,117.81,120.03,160.18,106.88,130.22,143.82,98.24,148.24,135.96,139.48,129.54,143.85,175.28,107.27,119.35,168.97,150.49,121.25,103.68,151.03,120.03,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-10-11,2021,10,121.58,121.46,160.18,,129.27,143.3,100.27,148.0,138.42,,132.04,143.85,176.59,108.33,121.93,168.45,152.45,122.32,104.95,150.38,120.63,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-10-18,2021,10,123.68,122.13,160.18,,127.47,142.63,102.41,148.31,139.76,,133.19,143.85,177.55,109.15,124.69,168.38,153.08,124.34,106.56,149.66,121.08,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-10-25,2021,10,126.83,121.67,160.18,,127.01,142.03,103.76,148.41,141.1,146.57,134.51,143.85,178.29,109.77,126.58,168.32,152.94,126.61,107.85,149.46,122.28,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-11-01,2021,11,130.31,120.84,160.18,114.77,127.39,141.41,105.0,148.45,141.55,149.12,134.51,143.85,178.91,110.04,128.32,167.52,153.3,128.5,109.55,149.55,125.28,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-11-08,2021,11,133.79,120.48,160.18,117.74,127.51,141.87,106.76,149.22,141.32,151.4,135.8,143.85,179.47,110.41,129.25,166.72,151.88,130.01,110.92,149.7,125.79,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-11-15,2021,11,134.89,120.61,160.18,118.93,127.71,141.99,107.98,149.34,141.09,154.06,136.61,,180.27,110.35,130.09,165.98,150.95,131.33,111.94,149.95,126.29,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-11-22,2021,11,135.25,121.18,160.18,119.96,129.28,142.46,109.21,149.66,141.05,153.81,136.74,,181.29,110.45,130.37,165.25,150.02,132.72,112.85,150.21,126.3,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-11-29,2021,11,136.54,122.01,160.18,120.32,129.89,143.07,110.32,149.67,141.41,154.11,137.67,,183.33,110.64,127.76,166.01,150.47,133.98,114.04,149.71,127.05,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-12-06,2021,12,136.57,125.08,,120.2,131.21,143.36,111.21,149.53,142.14,154.76,139.44,141.96,185.82,110.94,127.41,166.77,151.15,134.92,114.94,149.82,128.42,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-12-13,2021,12,137.41,126.31,,121.02,132.44,143.88,111.75,149.52,143.12,154.1,141.47,141.49,189.11,110.98,127.59,167.53,151.92,134.92,116.14,149.78,129.83,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-12-20,2021,12,136.84,127.48,,120.97,132.18,144.35,112.34,149.85,,153.39,142.35,141.01,192.4,111.73,127.4,169.03,152.75,134.92,116.82,149.47,130.89,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-12-27,2021,12,136.26,128.72,160.42,121.17,131.99,144.8,112.22,150.09,,153.05,143.64,140.54,195.58,111.68,127.14,169.05,154.43,134.92,117.07,149.02,132.12,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2022-01-03,2022,1,136.99,128.2,160.47,121.7,132.25,145.1,112.12,150.12,149.05,153.18,143.9,140.54,198.53,113.77,126.69,169.07,155.35,134.92,116.69,,133.16,,,,,,,,,,,,
2022-01-10,2022,1,137.24,126.6,160.51,122.3,133.15,145.37,111.8,149.99,150.92,154.17,144.35,140.54,201.13,115.48,126.6,169.09,156.02,134.92,116.14,,134.32,,,,,,,,,,,,
2022-01-17,2022,1,136.85,124.29,160.56,123.37,133.96,145.6,111.37,149.98,151.74,154.21,144.18,140.54,202.72,117.2,128.93,167.61,155.94,134.92,116.0,,134.94,,,,,,,,,,,,
2022-01-24,2022,1,136.93,120.41,160.5,124.41,133.63,146.17,110.92,150.45,152.15,154.41,143.28,140.54,203.85,118.71,129.37,166.13,155.74,134.92,115.79,145.52,134.38,6.53,5.49,5.24,3.69,6.12,5.47,50751.21,35493.35,49878.89,42079.85,30023.52,103134.08
2022-01-31,2022,1,136.05,118.65,,125.42,134.23,146.81,110.81,150.75,152.31,155.04,142.58,140.54,204.08,120.47,129.19,167.56,154.43,134.92,115.28,146.24,133.98,7.55,6.39,5.79,4.2,6.88,6.25,50476.42,35254.38,49491.92,41681.98,29907.19,103417.15
2022-02-07,2022,2,135.92,118.03,,126.02,136.03,147.57,110.9,149.7,151.88,156.26,142.83,140.54,204.65,121.56,129.43,168.99,153.7,,114.97,148.66,133.31,8.58,7.3,6.33,4.71,7.63,7.03,50201.62,35015.4,49104.96,41284.12,29790.87,103700.22
2022-02-14,2022,2,136.01,117.73,,127.52,137.74,148.3,111.92,149.37,151.25,156.3,141.69,140.54,205.1,123.35,127.0,171.89,152.7,,114.02,149.59,133.31,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-02-21,2022,2,137.76,120.03,163.96,127.92,138.69,150.13,114.0,149.31,150.9,155.51,141.52,141.01,206.35,123.16,125.74,,151.8,,114.77,153.15,132.93,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-02-28,2022,2,,123.21,165.33,128.23,140.59,151.7,,149.37,151.33,156.17,141.1,141.49,208.16,123.38,124.2,,150.79,,114.89,153.22,132.3,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-03-07,2022,3,,127.66,166.7,128.38,142.59,153.76,,149.47,153.3,156.49,141.44,141.96,210.66,123.39,123.67,183.21,150.86,,115.19,157.95,132.3,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-03-14,2022,3,,133.08,168.07,129.44,145.42,155.89,,148.87,,156.96,143.93,142.43,214.0,124.81,123.54,187.41,152.79,,116.44,157.83,132.78,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-03-21,2022,3,155.73,138.27,168.68,129.94,148.5,157.65,134.68,148.3,,158.26,146.72,142.9,217.46,126.63,127.07,188.72,157.43,,117.73,159.67,134.46,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-03-28,2022,3,166.38,143.75,169.29,131.21,150.61,159.27,141.27,148.92,,159.01,150.76,143.38,220.58,129.87,129.63,190.02,164.25,167.36,119.46,159.55,135.82,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-04-04,2022,4,177.71,150.59,169.89,132.91,153.4,161.44,147.54,148.93,,,,143.85,223.47,135.19,141.15,194.06,,176.81,121.57,164.03,138.62,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-04-11,2022,4,188.8,155.15,170.09,136.46,156.91,162.9,152.46,148.91,183.56,,163.33,143.85,225.57,138.66,,198.09,,185.0,124.89,165.85,,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-04-18,2022,4,197.08,159.48,170.09,139.48,159.93,164.89,156.19,150.41,191.46,169.03,169.05,143.85,227.1,142.27,,200.83,188.59,192.24,128.81,168.0,145.37,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-04-25,2022,4,203.98,162.61,170.09,142.54,166.5,165.55,157.73,,198.39,172.04,173.83,146.92,227.95,145.68,168.71,203.57,194.13,197.28,130.77,169.68,148.03,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-05-02,2022,5,210.61,163.85,170.09,144.75,175.29,165.2,157.35,,204.16,176.29,176.13,,227.83,146.62,175.85,204.16,197.62,200.11,132.59,167.31,151.02,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-05-09,2022,5,214.32,164.06,170.09,146.71,180.74,165.17,155.94,,207.97,179.88,177.71,,227.61,147.76,179.85,204.76,197.91,200.11,134.35,164.59,152.94,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-05-16,2022,5,211.26,162.96,170.09,148.8,190.54,165.13,154.03,179.0,209.85,183.41,178.02,156.13,227.38,147.52,184.58,205.35,195.43,197.59,135.27,166.57,155.61,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-05-23,2022,5,208.53,159.9,170.09,150.04,198.17,165.11,150.98,185.44,209.74,185.34,176.25,160.62,227.38,144.46,183.04,203.21,191.59,194.76,136.58,161.79,155.46,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-05-30,2022,5,204.13,157.89,170.09,149.45,205.6,165.11,147.85,192.22,208.9,188.22,174.63,165.1,227.38,143.32,180.66,198.94,186.43,191.61,135.54,159.31,155.42,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-06-06,2022,6,198.9,156.26,170.09,150.2,211.3,165.57,144.66,198.66,207.77,191.33,173.57,169.59,227.38,142.01,177.36,194.68,182.35,189.09,134.32,157.08,155.73,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-06-13,2022,6,193.95,154.39,170.09,150.81,211.69,,142.61,200.69,205.79,194.37,172.11,171.01,227.38,141.19,173.04,190.41,178.95,186.57,135.15,156.58,154.32,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-06-20,2022,6,189.63,153.35,170.09,152.21,211.0,,141.26,202.06,203.6,195.62,170.82,172.43,227.38,141.34,170.35,188.29,175.28,184.37,134.8,159.64,152.29,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-06-27,2022,6,185.81,153.21,,152.1,212.4,,140.11,202.01,201.73,197.08,169.71,173.84,227.38,140.59,166.81,186.22,172.72,182.16,134.87,160.12,149.42,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-07-04,2022,7,184.17,152.86,,151.5,209.73,213.68,139.6,202.42,200.13,199.14,167.52,175.26,227.38,140.5,164.72,184.16,170.45,181.85,134.86,158.26,145.33,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-07-11,2022,7,180.94,152.63,,149.68,209.28,225.96,139.86,204.23,198.61,200.41,165.33,175.26,227.38,140.5,163.54,182.1,169.26,182.16,135.13,158.8,143.07,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-07-18,2022,7,178.91,154.45,170.21,149.01,209.08,228.61,140.51,205.81,197.11,201.42,163.98,175.26,,140.47,162.35,182.15,168.64,182.79,136.37,158.87,140.7,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-07-25,2022,7,179.31,156.4,170.24,147.31,209.65,246.6,141.12,205.92,196.13,203.12,162.75,175.26,,140.48,161.42,182.21,169.92,183.42,137.37,160.22,138.66,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-08-01,2022,8,179.69,159.39,,145.57,210.72,239.34,141.76,206.17,196.77,206.7,163.25,175.26,,140.02,165.58,183.94,170.26,184.37,137.53,158.56,139.63,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-08-08,2022,8,179.61,162.68,,143.59,210.45,231.54,142.11,206.09,198.26,209.62,164.33,176.46,,139.68,167.21,185.67,171.88,185.0,138.08,158.02,140.4,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-08-15,2022,8,180.12,165.99,,142.92,208.83,223.56,142.57,206.91,200.11,212.72,164.61,177.93,235.88,139.82,168.65,187.34,173.81,185.63,139.03,158.32,141.68,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-08-22,2022,8,178.87,170.02,172.25,142.7,209.99,214.39,142.83,209.0,202.58,214.62,165.6,179.19,236.85,139.78,168.63,189.0,175.53,185.94,140.45,156.79,144.07,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-08-29,2022,8,178.83,173.7,172.88,143.65,207.79,206.02,144.04,211.26,205.11,216.63,169.07,179.19,238.32,140.15,166.89,192.2,177.92,185.94,141.46,155.81,145.29,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-09-05,2022,9,181.65,176.32,173.52,143.88,207.49,208.85,145.44,211.04,208.04,219.17,173.48,180.42,240.02,140.39,166.94,195.4,180.95,186.57,142.07,155.89,147.95,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-09-12,2022,9,184.91,178.24,174.15,145.4,204.23,195.75,147.69,211.39,211.07,220.84,179.14,180.46,236.57,140.98,167.43,198.6,183.65,187.2,143.07,156.23,150.61,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-09-19,2022,9,187.88,180.99,174.32,147.45,202.91,198.22,150.25,211.52,214.48,220.54,184.23,181.89,237.64,142.02,166.18,200.14,189.16,188.78,144.92,159.83,153.5,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-09-26,2022,9,192.12,182.9,174.5,149.24,200.76,200.98,153.73,211.7,217.96,221.11,190.15,182.1,239.85,,165.97,201.96,194.22,192.87,146.43,163.82,158.28,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-10-03,2022,10,198.15,185.71,174.68,153.69,205.03,203.73,157.3,211.39,221.99,222.86,199.9,182.04,242.52,144.66,167.74,203.79,200.06,,147.65,169.32,165.23,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-10-10,2022,10,206.9,188.69,174.73,160.21,202.75,207.22,161.33,209.67,225.78,224.43,211.14,183.47,246.43,146.09,169.76,205.62,208.7,,149.73,,172.42,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-10-17,2022,10,216.78,192.34,175.44,166.08,203.67,211.09,164.59,207.61,229.62,228.16,221.14,186.94,249.83,148.54,172.57,205.92,217.29,208.81,151.63,181.99,181.37,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-10-24,2022,10,224.76,195.43,176.16,173.16,203.2,213.49,167.85,207.88,233.66,232.92,229.95,189.73,253.35,150.91,174.62,206.22,225.55,216.3,154.71,186.61,189.55,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-10-31,2022,10,233.56,199.4,176.87,180.14,204.87,214.49,170.53,207.68,237.27,237.99,240.18,194.27,256.63,152.15,178.47,208.06,233.63,224.11,158.24,192.75,198.94,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-11-07,2022,11,242.06,202.42,177.58,187.52,207.25,216.3,173.26,207.78,239.81,243.42,251.75,198.37,259.92,153.36,182.06,209.91,239.9,230.66,160.97,196.41,207.69,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-11-14,2022,11,247.51,206.35,178.29,196.15,210.14,217.51,178.53,207.36,241.77,249.61,261.57,202.79,262.87,153.32,186.18,211.46,245.93,235.01,166.42,200.72,214.79,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-11-21,2022,11,253.5,209.82,179.01,202.86,209.14,218.86,184.07,207.39,243.54,253.83,268.09,207.4,265.36,154.15,188.71,213.02,250.86,239.35,172.08,202.03,220.51,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-11-28,2022,11,258.94,213.31,180.8,207.7,212.75,220.5,189.01,207.25,245.55,260.71,273.03,210.89,266.61,,191.76,221.52,254.04,241.87,178.41,206.19,226.36,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-12-05,2022,12,262.24,217.84,181.87,213.31,215.17,219.77,193.52,207.09,247.44,267.42,277.44,213.86,267.86,,194.78,230.03,257.93,244.39,185.59,207.71,231.98,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-12-12,2022,12,264.08,222.5,182.95,218.32,217.05,219.09,197.96,206.92,249.0,272.58,281.79,215.72,268.65,,198.45,238.53,261.42,244.71,191.81,210.06,237.33,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-12-19,2022,12,264.96,227.19,184.03,222.07,219.85,219.54,202.26,207.1,250.54,277.44,283.93,216.89,269.45,,202.59,245.49,264.89,244.71,197.18,209.8,240.88,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-12-26,2022,12,266.36,231.01,185.11,224.84,221.6,219.19,206.18,206.95,252.09,281.89,284.39,217.12,271.09,,202.71,252.44,267.78,244.71,202.62,211.83,242.98,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2023-01-02,2023,1,270.41,234.06,183.83,226.68,223.5,218.75,209.33,207.48,253.65,285.89,284.44,217.12,271.94,,202.86,250.82,268.44,244.71,205.67,210.73,245.26,,,,,,,,,,,,
2023-01-09,2023,1,271.6,234.88,182.55,228.57,224.54,217.66,212.11,207.57,254.6,289.92,283.42,216.96,271.94,,203.94,249.2,269.8,244.71,208.59,212.94,245.15,,,,,,,,,,,,
2023-01-16,2023,1,271.33,235.41,180.2,229.96,224.93,216.79,214.77,207.55,254.93,291.96,282.45,216.67,272.79,,202.38,240.63,270.64,244.71,208.57,211.95,244.16,,,,,,,,,,,,
2023-01-23,2023,1,271.35,234.12,177.85,231.12,224.85,217.5,217.84,207.07,255.26,292.07,281.64,216.02,273.64,,201.08,232.05,268.98,244.71,207.27,211.92,242.7,,,,,,,,,,,,
2023-01-30,2023,1,271.24,231.34,175.4,232.51,225.35,217.75,220.8,207.41,255.33,291.53,279.93,218.04,274.83,,201.7,223.01,267.88,244.71,205.25,213.34,241.34,,,,,,,,,,,,
2023-02-06,2023,2,270.91,228.65,172.94,235.67,225.05,218.34,223.94,207.52,255.48,290.47,278.54,220.22,276.02,186.57,199.4,213.98,265.77,244.71,203.47,212.26,240.22,,,,,,,,,,,,
2023-02-13,2023,2,270.77,225.46,170.59,239.65,225.22,219.18,227.61,207.79,256.07,289.63,276.46,,276.36,192.43,201.85,204.94,264.51,244.71,202.6,207.29,239.98,,,,,,,,,,,,
2023-02-20,2023,2,271.65,224.39,170.89,243.76,224.85,220.62,228.87,207.64,257.39,289.11,276.58,224.67,276.7,192.89,203.64,204.47,265.56,,201.51,207.25,239.94,,,,,,,,,,,,
2023-02-27,2023,2,271.82,225.9,171.2,247.12,225.32,221.94,231.21,207.75,259.4,289.57,278.22,225.78,278.68,193.9,205.15,212.27,267.02,,198.61,206.07,241.31,,,,,,,,,,,,
2023-03-06,2023,3,,227.57,171.5,249.19,225.62,223.34,234.24,208.0,261.98,289.95,280.69,227.89,279.82,194.01,,220.07,267.51,,197.17,205.9,242.17,,,,,,,,,,,,
2023-03-13,2023,3,,230.77,171.8,251.05,226.14,224.41,236.92,,264.74,289.62,281.06,230.04,280.95,193.68,,227.87,269.4,250.54,197.37,208.98,243.29,,,,,,,,,,,,
2023-03-20,2023,3,,236.31,172.2,251.9,225.97,225.53,239.58,,268.02,289.72,282.38,230.13,281.75,194.83,215.52,236.13,271.02,252.11,197.63,212.44,244.44,,,,,,,,,,,,
2023-03-27,2023,3,283.88,239.79,172.61,251.51,225.88,227.95,241.79,209.03,271.41,290.3,283.89,230.2,282.54,195.4,218.12,244.18,274.18,253.68,201.16,217.94,243.88,,,,,,,,,,,,
