TIME,year,month,T#AE#EU,T#AL#EU,T#AO#EU,T#AT#EU,T#AU#EU,T#BA#EU,T#BE#EU,T#BG#EU,T#BR#EU,T#BY#EU,T#CA#EU,T#CH#EU,T#CL#EU,T#CN#EU,T#CU#EU,T#CV#EU,T#CY#EU,T#CZ#EU,T#DE#EU,T#DK#EU,T#DZ#EU,T#EE#EU,T#EG#EU,T#ES#EU,T#FI#EU,T#FR#EU,T#GB#EU,T#GR#EU,T#HK#EU,T#HR#EU,T#HU#EU,T#IE#EU,T#IL#EU,T#IN#EU,T#IS#EU,T#IT#EU,T#JP#EU,T#KR#EU,T#KW#EU,T#KZ#EU,T#LB#EU,T#LI#EU,T#LT#EU,T#LU#EU,T#LV#EU,T#MA#EU,T#MD#EU,T#MK#EU,T#MT#EU,T#MX#EU,T#MY#EU,T#NG#EU,T#NL#EU,T#NO#EU,T#NZ#EU,T#PL#EU,T#PT#EU,T#RO#EU,T#RU#EU,T#SA#EU,T#SE#EU,T#SG#EU,T#SI#EU,T#SK#EU,T#TH#EU,T#TN#EU,T#TR#EU,T#TW#EU,T#UA#EU,T#US#EU,T#ZA#EU,C#BEL#gdp,C#ITA#gdp,C#DEU#gdp,C#FRA#gdp,C#ESP#gdp,C#IRL#gdp,C#BEL#inflazione,C#ITA#inflazione,C#DEU#inflazione,C#FRA#inflazione,C#ESP#inflazione,C#IRL#inflazione
2018-05-01,2018,5,781546.57,90257.71,63801.86,11676504.57,2340273.43,378206.14,7806568.14,791864.86,,34022.29,1011240.14,13698273.43,204012.29,1110830.43,,39417.0,355436.29,4231472.86,51805383.43,4920312.14,164172.0,1475924.29,176178.0,5333137.86,1530368.43,24090770.43,16987590.14,1225911.29,148873.43,1207541.43,2625396.29,1728911.86,772851.86,103583.86,546086.0,13200241.14,676319.57,5837595.57,58295.57,,107526.0,284385.43,1153357.86,881346.86,988233.43,1452955.71,19908.71,231512.71,229274.29,657336.43,30205.71,,23429423.43,4878714.14,487110.71,5475593.86,1765308.14,2176382.57,892894.57,116725.14,8543608.86,39138.14,2561016.43,2036972.29,92410.14,363609.86,3945546.86,48234.0,172285.57,10606622.71,592841.0,46588.84,33989.18,47000.22,40764.48,29752.75,76790.88,2.07,1.16,1.67,1.62,1.76,0.45
2018-06-01,2018,6,762114.71,92913.14,63928.0,12113052.14,2457467.14,370334.57,7982001.43,839334.71,68646.43,34068.14,1098471.86,13700826.14,187961.43,1178399.14,,31716.0,374274.14,4486222.29,52658898.43,4807996.43,226433.86,,177898.0,5380189.43,1542726.0,24261727.29,17333590.71,1263724.71,118576.71,1216923.29,2757023.71,1660237.14,740388.43,104233.29,650245.57,13460610.86,644237.71,5920296.29,67033.29,,86595.86,324037.43,1184512.86,910576.14,974595.43,1359043.29,18885.86,249238.86,248235.57,703858.0,28357.57,,23488473.29,5002692.43,531384.57,5649526.29,1792367.29,2182718.86,846755.43,115675.29,8508227.57,46186.57,2537516.0,2051677.43,90400.86,378583.71,3929125.0,33345.43,173975.57,10813610.86,661280.57,47066.91,34305.68,47469.75,41161.17,30066.24,78118.91,2.06,1.15,1.7,1.73,1.72,0.47
2018-07-01,2018,7,745395.57,100726.71,92453.43,13238127.86,2444550.43,363596.57,8135440.43,899621.0,68487.86,31816.14,1114688.86,14788940.86,220745.71,1292364.43,,,355327.0,4889485.57,55445769.71,4891324.29,250834.86,1571563.0,186539.0,5567810.0,1596656.86,25428249.29,18191363.0,1385651.14,108004.0,1213574.0,2895091.57,1769045.14,730579.14,111436.71,643818.57,14435342.29,602867.71,6218596.43,77695.14,,121188.14,357700.86,1265276.0,955613.71,1071949.57,1285608.43,15859.0,264910.43,249837.57,668452.43,30471.71,,23864455.71,5060460.71,528195.0,5923791.29,1899482.0,2271142.43,852570.29,116253.43,8297067.0,74810.0,2702182.71,2169093.43,56979.57,384970.29,3953110.0,28635.86,165289.14,10919787.71,657746.43,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94,2.05,1.14,1.73,1.85,1.67,0.49
2018-08-01,2018,8,723320.14,99783.0,91485.14,13119525.29,2542663.0,353221.0,8047498.29,884794.86,65858.14,36685.57,1066242.29,14687960.43,218651.71,1378241.43,,28619.0,339799.43,4863243.57,53636508.71,4924392.14,349356.43,1587580.57,214691.14,5295563.14,1590982.71,23539208.43,17429285.43,1294286.14,92531.43,1173687.29,2887020.0,1816148.0,701437.71,128675.43,640263.43,13497109.86,642557.86,5525093.29,65946.29,,,371033.71,1244746.86,959976.0,1065790.86,1295188.43,22471.14,270481.71,245391.29,683043.14,21460.86,,22529235.29,4955406.71,526029.14,5931253.86,1779484.0,2296994.0,891844.29,103511.86,8229350.43,92098.14,2473353.86,2077808.71,51136.57,374609.29,3718693.71,26522.14,191167.86,10786789.43,659633.14,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94,2.05,1.14,1.73,1.85,1.67,0.49
2018-09-01,2018,9,822112.0,93213.86,79941.29,13210345.29,2551138.0,346034.71,8119197.29,916626.14,63779.43,36928.71,1101167.57,14774869.71,204152.29,1524993.43,286342.86,25051.29,333651.71,4998090.14,53450169.43,5003254.43,444206.71,1605587.57,196614.57,5289814.71,1629711.29,23515235.71,17241015.57,1318542.71,58236.29,1174499.57,2827367.14,1788425.0,646583.43,127412.57,665158.43,13575164.0,586912.71,5499061.86,58200.29,,,378316.43,1258717.57,999428.86,1066408.0,1249904.14,24811.29,292514.43,265362.0,608602.86,22184.71,,22171693.86,4944077.86,452001.0,6009602.29,1776240.14,2322372.43,865842.43,80321.14,8291596.71,94232.0,2511339.43,2080034.57,54318.14,330865.43,3434068.29,31040.57,208068.43,10678349.0,678311.57,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94,2.05,1.14,1.73,1.85,1.67,0.49
2018-10-01,2018,10,807275.29,92405.29,75637.86,13592841.0,2372353.0,320639.43,8113117.57,947829.43,45884.57,32416.43,1156170.43,14884169.57,227057.86,1751038.14,323822.71,33014.0,328193.29,4930850.57,53550031.71,5025505.14,447899.29,1608868.43,189556.0,5440085.43,1716707.0,23649784.29,17737841.29,1326964.0,60986.57,1167361.0,2841958.29,1867289.57,685124.0,133626.86,645148.14,13448947.71,610395.57,5566342.86,51834.14,,170967.14,392539.43,1321288.0,1051367.0,1108984.43,1260471.71,27294.14,303558.0,273660.14,600013.14,29301.86,,22510149.71,5318090.43,449374.71,6123231.0,1851049.14,2305336.14,865646.57,71745.29,8341955.71,98307.86,2532554.86,2140312.14,46888.43,270447.43,,38284.57,220499.29,10892422.57,713237.86,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94,2.05,1.14,1.73,1.85,1.67,0.49
2018-11-01,2018,11,860246.29,96198.86,70494.29,13602809.29,2427966.29,318732.14,8313294.14,998670.14,49542.0,38267.57,1169449.71,15202768.0,222613.57,1770430.29,315974.14,34344.14,360094.57,4701264.43,53918909.57,5137139.29,415758.86,1628073.71,189081.29,5560240.57,1808546.0,23808698.0,17829412.43,1333947.57,72298.14,1198891.86,2826375.14,1880442.43,680592.57,144001.43,672522.57,13688783.0,581856.0,5586828.29,50130.71,,167777.43,427632.57,1381839.43,1030631.29,1090692.43,1422783.57,27023.29,306546.71,268957.71,570055.57,24940.71,,22784727.57,5464637.43,409506.86,6233791.29,1923238.71,2336757.43,840778.43,57795.86,8498815.71,103081.29,2618357.71,2132910.14,39315.43,257937.0,,24273.29,217975.0,10966954.71,661151.71,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94,2.05,1.14,1.73,1.85,1.67,0.49
2018-12-01,2018,12,817809.0,89648.71,71033.57,12482334.0,2351267.29,290028.71,7949645.14,899880.57,61422.43,39163.29,1217172.29,14154362.86,236890.43,1779443.57,286160.71,25156.43,330763.29,4290218.57,50640617.86,5072566.29,415176.29,1485825.71,141101.29,5211191.86,1719888.14,22778159.71,16731852.71,1279359.0,76211.29,1136739.29,2650460.0,1753464.29,633373.43,145106.71,611482.43,12503874.43,548405.29,5497896.0,54083.14,,169011.57,401185.86,1388070.14,956731.14,1038204.43,1537328.0,26095.14,285441.0,251671.57,560946.57,25128.57,,21920888.14,5350051.14,414930.29,5774067.71,1933192.57,2178927.0,875689.86,47099.43,8248881.43,108972.57,2500946.43,1970275.71,38435.0,238391.0,1920394.57,41890.86,218417.0,10828117.43,671832.29,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94,2.05,1.14,1.73,1.85,1.67,0.49
2019-01-01,2019,1,835883.71,80536.29,81524.14,12276272.14,2288108.14,260732.0,7758338.57,835603.29,67509.14,40555.29,1139242.86,13963567.71,254638.71,1781767.43,286982.57,34327.29,325952.43,4121730.57,52142080.57,5064605.0,388430.14,1449123.14,112164.57,5229441.14,1726349.14,23052114.0,17256704.57,1256420.57,102511.71,1159098.86,2579892.14,1874342.86,629540.86,135949.0,487817.71,12170508.29,559511.29,5404950.0,47927.29,,,372175.71,1381453.0,973180.71,1067403.29,1631927.14,26109.14,258723.86,245402.71,482641.43,23398.29,,22255664.71,5400910.57,415987.29,5817337.71,1856923.14,2138992.43,832442.14,42912.86,8366944.86,110505.57,2498678.71,1985993.14,25553.29,215253.86,1587654.43,,219718.43,10467369.86,632805.29,47415.94,34486.68,47777.26,41406.0,30265.69,79647.13,,1.06,1.69,1.74,1.54,0.55
2019-02-01,2019,2,740928.71,92830.14,59629.0,12268090.71,2374648.0,268637.0,8070026.86,854596.0,68897.43,39737.43,1059958.14,13564020.57,286784.14,1689405.43,248185.29,34683.29,314460.29,3798099.71,52767453.29,5020012.71,356128.43,1459158.86,97443.0,5263581.86,1681018.57,23337971.86,17464817.71,1127361.57,132064.0,1208936.71,2517271.0,1782838.14,663087.43,124564.71,518626.86,12082695.43,548459.0,5314617.71,25542.0,,,369627.29,1380570.29,917709.71,1032185.14,1609110.14,20758.71,264060.57,237667.29,417947.29,23431.86,,22555467.71,5676052.14,364726.86,5894752.57,1819281.14,2181660.71,720567.71,45379.57,8636413.14,90820.57,2471237.57,1936690.14,29066.71,176959.86,1452403.0,,211432.71,10245375.14,584961.71,47286.91,34351.19,47615.24,41254.15,30151.66,79847.33,,,1.65,1.64,,
2019-03-01,2019,3,739890.71,91291.57,54587.29,13047612.71,2399169.29,292156.43,8441358.0,918986.86,73434.57,41213.71,1115616.43,13905608.71,300936.0,1730567.14,250108.0,36097.14,352770.57,3761885.57,55435912.29,4903580.0,282264.29,1481510.71,98721.57,5670240.57,1785712.71,25329317.0,18292555.86,1190815.14,138828.86,1282093.29,2575349.71,1840131.86,677495.71,115652.71,521315.0,12969472.86,543360.86,5505023.29,63327.0,,,374677.71,1421621.43,963071.57,1051736.86,1571364.57,15190.57,284583.29,220912.14,386898.43,21056.14,,23840659.57,6083613.43,370085.71,6115579.57,1996723.14,2227302.43,,44259.14,8601438.71,76803.57,2707045.43,1968634.14,27580.14,188939.43,1396655.57,,198392.43,10447822.0,620386.14,47157.87,34215.7,47453.22,41102.3,30037.63,80047.52,,,1.61,1.53,,
2019-04-01,2019,4,632666.71,98701.43,65218.43,13137116.57,2517501.43,294082.29,8479104.0,941356.14,72003.0,40456.43,1124582.86,13842227.43,312311.43,1720012.71,,37893.14,371576.86,3774387.43,56333026.14,4829180.0,196869.71,1480765.71,93971.14,5726675.29,1807672.29,25458770.71,18332332.43,1214238.43,141814.57,1285945.0,2646516.14,1913349.0,764674.86,119679.29,493807.86,12537810.29,551880.71,5340381.57,72679.71,,,366130.14,1420082.29,961721.43,1119371.14,1648914.14,17776.57,268837.0,211236.57,393111.0,19913.71,,24194213.14,6074578.71,406513.0,6141001.86,1963339.71,2175047.71,675615.14,34719.86,8601167.43,83494.86,2751427.86,1949650.0,32742.29,187356.29,1345221.29,,185326.29,10609702.86,607525.29,47028.83,34080.22,47291.2,40950.45,29923.61,80247.72,1.7,0.84,1.57,1.43,1.12,0.75
2019-05-01,2019,5,613492.14,100663.14,64883.14,12675621.43,2728692.29,298730.29,8496983.71,918597.57,70255.71,37975.14,1094653.86,13801649.43,329576.43,1677048.14,,44500.57,391506.0,3647128.57,56352772.86,4664781.57,219401.29,1474960.43,110828.57,5529428.14,1815645.71,25613076.43,17739250.29,1138729.57,136505.14,1311348.57,2600308.14,1841480.86,726905.43,110474.29,513539.43,12527530.29,514397.57,5279402.71,80760.86,,,351275.86,1361339.43,871756.86,1087729.0,1660452.29,16087.0,278374.43,214010.0,417317.86,14914.86,,24019676.0,5698615.0,404021.86,6190708.86,1974413.14,2269357.43,598826.71,55341.0,8466483.57,69595.29,2784041.57,1860445.71,30439.71,202986.29,1397787.0,,183553.86,10471999.14,563892.71,46899.8,33944.73,47129.18,40798.6,29809.58,80447.91,1.61,0.76,1.53,1.32,0.98,0.81
2019-06-01,2019,6,558318.86,95484.71,71997.0,12438768.14,2638247.0,279015.71,8527673.43,932026.29,65697.0,38796.14,1064382.71,13504258.14,383531.71,1750967.71,,55105.43,370470.71,3556753.86,55657247.71,4501599.86,238581.86,1501995.29,135935.29,5457289.43,1753840.0,25479085.86,17240199.29,1175377.0,132711.14,1248200.0,2543877.57,1882424.86,717131.14,107132.86,493945.0,12209028.86,504442.86,5099983.86,81892.71,,,331148.71,1329750.57,894847.0,1120322.29,1560658.29,14819.86,286805.43,199702.14,395569.86,12615.29,,23946677.57,5398089.29,423980.14,6102882.57,1899929.86,2273160.86,588958.86,59004.14,8343846.86,72076.71,2677999.86,1817194.43,34247.0,198590.57,1403138.0,,171120.86,10783558.0,553158.71,46770.76,33809.24,46967.16,40646.75,29695.55,80648.11,1.52,0.69,1.49,1.21,0.84,0.87
2019-07-01,2019,7,539388.29,110323.86,77591.86,13441035.14,2867603.43,313576.86,8707460.86,919906.86,50909.57,36753.14,994923.14,14756445.0,388155.29,1765238.29,,,373474.86,3722003.29,58900887.86,4443867.14,197780.43,1540244.71,143478.29,5651838.14,1741040.57,26891859.14,18005531.43,1239963.71,150507.29,1267477.57,2669793.86,1971822.57,814908.14,111215.86,506044.0,13006778.86,462921.0,4987739.71,84388.71,,,349369.14,1356430.0,987227.57,1142511.14,1408363.14,17839.57,304352.71,194952.86,383261.14,16805.29,,24877482.43,5224028.29,420956.43,6615134.71,1942562.43,2508263.0,593081.29,68840.14,8207074.43,64286.29,2806478.71,1938613.43,41782.86,171406.29,1360214.71,,197644.29,11191053.86,530484.29,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3,1.44,0.61,1.45,1.11,0.7,0.94
2019-08-01,2019,8,473401.86,109460.29,64936.14,13014614.57,2968699.29,315937.43,8565584.57,923059.71,57795.14,35520.0,984284.43,14423918.71,363415.86,1585308.29,,80599.0,333635.57,3509572.29,55010723.0,4277358.43,165410.71,1533114.71,160443.14,5399952.0,1699110.57,24850901.57,16802280.0,1215500.57,124307.0,1189404.29,2635708.71,1886951.71,840327.57,117923.0,523597.43,11989052.43,433744.57,4987872.29,103621.86,,71723.0,333362.71,1323193.86,958066.86,1092003.0,1173729.86,18458.14,316871.14,170984.29,350574.57,19679.0,,22985028.0,5118334.86,374088.71,6390314.0,1857382.57,2552333.14,597552.29,69170.0,7894224.57,56317.29,2648978.86,1866126.29,35957.0,168146.43,1394039.43,84723.14,213570.57,11076022.71,512733.57,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3,1.44,0.61,1.45,1.11,0.7,0.94
2019-09-01,2019,9,504878.57,93113.43,57588.43,12908159.86,2999355.43,321509.71,8485598.14,941818.43,47390.0,35548.71,1040776.14,14752272.29,342192.0,1564618.43,,91137.71,360810.57,3503022.43,54124589.57,4145767.14,175663.86,1550122.0,148996.43,5413829.86,1782583.71,24645790.86,16356533.29,1313020.43,81374.29,1165651.0,2620044.29,1946033.71,843585.14,110300.43,487458.0,11980731.0,412810.86,5006028.29,103686.0,,63131.71,314789.86,1322277.86,990224.43,1036086.71,1125238.71,21146.29,303428.57,164097.0,334945.29,17710.57,,22973724.57,5144559.71,397837.43,6349630.57,1870494.14,2573185.14,622701.29,62584.0,7750833.14,46309.14,2668233.29,1942482.29,29865.57,211567.43,1390845.14,80891.29,286135.71,11097138.0,488567.71,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3,1.44,0.61,1.45,1.11,0.7,0.94
2019-10-01,2019,10,457720.86,103565.0,58585.71,12656982.43,2970095.43,309907.71,8366658.29,991483.0,71847.86,31507.71,1024478.86,14808598.71,386996.14,1623511.0,,97009.14,346967.86,3485546.57,52729806.43,4123307.71,144732.14,1596814.43,178580.14,5369145.0,1788232.14,24441865.29,16640768.14,1351803.14,87278.86,1113801.29,2584786.71,1824866.0,849490.29,113216.57,468501.0,12018751.71,414757.86,5468080.86,73742.57,,76618.29,312972.0,1317905.29,939739.0,1007288.29,1175397.43,24426.86,280743.71,173796.86,376073.43,19454.29,,23247069.29,4969288.0,420588.43,6433478.29,1900920.57,2626425.43,645531.0,51847.57,7648189.14,84783.0,2683057.86,1954554.43,31439.14,220869.29,1540532.86,66680.43,,11637177.0,471408.0,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3,1.44,0.61,1.45,1.11,0.7,0.94
2019-11-01,2019,11,378037.71,98769.14,67549.29,12283094.29,2784704.57,304093.57,8172176.86,1014971.86,60807.71,32310.29,972631.0,14880089.86,377832.57,1540740.29,365977.86,101282.86,336696.71,3239878.71,51760909.0,3926684.0,176509.0,1610386.0,191127.0,5183680.29,1703037.43,24161765.57,16241857.57,1309204.14,79958.14,1103998.14,2504861.71,1766660.71,802965.71,109195.0,463758.57,12068404.57,422078.71,5922900.71,62280.43,,82165.43,328682.57,1300732.86,971908.0,966825.0,1190259.43,22027.29,280577.0,179145.57,431815.71,21764.71,,23120334.57,5061944.86,415012.71,6414074.14,1975325.14,2712605.86,681158.29,85011.43,7490544.0,76354.71,2583832.0,1958349.86,25390.29,222072.43,1664206.57,63807.57,,11511323.43,419762.43,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3,1.44,0.61,1.45,1.11,0.7,0.94
2019-12-01,2019,12,323511.0,90387.71,66696.29,11472744.0,2551511.0,321084.57,7687951.43,978442.0,65735.0,38795.0,950633.29,13715178.86,340477.71,1444703.0,308808.86,96596.29,350064.57,3081186.86,47738085.71,3686227.86,169440.29,1543225.14,195837.14,4819672.57,1563412.57,22458830.86,15249016.0,1270985.71,84176.29,1011849.14,2292142.14,1731253.43,789759.0,119322.14,425073.29,11026880.14,434540.86,5929686.29,47947.57,,,289737.71,1243298.29,948287.57,916485.57,1235702.71,20909.14,241708.43,155359.86,368334.0,20243.86,,21796482.57,4869177.86,465369.57,5933765.86,1827740.43,2476630.0,702887.14,71936.57,7062675.14,79205.57,2352026.0,1883717.57,38482.29,207547.0,1698942.71,82891.14,604646.14,11366795.71,418251.86,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3,1.44,0.61,1.45,1.11,0.7,0.94
2020-01-01,2020,1,307699.57,95636.0,60800.43,11541208.86,2672862.43,310308.71,7646444.71,951293.29,64433.29,33165.14,974181.14,13780914.71,334023.43,1427439.43,300914.43,92895.14,376890.86,3203950.86,48264609.0,3571714.14,148306.29,1514804.14,162790.86,4615006.57,1583333.43,22745880.14,15288177.14,1276580.14,74160.43,1029992.14,2317752.0,1709981.71,812060.86,97620.71,440487.29,10961858.71,519842.0,6347510.57,44951.71,,,270494.86,1199953.43,936224.29,864012.57,1220319.71,22020.29,231788.57,161445.43,347342.71,25636.86,,21820376.57,4833318.14,483810.0,6123253.71,1826977.0,2413454.29,704253.29,63236.71,7033544.14,79614.43,2353435.29,1924100.71,37015.0,173666.71,1908429.14,88883.43,725692.57,10631350.43,502277.29,46494.19,33423.63,46797.19,40307.02,29210.49,81580.41,1.34,0.5,1.26,1.02,0.55,0.76
2020-02-01,2020,2,268181.14,86340.86,56938.29,11359007.29,2384838.29,285698.29,8017571.43,1023082.86,70506.29,32946.57,989707.0,13239254.14,353033.43,1303225.43,302139.0,97892.86,389830.86,3191713.71,47398077.43,3331707.29,159029.29,1471567.14,182707.14,4468554.14,1609431.86,22708135.29,14546248.29,1304115.14,57195.0,1028558.29,2286913.43,1602849.71,781302.57,,413767.57,10975930.57,527867.14,6390652.14,40123.29,,,268465.0,1146530.86,915271.29,915341.14,1260966.14,20690.57,251971.0,164051.0,317411.14,20719.57,,21224909.43,4710366.14,512631.71,5907998.43,1792026.0,2331020.29,677399.0,54666.14,6997340.71,81225.0,2319108.43,1980437.86,30294.57,194454.0,2106819.86,92900.29,815514.57,10342219.71,489225.57,46346.66,33173.51,46789.23,40119.14,,,1.24,0.4,,0.93,0.41,0.58
2020-03-01,2020,3,304824.29,99368.71,59248.57,11975915.14,2186031.0,289626.29,8219166.71,1060179.29,54932.0,33294.86,1059702.71,13566221.43,410322.43,1363412.86,346339.57,86143.0,420821.29,3411933.0,50270765.43,3510926.86,182685.71,1497665.43,177472.29,4461414.86,1657851.14,23320208.29,14772100.86,1345009.29,48470.43,1102882.71,2403966.86,1601020.43,796243.43,78194.43,404989.14,11437077.86,581220.86,6528314.0,20128.14,,,288002.71,1120811.29,923966.71,980078.29,1412843.0,20378.57,263104.86,176763.71,370223.71,22361.29,,22949097.86,4683736.57,535456.86,6351523.14,1941371.29,2359948.86,687194.43,59535.71,7091476.0,86400.14,2490805.43,2001099.86,38159.43,197595.57,2269816.0,90641.43,893532.43,11291102.43,497530.14,,,46781.28,,,,,,,,,0.39
2020-04-01,2020,4,314511.86,98038.14,64977.71,11630674.0,2010323.0,267171.71,8324211.86,1082071.29,61255.86,32254.71,1053929.14,13322341.0,373127.86,1380929.0,301619.14,75433.29,416758.86,3350352.14,49664244.14,3618974.29,169095.86,1484491.43,203855.71,3949830.29,1691786.86,21594019.71,13529498.57,1197510.86,43732.14,1029950.43,2339019.86,1536551.57,767596.43,77105.0,402387.57,10246931.0,770137.57,7045971.57,,,,291270.57,1074381.86,830737.14,988595.14,1327005.71,17613.57,240392.0,188412.14,370837.43,23463.86,,22908820.14,4455379.57,494761.0,6122335.86,1856284.29,2106799.86,684439.57,61084.86,7261226.29,93826.14,2248402.29,1880208.43,51995.43,145099.71,2418158.43,94542.43,879136.29,11109145.43,487117.14,46051.6,32673.28,46773.33,39743.38,28097.39,83776.75,1.04,0.18,0.7,0.75,0.12,0.21
2020-05-01,2020,5,326623.71,82956.29,73775.43,11262511.29,1937323.0,256469.0,8074021.29,972812.57,37028.0,31438.86,1081845.43,13309311.0,328586.29,1360465.43,253577.0,66993.43,384908.86,3336435.57,49264525.86,3864867.14,153637.0,1410868.71,155327.43,3671734.43,1710816.0,20450613.86,11780825.0,1134030.86,30055.71,1015756.0,2265309.14,1603673.43,725649.86,69140.14,383611.71,9628962.86,834271.71,7034402.0,,,,288087.57,1022163.29,824228.71,969364.29,1171011.71,13181.29,229717.71,186313.14,299021.14,25998.29,,22752096.71,4299197.71,474100.43,5826067.0,1775759.29,1862186.43,635548.14,65186.14,7292574.43,58854.71,2068225.43,1738238.86,62679.57,124310.43,2386629.0,97121.43,887430.86,10864147.71,417134.71,45904.07,32423.16,46765.38,39555.5,27726.36,84508.86,0.94,0.08,0.52,0.66,-0.03,0.03
2020-06-01,2020,6,350814.0,91850.29,53389.14,11353302.43,1903217.57,250606.29,8155257.0,945928.86,35693.0,27316.57,1037952.43,13424486.43,326659.57,1384632.43,,63752.0,366435.14,3412006.14,49292163.57,4108477.71,,1399272.0,172143.29,3525930.57,1831722.86,20405079.71,11064338.14,1117479.71,45197.0,967355.14,2156730.29,1548631.57,730630.43,68852.43,407310.29,9534422.71,869560.57,7154073.71,,12360.0,,288781.0,998435.0,789275.29,955057.0,1042576.29,20486.57,226244.43,179557.86,237119.57,23400.43,,23073314.0,4283161.29,453217.29,5810974.43,1662893.86,1814818.57,613857.71,29705.86,7273119.86,53487.29,2089113.0,1672982.43,60063.57,128773.71,2420452.86,92717.14,815297.86,10986418.0,441533.14,45756.53,32173.04,46757.43,39367.62,27355.33,85240.98,0.84,-0.03,0.33,0.57,-0.18,-0.15
2020-07-01,2020,7,415622.0,103789.14,64134.71,12165891.29,2095960.57,262935.29,8178809.86,1022172.43,39882.14,,1020580.43,14495261.0,307090.71,1348413.0,,55190.71,348898.86,3566926.43,51872606.0,4300741.14,,1403823.29,143409.0,3653848.71,1851708.14,21843138.57,11710737.86,1147179.14,42742.86,1023677.57,2253761.71,1546165.57,738490.14,53643.14,446139.0,10262516.14,885972.43,7228280.14,,21145.0,,320289.43,1008781.43,815539.86,973657.71,954569.86,20122.14,226216.14,178452.71,228094.29,23572.71,,24478036.57,4387437.86,400273.0,6098264.14,1747656.0,2033975.57,617533.14,21212.71,7349581.29,55294.86,2190247.57,1719484.86,54742.14,130467.71,2771212.29,,804323.43,11234629.14,397572.86,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09,0.74,-0.14,0.14,0.48,-0.32,-0.33
2020-08-01,2020,8,390289.14,95614.43,64619.57,11791232.29,2094567.57,264705.57,7876612.29,999999.0,45713.86,,951106.71,14012345.57,244158.71,1281216.43,,49894.14,316597.29,3332834.0,49191673.14,4577681.29,,1363945.71,196369.14,3373308.29,1801476.57,19853670.57,11140367.0,1009802.86,50284.43,996420.0,2114388.57,1445750.71,721795.29,61485.43,418183.86,9361440.57,1141945.57,6989543.0,,21366.71,,305112.86,1003672.14,774994.71,984850.0,922592.29,18639.43,217998.43,183367.86,234562.43,17949.29,,23137926.29,4491711.71,356487.43,5669943.57,1579001.86,1997907.86,587584.57,29363.29,7069878.71,45784.86,2027664.43,1634643.57,54251.29,145964.43,2704167.71,,767214.86,11490022.57,279964.71,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09,0.74,-0.14,0.14,0.48,-0.32,-0.33
2020-09-01,2020,9,411114.43,97317.29,58220.43,11921662.14,2343354.86,271697.57,7637865.71,1020645.71,47351.0,19170.57,916272.29,14346170.86,201486.29,1252282.71,,112440.0,317110.86,3302148.29,49944878.43,5025035.71,,1434462.43,164564.0,3542550.43,1858147.57,19811455.29,12199252.0,952099.86,43738.86,1033944.57,2087032.0,1467012.43,661906.57,76213.29,475324.0,9461074.57,1201393.86,6872228.43,,22868.57,,302534.86,1039626.43,802740.0,948214.14,840158.71,25706.43,205818.71,170452.0,279533.71,20650.29,,23518562.29,4870717.0,345806.29,5777314.43,1603437.29,1976278.86,587085.86,35266.29,7278673.14,45594.14,2021914.0,1518590.71,52218.57,158587.14,3009781.71,,744332.43,11478771.57,245602.57,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09,0.74,-0.14,0.14,0.48,-0.32,-0.33
2020-10-01,2020,10,458444.14,94956.0,59089.57,11641501.14,2540836.0,292704.14,7764321.43,1002308.14,52087.57,19453.14,883776.71,14381807.29,139848.71,1319328.57,,105905.14,327781.0,3241981.29,48731852.43,5178395.29,,1503859.71,198086.14,3715747.71,1852360.86,20880613.57,12525635.29,880240.0,39657.29,1005667.43,2095538.71,1461066.0,641721.14,94651.0,466655.43,10056564.71,1201630.86,6614289.29,,23381.71,,304549.0,1084320.86,841574.29,940754.43,770494.86,28386.43,187832.43,176324.43,249905.86,15819.71,,23279816.0,4924745.0,356622.29,5620621.86,1642976.0,1988610.86,612881.29,55436.29,7114667.86,42674.43,1978518.57,1510072.29,46813.14,172060.43,3259136.0,,739316.57,11616282.0,239662.0,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09,0.74,-0.14,0.14,0.48,-0.32,-0.33
