TIME,year,month,T#AT#IT,T#AU#IT,T#BE#IT,T#CH#IT,T#CY#IT,T#CZ#IT,T#DE#IT,T#DK#IT,T#ES#IT,T#FR#IT,T#GB#IT,T#GR#IT,T#HR#IT,T#HU#IT,T#IL#IT,T#MT#IT,T#NL#IT,T#NO#IT,T#PL#IT,T#PT#IT,T#RO#IT,T#RU#IT,T#SE#IT,T#SI#IT,T#SK#IT,T#TR#IT,T#US#IT,C#BEL#gdp,C#ITA#gdp,C#DEU#gdp,C#FRA#gdp,C#ESP#gdp,C#IRL#gdp,C#BEL#inflazione,C#ITA#inflazione,C#DEU#inflazione,C#FRA#inflazione,C#ESP#inflazione,C#IRL#inflazione
2010-05-01,2010,5,857934.0,67034.14,278985.86,499306.14,,52043.57,4608364.29,,238791.86,2215840.71,544254.86,125649.86,59867.71,71319.43,,,590607.57,59287.71,157922.86,198416.57,191504.43,54628.0,120409.14,331820.86,19429.57,,299852.29,44349.33,36375.96,41594.72,40979.41,31000.2,49654.88,1.55,1.31,0.88,1.12,1.2,-1.94
2010-06-01,2010,6,845551.29,72377.57,270956.57,491882.57,,51090.57,4670334.71,,203218.43,2298256.86,570493.29,141074.14,48727.14,68379.57,,,659882.0,71766.57,150342.29,180849.43,191985.14,58042.57,128733.71,336869.29,18131.14,,316925.57,44267.14,36205.8,41583.59,40827.74,30766.34,49159.24,1.87,1.42,0.99,1.32,1.5,-1.43
2010-07-01,2010,7,971374.14,85618.0,286761.29,530488.14,,46042.71,5066086.0,51746.57,218784.29,2466014.86,609592.71,148534.29,59040.0,75300.57,,,777800.14,69221.71,169747.43,170835.43,231889.71,62804.43,129758.14,360599.14,12827.43,,293615.0,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6,2.19,1.53,1.1,1.53,1.8,-0.92
2010-08-01,2010,8,937028.29,109380.0,250242.57,473451.71,,51822.14,4680082.29,59325.43,198303.29,2285031.86,585755.43,144379.71,,64508.57,,,776833.57,69340.57,164589.57,,224060.43,59840.0,126683.86,315652.57,,,299299.57,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6,2.19,1.53,1.1,1.53,1.8,-0.92
2010-09-01,2010,9,971675.57,116828.86,237748.57,458754.57,,49168.71,4633235.0,59151.86,201945.29,2261463.71,581405.43,132770.57,,68451.57,,,825690.43,66775.29,176102.0,,215294.29,62032.14,125542.14,327388.86,,31476.29,294279.43,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6,2.19,1.53,1.1,1.53,1.8,-0.92
2010-10-01,2010,10,956124.0,113926.86,250787.71,463680.43,,41859.71,4548499.14,60808.57,186285.0,2291214.0,595911.71,128275.71,,67595.86,,,902940.57,68391.29,194506.71,,211594.57,60278.43,122550.43,324750.43,,35529.43,298655.29,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6,2.19,1.53,1.1,1.53,1.8,-0.92
2010-11-01,2010,11,948596.43,128886.14,257934.57,465240.86,,38244.29,4554005.86,59737.43,175224.29,2190193.86,606762.29,136900.86,,70089.71,,,975492.14,68308.57,217933.57,,216519.14,50667.57,116451.86,316056.57,,36165.29,305695.0,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6,2.19,1.53,1.1,1.53,1.8,-0.92
2010-12-01,2010,12,896639.57,139091.86,252127.0,464291.14,,36600.29,4366305.29,61693.29,171461.0,2084479.71,595651.43,133110.86,,74286.86,,,940733.86,65596.0,200237.14,,215160.71,35240.57,107486.57,317779.71,,41421.86,307915.57,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6,2.19,1.53,1.1,1.53,1.8,-0.92
2011-01-01,2011,1,846923.14,,225962.0,439931.14,,42154.43,4294896.0,53911.0,164790.43,2034582.29,582244.57,116538.86,,77292.86,,,940567.14,53898.57,199361.14,,228887.14,28965.29,105708.0,325467.71,,48844.0,306890.86,44645.75,36409.07,,41128.98,30696.11,49171.62,2.38,1.7,1.24,1.61,2.0,-0.43
2011-02-01,2011,2,762517.71,,231489.57,400233.71,,51400.43,4268557.57,49635.43,144414.29,2043639.71,570378.71,97062.14,,73272.57,,,898205.57,55422.14,197560.71,,194117.29,24558.71,98603.29,306713.0,,55017.86,312119.86,45106.55,36782.5,,41581.89,30859.74,49679.63,2.57,1.88,1.38,1.7,2.2,0.07
2011-03-01,2011,3,845212.57,,273379.29,472784.71,,43318.71,5001675.0,38116.0,159839.86,2254064.0,617107.0,91899.57,52206.86,80519.86,,,988739.14,54501.29,223579.14,98088.71,224334.14,29094.57,114254.86,351058.43,78290.57,59306.14,314771.14,,37155.93,,42034.81,31023.37,50187.65,,,,,,
2011-04-01,2011,4,801532.14,,287159.57,461892.0,,43988.71,5096980.71,34840.71,138943.86,2297954.29,616203.86,78919.71,56705.43,69073.86,,,1008836.71,58439.86,215251.43,89942.14,236817.57,27491.29,122608.29,344037.43,86448.14,62365.29,310411.0,46028.16,37529.36,44505.85,42487.72,31187.01,50695.66,2.96,2.24,1.66,1.86,2.6,1.07
2011-05-01,2011,5,791314.57,,278062.86,464210.86,,55686.0,5347077.0,38144.86,152590.0,2267391.43,588594.86,76449.86,54454.0,58168.57,,,981100.0,63931.43,225394.71,71005.71,242460.29,25122.86,113904.57,344879.71,89515.57,71585.86,322017.29,46488.96,37902.78,45239.2,42940.64,31350.64,51203.68,3.15,2.42,1.8,1.95,2.8,1.56
2011-06-01,2011,6,767987.57,,276433.71,448372.0,,52189.14,5344614.71,37500.14,147186.43,2241627.71,601994.86,57199.0,56344.86,60000.71,,,969010.43,,233757.57,67108.57,242279.43,26164.29,119754.57,346555.14,82000.57,80858.29,351006.29,46949.76,38276.21,45972.55,43393.55,31514.27,51711.69,3.34,2.6,1.94,2.03,3.0,2.06
2011-07-01,2011,7,767939.57,,284664.43,475198.86,,53085.14,5736035.57,38720.14,156831.71,2363926.0,,69069.29,62744.43,59046.86,,,1080939.29,,255706.29,59457.14,263630.43,28266.29,119544.57,344394.86,82775.57,79739.29,,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71,3.53,2.78,2.08,2.11,3.2,2.56
2011-08-01,2011,8,750664.0,202436.0,281773.0,449114.43,,43104.29,5392628.0,40927.57,154977.14,2094089.14,629907.0,72730.43,61493.86,49038.29,,,947570.86,,233077.0,50741.86,229796.86,33903.14,109236.14,303509.71,81693.57,74285.0,,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71,3.53,2.78,2.08,2.11,3.2,2.56
2011-09-01,2011,9,765852.0,213964.43,291630.71,469362.71,,43791.43,5520717.29,40133.14,160753.14,2058943.43,612707.14,86536.43,59802.57,47859.14,,,953709.86,,237536.57,42054.0,237038.86,32361.57,104035.43,304619.71,81427.29,65438.86,392293.57,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71,3.53,2.78,2.08,2.11,3.2,2.56
2011-10-01,2011,10,743048.57,226358.14,284356.29,440237.71,,41789.43,5318587.14,38790.57,156155.71,2105925.57,598282.29,91996.86,51798.29,53865.0,,,970066.14,,229536.29,40884.43,224743.29,31641.43,91229.71,298093.57,59066.0,94765.14,408752.71,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71,3.53,2.78,2.08,2.11,3.2,2.56
2011-11-01,2011,11,759426.43,213702.14,264400.71,452312.0,,44971.57,5268642.43,36952.57,181081.14,1990915.14,623576.86,90992.29,40387.86,56666.0,,,951116.29,,246112.43,36127.71,224788.43,39823.57,68030.14,303986.86,54545.43,,432231.43,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71,3.53,2.78,2.08,2.11,3.2,2.56
2011-12-01,2011,12,801740.29,173409.29,266463.14,420735.14,,33809.71,4838589.0,29996.86,173380.71,1851260.57,615178.57,87400.86,39294.29,63564.71,52754.0,,927788.29,,221999.14,46979.57,232973.43,44835.14,63546.71,302630.0,41107.0,,434457.71,47410.57,38649.64,46705.9,43846.47,31677.9,52219.71,3.53,2.78,2.08,2.11,3.2,2.56
2012-01-01,2012,1,857893.0,167266.71,283189.57,384086.86,,32345.57,4732234.14,29316.86,175154.57,1833652.29,581924.43,85757.14,34891.0,54322.71,60343.0,,929783.29,,213594.71,69210.43,220437.43,43521.57,56802.0,300338.43,37308.71,218757.14,393825.57,47019.14,38135.62,46298.75,43421.38,31198.62,51751.72,3.43,2.82,2.07,2.09,3.09,2.43
2012-02-01,2012,2,900531.71,150671.14,304233.0,378446.43,,35293.14,4655502.14,25181.71,163944.57,1720040.71,,60851.86,28721.57,68302.86,,,931749.14,,207465.71,91563.29,209635.14,51597.71,53896.86,312693.29,38819.57,221858.14,378602.86,46627.71,37621.61,45891.6,42996.29,30719.34,51283.74,3.33,2.86,2.06,2.07,2.98,2.31
2012-03-01,2012,3,,145670.43,,414971.14,,37355.0,5228969.57,23563.57,171798.14,2023088.0,634442.57,57505.43,35179.43,70982.86,,11279.0,1095246.71,89440.71,230009.86,116191.29,235340.71,46357.0,61030.0,356357.43,49400.71,232315.71,390738.0,46236.28,37107.59,45484.45,42571.2,30240.06,50815.75,3.24,2.89,2.05,2.04,2.87,2.19
2012-04-01,2012,4,950645.71,131553.29,328852.71,376117.57,,29118.86,4996151.71,20856.71,177373.86,1922668.0,657094.29,45043.71,35814.86,68475.0,,11088.86,1036158.57,88365.43,249565.29,114538.29,251865.43,49603.86,65801.29,355487.71,36801.71,232757.57,407525.29,45844.85,36593.57,45077.3,42146.12,29760.78,50347.77,3.14,2.93,2.04,2.02,2.77,2.07
2012-05-01,2012,5,969678.71,141425.29,344157.71,374851.57,,35872.14,5003800.43,21777.86,198849.0,1807925.29,690027.0,43201.29,57888.71,56911.57,,13326.86,1038802.71,88153.71,267542.86,123220.43,261058.43,52407.57,55855.14,364700.86,36475.71,212396.29,417019.86,45453.42,36079.56,44670.15,41721.03,29281.5,49879.79,3.04,2.97,2.03,2.0,2.66,1.94
2012-06-01,2012,6,949443.0,177582.29,355580.29,378264.0,,36746.71,4944575.57,24146.57,191369.29,1877549.57,692882.86,41031.29,56677.43,51744.14,,17193.86,985625.14,84424.71,256777.14,128018.57,242044.14,50325.0,60246.0,353353.14,43096.14,149663.43,420407.0,45061.99,35565.54,44263.0,41295.94,28802.23,49411.8,2.94,3.0,2.02,1.98,2.55,1.82
2012-07-01,2012,7,912607.43,201367.57,374869.71,401046.14,,41358.14,5287489.57,35313.14,194277.0,2004394.57,729912.29,36956.57,53320.14,57610.43,,15005.0,1072628.14,82668.43,304585.43,127944.43,234638.86,49841.71,60031.29,354613.29,47715.43,69168.0,434215.0,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82,2.84,3.04,2.01,1.95,2.45,1.7
2012-08-01,2012,8,826195.71,211900.0,348130.57,381444.43,,41235.71,4883425.43,31838.57,185429.86,1837761.71,684840.43,32213.43,55313.29,56299.29,,,987825.71,78972.14,303693.86,,221751.14,62198.29,65336.71,311049.57,46386.86,64788.86,441910.43,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82,2.84,3.04,2.01,1.95,2.45,1.7
2012-09-01,2012,9,780456.14,192698.71,322540.14,372350.43,,38357.0,4761860.71,30263.71,196920.86,1903774.0,668740.43,31497.57,58038.29,45269.14,,,940584.0,81450.86,322205.0,,211331.57,57783.57,56512.43,299214.14,48972.14,,472628.0,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82,2.84,3.04,2.01,1.95,2.45,1.7
2012-10-01,2012,10,761297.29,177895.86,299217.0,390275.0,,38638.86,4703561.57,30030.0,196075.86,1831668.29,620151.71,38769.57,53564.43,51121.14,,,929529.86,73352.0,328873.71,,215264.43,64163.71,50618.0,286494.57,42024.0,,487442.14,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82,2.84,3.04,2.01,1.95,2.45,1.7
2012-11-01,2012,11,812340.43,169537.14,311171.43,407974.71,,45113.0,4749653.29,34587.57,198876.57,1804012.43,624569.71,39286.14,60801.0,59721.0,,,981194.0,83194.29,305747.29,,188598.29,59608.71,47128.86,285202.86,41270.57,,511095.0,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82,2.84,3.04,2.01,1.95,2.45,1.7
2012-12-01,2012,12,731158.57,156308.14,261237.14,406555.29,,38188.57,4353220.71,33855.57,166317.14,1771114.86,558900.29,36458.86,34599.71,54450.86,,,946248.43,80036.0,276684.71,,178041.14,53008.71,55169.14,259700.43,42537.29,,476412.43,44670.56,35051.52,43855.85,40870.85,28322.95,48943.82,2.84,3.04,2.01,1.95,2.45,1.7
2013-01-01,2013,1,723382.0,117379.43,262987.86,403316.14,,39629.14,4367537.29,35806.71,151441.57,1705807.71,562666.43,38679.43,36387.71,54847.86,,,988796.86,,272352.86,,200941.43,54842.86,50664.29,254832.86,38068.57,,464644.14,44968.76,35124.17,44204.86,41118.26,28430.69,49308.56,2.59,2.78,,,2.3,1.53
2013-02-01,2013,2,719025.29,81824.71,240650.29,393869.86,,33880.14,4163541.29,25071.14,150803.43,1573192.14,528972.71,42705.86,45310.29,46696.14,,,962175.86,,236556.29,,200497.0,,48988.86,248733.43,37352.0,,460255.14,45266.96,35196.82,44553.87,41365.67,28538.44,49673.29,,,,,2.15,1.36
2013-03-01,2013,3,765431.57,78572.29,251968.71,448373.57,,39465.43,4628192.86,27918.0,157708.29,1715678.29,603368.14,47129.43,44864.14,53893.43,,,1078569.86,,234538.43,57210.43,218930.29,,44646.57,282361.57,46585.43,,487266.43,45565.16,35269.48,44902.88,41613.08,28646.19,50038.02,,,,,,
2013-04-01,2013,4,780567.86,101476.43,255499.29,444571.14,,33987.57,4570650.57,32496.14,123141.57,1640519.43,641796.86,47181.43,37829.57,50339.86,,,1093436.29,,215006.29,52505.43,213092.57,,48187.43,281207.14,42711.86,,460393.29,45863.36,35342.13,45251.89,41860.49,28753.94,50402.76,1.85,2.0,1.72,1.33,1.85,1.02
2013-05-01,2013,5,791648.43,139133.29,274525.0,454643.14,,37459.0,4524377.0,31429.57,123106.14,1649213.29,655023.57,,38935.71,49214.0,,,1120261.71,,214492.14,38110.0,192317.71,,,272883.14,41601.14,,452525.71,46161.55,35414.78,45600.9,42107.9,28861.69,50767.49,1.61,1.74,1.65,1.18,1.71,0.85
2013-06-01,2013,6,739523.71,200234.71,251201.14,451624.43,,28682.43,4464477.29,35035.43,97064.0,1674371.43,639740.43,,29136.86,43766.86,,,1154784.57,,227820.86,37984.71,192159.57,,,260991.14,49381.43,,446691.29,46459.75,35487.43,45949.91,42355.31,28969.43,51132.23,1.36,1.48,1.58,1.02,1.56,0.68
2013-07-01,2013,7,840510.29,216312.71,276121.86,501077.57,,36904.29,4851181.0,45967.43,103029.57,1736589.57,670535.0,200950.57,32052.14,46243.57,,,1207413.57,,253195.57,35198.43,191954.43,,,268871.86,59926.57,28163.29,503910.0,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96,1.11,1.22,1.5,0.86,1.41,0.51
2013-08-01,2013,8,779144.86,275071.57,241793.86,437575.43,,28779.43,4385347.43,42209.14,95672.71,1560965.0,606470.86,192767.57,29779.29,,,,1121432.29,,248064.86,22671.57,156275.86,,,246570.0,56588.29,,514531.57,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96,1.11,1.22,1.5,0.86,1.41,0.51
2013-09-01,2013,9,755824.86,330053.14,254870.71,420081.0,,29796.71,4357262.86,46256.71,88440.71,1579988.0,596033.43,202641.71,21004.86,,,,1101336.43,,243637.14,17982.29,169455.71,,,235349.71,,,516185.0,46757.95,35560.08,46298.92,42602.72,29077.18,51496.96,1.11,1.22,1.5,0.86,1.41,0.51
